tf	mem
COPS3	KLHL18
COPS3	L2HGDH
COPS3	MAPKAP1
COPS3	MDH2
COPS3	MRPL11
COPS3	MRPL15
COPS3	MRPL16
COPS3	MRPL30
COPS3	MRPL37
COPS3	MRPL39
COPS3	MRPS15
COPS3	MRPS17
COPS3	MRPS22
COPS3	MRPS30
COPS3	MRPS35
COPS3	MRPS9
COPS3	MTHFD1
COPS3	NARG1
COPS3	NDUFA12L
COPS3	NDUFB6
COPS3	NUP88
COPS3	PDCD2L
COPS3	POLE3
COPS3	PSMA1
COPS3	PSMA2
COPS3	PSME3
COPS3	RANBP5
COPS3	RBM28
COPS3	RFESD
COPS3	RPUSD3
COPS3	RQCD1
COPS3	SRR
COPS3	STOML2
COPS3	TCEB1
COPS3	TFB2M
COPS3	TIMM23
COPS3	TIMM50
COPS3	TIMM8A
COPS3	TMEM93
COPS3	TPRKB
COPS3	UBE2G1
COPS3	UBE2T
COPS3	UCHL5
COPS3	UQCRH
COPS3	UTP11L
COPS3	VDAC2
COPS3	VDAC3
COPS3	WDR12
COPS3	WDR5
COPS3	YBX1
COL4A3BP	CLU
COL4A3BP	PPM1B
COL4A3BP	UBXD2
COCH	PPP1CB
CNOT8	APAF1
CNOT8	ARPC5
CNOT8	MSMB
CNOT8	PMP22
COL6A1	C1R
COL6A1	C1S
COL6A1	COL1A1
COL6A1	COL1A2
COL6A1	COL5A1
COL6A1	COL6A2
COL6A1	DCHS1
COL6A1	EFEMP2
COL6A1	GJC2
COL6A1	LUM
COL6A1	MMP2
COL6A1	MXRA8
COL6A1	MYCN
COL6A1	OLFML3
COL6A1	PCDH18
COL6A1	PCOLCE
COL6A1	PDGFRA
COL6A1	PDGFRB
COL6A1	RDH14
COL6A1	SPARC
COL6A1	THBS2
CNOT4	ACTR2
CNOT4	ALS2CR16
CNOT4	API5
CNOT4	ASH1L
CNOT4	ATP6V0C
CNOT4	C13orf31
CNOT4	C19orf6
CNOT4	CAMSAP1L1
CNOT4	CRKL
CNOT4	DAPK3
CNOT4	DCTN4
CNOT4	FBXW11
CNOT4	GNA13
CNOT4	GRPEL2
CNOT4	GTDC1
CNOT4	HSF1
CNOT4	KBTBD2
CNOT4	KCNH2
CNOT4	KCTD20
CNOT4	KIAA0157
CNOT4	KIAA0562
CNOT4	KIAA1109
CNOT4	KIF5B
CNOT4	KPNA5
CNOT4	LARP4
CNOT4	MAP3K7IP2
CNOT4	MAPKAP1
CNOT4	MCART6
CNOT4	MCM3AP
CNOT4	ME2
CNOT4	MFN1
CNOT4	NCAPG
CNOT4	OGDH
CNOT4	PAFAH1B1
CNOT4	PATL1
CNOT4	POLDIP3
CNOT4	POMGNT1
CNOT4	PRPF40A
CNOT4	PSMD1
CNOT4	RANGAP1
CNOT4	RB1
CNOT4	RBM33
CNOT4	RIPK5
CNOT4	RNF38
CNOT4	RPL14
CNOT4	SETX
CNOT4	SFPQ
CNOT4	SLC7A1
CNOT4	SMG7
CNOT4	SNX19
CNOT4	SUCLG1
CNOT4	UHMK1
CNOT4	UTX
CNOT4	ZNF317
COL15A1	ASPN
COL15A1	COL3A1
COL15A1	COL6A3
COL15A1	DCN
COL15A1	ENPEP
COL15A1	LUM
COL15A1	MGP
COL15A1	RGS5
COL15A1	SYNPO2
COL18A1	COL5A2
COL18A1	MMP2
COL18A1	SPARC
COL18A1	TIMP2
COL18A1	WWTR1
CNOT7	API5
CNOT7	BRCC3
CNOT7	C12orf35
CNOT7	C1orf25
CNOT7	C2orf49
CNOT7	C3orf23
CNOT7	C4orf41
CNOT7	C5orf22
CNOT7	CDC5L
CNOT7	COPS8
CNOT7	ERCC8
CNOT7	FH
CNOT7	GFM1
CNOT7	GRPEL2
CNOT7	INPP5F
CNOT7	KIAA1826
CNOT7	MED21
CNOT7	METT10D
CNOT7	ORC5L
CNOT7	RAP2B
CNOT7	RFXDC2
CNOT7	RNGTT
CNOT7	SERBP1
CNOT7	SFRS15
CNOT7	SPAST
CNOT7	TMTC4
CNOT7	USP45
CNOT7	VTA1
CNOT7	ZNF644
CNOT7	MSMB
CNOT7	PMP22
COPB2	ARF4
COPB2	C14orf119
COPB2	C7orf42
COL5A3	COL4A1
COL5A3	FBLN2
COPE	AIP
COPE	ANKRD23
COPE	AP1M1
COPE	AP2S1
COPE	ARF6
COPE	ARPC1A
COPE	BANF1
COPE	BRMS1
COPE	C11orf59
COPE	C16orf13
COPE	C19orf10
COPE	C19orf61
COPE	C1orf86
COPE	C9orf16
COPE	CARHSP1
COPE	CCT5
COPE	CD300LG
COPE	CDC37
COPE	CDK10
COPE	CLPTM1L
COPE	COMMD4
COPE	CSNK2B
COPE	DDOST
COPE	DPM2
COPE	DRG2
COPE	EIF6
COPE	ELAVL1
COPE	ELOVL1
COPE	FAM125A
COPE	FARSA
COPE	FTSJ1
COPE	GLT25D1
COPE	GNB2
COPE	IRF3
COPE	KIAA1109
COPE	LSM4
COPE	MAP2K2
COPE	MIF
COPE	MPG
COPE	MRPL4
COPE	MRPS12
COPE	MTX1
COPE	NEDD8
COPE	NONO
COPE	NSDHL
COPE	OTUB1
COPE	PDAP1
COPE	PFN1
COPE	PGLS
COPE	PHF23
COPE	PPIB
COPE	PPP1CA
COPE	PPP4C
COPE	PRELID1
COPE	PRMT1
COPE	PRPF4
COPE	PSMB3
COPE	PSME3
COPE	RBM42
COPE	REM1
COPE	RER1
COPE	RNF26
COPE	RPL18A
COPE	SAE1
COPE	SLC25A6
COPE	SNRPD2
COPE	SRA1
COPE	STK16
COPE	SYMPK
COPE	TCEB2
COPE	THOC4
COPE	TMED2
COPE	TMEM103
COPE	TOMM22
COPE	TRAPPC1
COPE	TRAPPC2L
COPE	TRAPPC3
COPE	TRIM27
COPE	TXNDC17
COPE	UBE2I
COPE	UBE2M
COPE	VPS25
COPE	YKT6
COPE	ZNF259
COL14A1	COL1A1
COL14A1	COL1A2
COL14A1	COL6A3
COL14A1	EFS
COL14A1	FBLN2
COL14A1	HEPH
COL14A1	IGFBP5
COL14A1	LUM
COL14A1	MATN2
COL14A1	MXRA5
COL14A1	OLFML3
COL14A1	PCDH18
COL14A1	PDGFRA
COL14A1	POSTN
COL14A1	PRRX1
COL14A1	SULF1
COL14A1	THBS2
COPA	ABCD3
COPA	ACTB
COPA	ACTR2
COPA	AFF4
COPA	AKAP10
COPA	ANAPC5
COPA	ANKFY1
COPA	ANKHD1-EIF4EBP3
COPA	API5
COPA	ARF1
COPA	ARFIP1
COPA	ATAD2B
COPA	ATP6V1C1
COPA	BCL2L13
COPA	BSG
COPA	C10orf18
COPA	C10orf28
COPA	C17orf57
COPA	C19orf6
COPA	C1orf108
COPA	C1orf43
COPA	C5orf22
COPA	C6orf166
COPA	CANX
COPA	CAPRIN1
COPA	CCT2
COPA	CDC5L
COPA	CDV3
COPA	CFL1
COPA	CHD6
COPA	CHM
COPA	COG3
COPA	CPD
COPA	CRKL
COPA	CSNK1A1
COPA	CSNK2A1
COPA	CTDSPL2
COPA	CTNNA1
COPA	CUGBP1
COPA	CUL4B
COPA	DAPK3
COPA	DCTN4
COPA	DDX3X
COPA	DDX42
COPA	DHX35
COPA	DHX9
COPA	DSCR3
COPA	ERLIN1
COPA	EXOC5
COPA	FAM29A
COPA	FAM62B
COPA	FBXW11
COPA	FKBP15
COPA	FNDC3A
COPA	FUS
COPA	G3BP1
COPA	GALNT2
COPA	GDI2
COPA	GFM2
COPA	GGA2
COPA	GLE1
COPA	GM2A
COPA	GNA13
COPA	GNB1
COPA	GOLGA7
COPA	GOPC
COPA	GTDC1
COPA	GTF2I
COPA	HNRNPU
COPA	HPS3
COPA	HSP90AB1
COPA	HSPA4
COPA	HSPA8
COPA	ITCH
COPA	KBTBD2
COPA	KCNH2
COPA	KCTD20
COPA	KIAA0372
COPA	KIAA0430
COPA	KPNA1
COPA	LACTB
COPA	LARP4
COPA	LYPLA2
COPA	MANEA
COPA	MAP3K7
COPA	MAP3K7IP3
COPA	MAPK1
COPA	MAPK14
COPA	MAPKAP1
COPA	MARCH7
COPA	MARK3
COPA	MBD1
COPA	MCL1
COPA	MCM3AP
COPA	ME2
COPA	MIER3
COPA	NF1
COPA	NFS1
COPA	NFYA
COPA	NUP133
COPA	NXT2
COPA	OGDH
COPA	PACSIN2
COPA	PAFAH1B1
COPA	PATL1
COPA	PICALM
COPA	PIP5K1A
COPA	POLDIP3
COPA	POLR2E
COPA	POMGNT1
COPA	PPFIA1
COPA	PRPF4B
COPA	PSEN1
COPA	PSPC1
COPA	PTBP1
COPA	PTPN11
COPA	RAB3GAP2
COPA	RAB5A
COPA	RAB5C
COPA	RAB6A
COPA	RANGAP1
COPA	RB1
COPA	RBM14
COPA	RFWD2
COPA	RHEB
COPA	RHOA
COPA	RIN2
COPA	RIOK3
COPA	RIPK5
COPA	RNF38
COPA	RNGTT
COPA	ROD1
COPA	RPL14
COPA	RXRB
COPA	SCAMP1
COPA	SCYL2
COPA	SDHC
COPA	SEC61A1
COPA	SEPT2
COPA	SLC35A2
COPA	SLC39A14
COPA	SLC39A9
COPA	SOCS6
COPA	SOS2
COPA	SPAG9
COPA	SPIRE1
COPA	SRPK2
COPA	SRPR
COPA	SSFA2
COPA	STIP1
COPA	STX3
COPA	STX6
COPA	SUPT16H
COPA	SYNJ1
COPA	TGFBR1
COPA	TM2D1
COPA	TM9SF4
COPA	TMEM189-UBE2V1
COPA	TMEM30A
COPA	TRAM1
COPA	TWF1
COPA	TXNDC1
COPA	UBE2G2
COPA	UEVLD
COPA	UFM1
COPA	UHMK1
COPA	USP10
COPA	USP34
COPA	UTX
COPA	VPS35
COPA	WDR1
COPA	XPNPEP1
COPA	XPO7
COPA	YIPF5
COPA	YKT6
COPA	YOD1
COPA	YTHDF3
COPA	YWHAZ
COPA	ZDHHC20
COPA	ZDHHC5
COPA	ZFYVE1
COPA	ZMAT3
COPA	ZNF317
CREBBP	ACIN1
CREBBP	ACTN4
CREBBP	ANKRD17
CREBBP	BRWD2
CREBBP	CPSF1
CREBBP	CTNNB1
CREBBP	CUL3
CREBBP	ELF2
CREBBP	EPC1
CREBBP	HNRPD
CREBBP	KIAA1267
CREBBP	MED13L
CREBBP	METAP2
CREBBP	NUDCD3
CREBBP	PAN3
CREBBP	PCTK2
CREBBP	PPA2
CREBBP	PPP3CA
CREBBP	RBM6
CREBBP	RERE
CREBBP	RNF19A
CREBBP	SENP6
CREBBP	SEPP1
CREBBP	SMU1
CREBBP	SUV420H1
CREBBP	TFCP2
CREBBP	TMEM165
CREBBP	TNRC6B
CREBBP	UBE2H
CREBBP	USP34
CREBBP	VPS35
CREBBP	WHSC2
CREBBP	ZBTB20
CREBBP	ZFAND6
CREBBP	ZNF407
CREBBP	ZNF493
CREBBP	ZNF708
CREBBP	ALOX15
CREBBP	BRCA1
CREBBP	CCK
CREBBP	CDKN1A
CREBBP	CREB1
CREBBP	CSF2
CREBBP	EGFR
CREBBP	EP300
CREBBP	EZH2
CREBBP	HINFP
CREBBP	HOXA10
CREBBP	HOXA9
CREBBP	IL4
CREBBP	INSM1
CREBBP	IRF1
CREBBP	PCK2
CREBBP	PPARA
CREBBP	PSMC5
CREBBP	PTGS2
CREBBP	RAD51
CREBBP	RARA
CREBBP	RS1
CREBBP	S100A4
CREBBP	TP53
CREBBP	TRIM22
COPS2	EIF4E
COPS2	NARG1
COPS6	AARSD1
COPS6	ATP5G1
COPS6	ATP5J2
COPS6	C6orf108
COPS6	C9orf32
COPS6	CLPP
COPS6	GCAT
COPS6	HMBS
COPS6	MED27
COPS6	MRPL11
COPS6	MRPL28
COPS6	MRPS24
COPS6	MRPS34
COPS6	NDUFS6
COPS6	NOLA2
COPS6	PMPCA
COPS6	POLD2
COPS6	RUVBL2
COPS6	TIMM13
COPS6	TIMM23
COPS6	TMEM103
COPS5	ATP5C1
COPS5	ATP5F1
COPS5	ATP5J
COPS5	ATP5O
COPS5	ATPBD1C
COPS5	BZW2
COPS5	C14orf2
COPS5	C2orf25
COPS5	C6orf66
COPS5	C7orf30
COPS5	C8orf38
COPS5	CHCHD4
COPS5	COPS4
COPS5	CUTC
COPS5	ETFA
COPS5	FH
COPS5	GFM2
COPS5	GTF3A
COPS5	GYG1
COPS5	HINT1
COPS5	MDH2
COPS5	METTL5
COPS5	MRPL15
COPS5	MRPL3
COPS5	MRPL30
COPS5	MRPL36
COPS5	MRPL39
COPS5	MRPL47
COPS5	MRPS17
COPS5	MRPS22
COPS5	MRPS9
COPS5	MTERFD1
COPS5	MTX2
COPS5	NDUFA8
COPS5	NDUFB6
COPS5	NDUFB9
COPS5	RMND1
COPS5	SDCCAG10
COPS5	TIMM17A
COPS5	TIMM23
COPS5	TPRKB
COPS5	UCHL5
COPS5	UNC13C
COPS5	USMG5
COPS5	UTP11L
COPS5	VDAC3
COPS5	CDKN1B
COPS5	VEGFA
CORO7	AKNA
CORO7	CNPY3
CORO7	GRK6
CORO7	RAD54L2
CORO7	SIPA1
CREB1	ACTR2
CREB1	ATF2
CREB1	ATXN7
CREB1	BRCC3
CREB1	CD244
CREB1	CDC5L
CREB1	CLU
CREB1	DNAJB14
CREB1	EXOC5
CREB1	FCF1
CREB1	GNB1
CREB1	GOPC
CREB1	IL6ST
CREB1	KIAA0372
CREB1	MAP3K2
CREB1	MAP3K7
CREB1	MAPK1
CREB1	MIA3
CREB1	NCOA2
CREB1	PCTK2
CREB1	PPP3R1
CREB1	PRPF38B
CREB1	PRPF4B
CREB1	RAB8B
CREB1	RAP2B
CREB1	RBBP6
CREB1	SMCHD1
CREB1	TMEM30A
CREB1	VPS35
CREB1	YTHDF3
CREB1	ZC3H7A
CREB1	ZMYM2
CREB1	ZNF638
CREB1	ZNF644
CREB1	ABCA3
CREB1	ALDOA
CREB1	CHD3
CREB1	CNGA4
CREB1	HBEGF
CREB1	EPB41
CREB1	FANCC
CREB1	GRIN2D
CREB1	HOXD1
CREB1	LTA4H
CREB1	NMB
CREB1	PGF
CREB1	PPARD
CREB1	PPP1CC
CREB1	PKN1
CREB1	PSMB2
CREB1	RMRP
CREB1	RPL29
CREB1	SFPQ
CREB1	SLC6A8
CREB1	TLE2
CREB1	VDR
CREB1	ZNF185
CREB1	CUL5
CREB1	ZRSR2
CREB1	DENR
CREB1	PABPC4
CREB1	DLEU2
CREB1	RAB28
CREB1	TRIM13
CREB1	STAG1
CREB1	SYNCRIP
CREB1	PPP1R13L
CREB1	CD3EAP
CREB1	KDM2A
CREB1	RPRD2
CREB1	CAMTA1
CREB1	TMEM131
CREB1	SH3BP1
CREB1	CLIC4
CREB1	SACS
CREB1	PTPN18
CREB1	NPTN
CREB1	MYLIP
CREB1	DERL2
CREB1	DCTN4
CREB1	VPS37C
CREB1	CCDC186
CREB1	PANK4
CREB1	PLGRKT
CREB1	DNAH7
CREB1	RIC1
CREB1	FBRSL1
CREB1	CEP85
CREB1	MIS12
CREB1	C9orf16
CREB1	MMP28
CREB1	TMX1
CREB1	CLPB
CREB1	FAM160A2
CREB1	ENKD1
CREB1	ARHGEF39
CREB1	SSH2
CREB1	ZNF684
CREB1	LRGUK
CREB1	PNCK
CREB1	RTN4RL1
CREB1	C17orf50
CREB1	CCDC107
CREB1	SBF2-AS1
CREB1	TRIQK
CREB1	LINC00936
CREB1	LINC00880
CREB1	C16orf86
CREB1	HAGLR
CREB1	LOC440028
CREB1	BOLA2
CREB1	ABCA17P
CREB1	ENTPD1-AS1
CREB1	MIR2110
CREB1	LINC00881
CREB1	MIR3613
CREB1	ACHE
CREB1	ADRA1D
CREB1	ADRA1A
CREB1	ADRB2
CREB1	ADRB3
CREB1	FAS
CREB1	AQP2
CREB1	AQP3
CREB1	AREG
CREB1	ARG1
CREB1	ATF3
CREB1	ATP1A1
CREB1	BCKDHA
CREB1	CCND1
CREB1	BCL2
CREB1	BDKRB1
CREB1	BRCA1
CREB1	BST1
CREB1	CALCA
CREB1	RUNX1
CREB1	CD4
CREB1	CD8A
CREB1	TNFRSF8
CREB1	CDK11B
CREB1	CDK5
CREB1	CEBPB
CREB1	CFTR
CREB1	CGA
CREB1	CHGA
CREB1	CHRNA7
CREB1	CPT1A
CREB1	CR2
CREB1	CSH1
CREB1	CTF1
CREB1	CYP11A1
CREB1	CYP11B1
CREB1	CYP11B2
CREB1	CYP19A1
CREB1	CYP27B1
CREB1	DBH
CREB1	DDX5
CREB1	DIO2
CREB1	DLD
CREB1	DRD1
CREB1	TSC22D3
CREB1	EGR1
CREB1	ELN
CREB1	ERBB2
CREB1	ERF
CREB1	ETF1
CREB1	ETV3
CREB1	F3
CREB1	FLI1
CREB1	FLII
CREB1	FLT1
CREB1	FN1
CREB1	FOS
CREB1	NR5A1
CREB1	GDNF
CREB1	GNRH1
CREB1	GNRHR
CREB1	NR3C1
CREB1	GRM5
CREB1	GSTP1
CREB1	HFE
CREB1	HGF
CREB1	HLA-A
CREB1	HLA-DOB
CREB1	HLA-DQB1
CREB1	HLA-DRA
CREB1	HMOX1
CREB1	HPGD
CREB1	HTR2A
CREB1	ICAM1
CREB1	ID2
CREB1	IFNG
CREB1	IFNGR1
CREB1	IGFBP1
CREB1	CYR61
CREB1	IL1B
CREB1	IL2
CREB1	IL5RA
CREB1	IL10
CREB1	INHBA
CREB1	INS
CREB1	JUN
CREB1	KCNN3
CREB1	LDHA
CREB1	LOR
CREB1	LTC4S
CREB1	LYN
CREB1	SMAD6
CREB1	MCAM
CREB1	ME2
CREB1	CIITA
CREB1	MITF
CREB1	NR3C2
CREB1	MOG
CREB1	MSMB
CREB1	MUC1
CREB1	MUC4
CREB1	MYH10
CREB1	NF1
CREB1	NFE2
CREB1	NOS1
CREB1	NPC1
CREB1	NRAS
CREB1	NTS
CREB1	NR4A2
CREB1	ODC1
CREB1	PCSK6
CREB1	SERPINB2
CREB1	PDCL
CREB1	PCK1
CREB1	PCK2
CREB1	PCSK1
CREB1	PDE4D
CREB1	PDE7A
CREB1	PDYN
CREB1	PENK
CREB1	PLAT
CREB1	PMP22
CREB1	POLB
CREB1	POLD2
CREB1	POLR2A
CREB1	PPARA
CREB1	PPARG
CREB1	PSEN1
CREB1	PTH
CREB1	PTGS1
CREB1	PTGS2
CREB1	PXMP2
CREB1	REN
CREB1	REV3L
CREB1	RPS3A
CREB1	CCL5
CREB1	SLC5A5
CREB1	SLC6A4
CREB1	SLC19A1
CREB1	SLC20A1
CREB1	SRM
CREB1	SRMS
CREB1	TAT
CREB1	TBP
CREB1	TRA
CREB1	TRB
CREB1	TFRC
CREB1	TG
CREB1	TGFB1
CREB1	TGFB2
CREB1	TGFB3
CREB1	TH
CREB1	THPO
CREB1	TIMP1
CREB1	TNF
CREB1	TOP1
CREB1	TPH1
CREB1	TPO
CREB1	TRH
CREB1	UBE2I
CREB1	UCP1
CREB1	UGT8
CREB1	VGF
CREB1	VIP
CREB1	CXCR4
CREB1	NR4A3
CREB1	ST3GAL5
CREB1	CCNA1
CREB1	EXO1
CREB1	CELSR1
CREB1	SPATA2
CREB1	SPRY2
CREB1	CDC37
CREB1	KAT7
CREB1	POLG2
CREB1	TWF2
CREB1	PPRC1
CREB1	B3GAT3
CREB1	CPAMD8
CREB1	RRM2B
CREB1	ANGPTL4
CREB1	PCDHB12
CREB1	RETN
CREB1	TINAGL1
CREB1	SLC25A21
CREB1	ACACA
CREB1	AR
CREB1	BCL2L11
CREB1	BDKRB2
CREB1	BDNF
CREB1	CASP8
CREB1	CCK
CREB1	CRTC1
CREB1	CYP17A1
CREB1	FOXA1
CREB1	GABPA
CREB1	GRPR
CREB1	GSK3A
CREB1	GSK3B
CREB1	IL6
CREB1	LAPTM4B
CREB1	LYL1
CREB1	MC2R
CREB1	MMP2
CREB1	MUC5AC
CREB1	NDC80
CREB1	NMNAT2
CREB1	NOLC1
CREB1	NPY
CREB1	NR2F1
CREB1	NR2F6
CREB1	NR5A2
CREB1	NRF1
CREB1	PLAU
CREB1	PPM1D
CREB1	PPP2CA
CREB1	PPP2R2B
CREB1	PRL
CREB1	PTGES
CREB1	RP1
CREB1	SLC22A8
CREB1	SLC39A1
CREB1	SNAI1
CREB1	SNAI2
CREB1	SOX9
CREB1	STMN1
CREB1	TLR9
CREB1	UXT
CREB1	XPC
CREB1	IBSP
COL6A2	ACTA2
COL6A2	C1R
COL6A2	C1S
COL6A2	CNN1
COL6A2	COL1A2
COL6A2	COL4A1
COL6A2	COL6A1
COL6A2	DCN
COL6A2	EDNRA
COL6A2	GPR124
COL6A2	LUM
COL6A2	OLFML3
COL6A2	PCOLCE
COL6A2	PDGFRA
COL6A2	PDZRN3
COL6A2	TAGLN
COPS7B	C1orf159
COPS7B	CAD
COPS7B	CPSF1
COPS7B	FARSA
COPS7B	KIFC1
COPS7B	LIG1
COPS7B	PDCD11
COPS7B	POLR2G
COPS7B	PTBP1
COPS7B	SF3B2
COPS7B	SNAPC4
COPS7B	TMEM103
COPS7B	TRAF4
COPS7B	TSEN54
COPS7B	WDR90
COL5A1	COL12A1
COL5A1	COL1A1
COL5A1	COL1A2
COL5A1	COL4A1
COL5A1	COL5A2
COL5A1	COL6A1
COL5A1	CTHRC1
COL5A1	FBN1
COL5A1	MMP2
COL5A1	SPARC
COL5A1	TIMP2
CREBZF	CCT2
CREBZF	FAF1
CREBZF	GAPDH
CREBZF	GTF3C2
CREBZF	HNRNPA2B1
CREBZF	L2HGDH
CREBZF	MAP2K2
CREBZF	MAZ
CREBZF	MCM4
CREBZF	PIP5K1A
CREBZF	PMS2L3
CREBZF	PPP5C
CREBZF	PRKDC
CREBZF	PRMT1
CREBZF	RRM1
CREBZF	SFRS1
CREBZF	TRRAP
CREBZF	WHSC1
CREBZF	ZNF146
CREBZF	ZNF317
CTNND1	ACTN4
CTNND1	APEX1
CTNND1	APRT
CTNND1	ARL16
CTNND1	C11orf10
CTNND1	C12orf52
CTNND1	C15orf44
CTNND1	C19orf48
CTNND1	C6orf108
CTNND1	CAPNS1
CTNND1	CDK4
CTNND1	CNOT10
CTNND1	COMMD4
CTNND1	CWC15
CTNND1	DDR1
CTNND1	DDX41
CTNND1	DOCK1
CTNND1	EHD2
CTNND1	EIF1B
CTNND1	EIF2B1
CTNND1	EIF3C
CTNND1	ERBB2
CTNND1	EXOSC1
CTNND1	FER1L3
CTNND1	HSD17B10
CTNND1	IMPDH2
CTNND1	JTB
CTNND1	KIAA1522
CTNND1	KLHL15
CTNND1	LAS1L
CTNND1	LSMD1
CTNND1	MARVELD2
CTNND1	MCTS1
CTNND1	MEA1
CTNND1	MRPS11
CTNND1	MTX1
CTNND1	NOLA2
CTNND1	PES1
CTNND1	POLR2G
CTNND1	RANBP1
CTNND1	RDBP
CTNND1	RNF113A
CTNND1	RPS2
CTNND1	RPS5
CTNND1	SDC1
CTNND1	SFRS9
CTNND1	SLC39A3
CTNND1	SSRP1
CTNND1	STYXL1
CTNND1	TIMM10
CTNND1	TIMM13
CTNND1	TMEM103
CTNND1	TOR3A
CTNND1	TXNL4A
CTNND1	WDR61
CTNND1	ZNHIT1
CORO1B	ACTG1
CORO1B	ARF3
CORO1B	ARSA
CORO1B	BCAP31
CORO1B	C1orf85
CORO1B	CD276
CORO1B	CRTAP
CORO1B	DCTD
CORO1B	DUS2L
CORO1B	EXT2
CORO1B	G6PC3
CORO1B	MBOAT7
CORO1B	NAGA
CORO1B	PLGLA1
CORO1B	TMED9
CORO1B	TMEM189-UBE2V1
CORO1B	TRAF7
CORO1B	YIPF2
CORO1B	ZDHHC12
CORO1B	ZDHHC24
COPS7A	UBXD1
CPEB4	BRRN1
CPEB4	C14orf80
CPEB4	CAD
CPEB4	CASP2
CPEB4	CDCA8
CPEB4	CDK4
CPEB4	CENPM
CPEB4	DLL1
CPEB4	DPP3
CPEB4	HIPK2
CPEB4	HMGN1
CPEB4	HMGN2
CPEB4	ITPA
CPEB4	LMNB2
CPEB4	PES1
CPEB4	POLR2G
CPEB4	PPP1CA
CPEB4	PPP4C
CPEB4	PSMD9
CPEB4	RECQL4
CPEB4	RFC5
CPEB4	RUVBL2
CPEB4	SF3B2
CPEB4	SNRPA
CPEB4	SSRP1
CPEB4	TNRC6B
CREM	C20orf196
CREM	EGLN1
CREM	FXN
CREM	GLRX2
CREM	MRPL22
CREM	MRPS28
CREM	MTFMT
CREM	PLAA
CREM	ACR
CREM	CCND1
CREM	ACE
CREM	ETV3
CREM	FOS
CREM	GPX4
CREM	ICAM1
CREM	IL2
CREM	IL5RA
CREM	JUN
CREM	LDHC
CREM	LOR
CREM	PCK1
CREM	PLAT
CREM	PLN
CREM	TBP
CREM	TH
CREM	CCNA1
CREM	FHL5
CREM	CCL4
CREM	CCNA2
CREM	CD247
CREM	CREB1
CREM	DUSP1
CREM	DUSP4
CREM	FASLG
CREM	G6PD
CREM	MC2R
CREM	SLC5A5
CREM	STAR
CREM	TAF4
CREM	ZAP70
COPS4	ATP5C1
COPS4	ATP5O
COPS4	CHCHD4
COPS4	COPS5
COPS4	COQ3
COPS4	DDX1
COPS4	HBS1L
COPS4	HINT1
COPS4	MRPL39
COPS4	MRPS9
COPS4	NDUFAB1
COPS4	NDUFB6
COPS4	RMND1
COPS4	SDCCAG10
COPS4	SOD1
COPS4	VDAC3
CRIP2	ATP2B4
CRIP2	COL4A1
CRIP2	CTNNA1
CRIP2	IGFBP7
CRIP2	PTRF
CPSF4	EIF3B
CPSF4	ILF3
CPSF4	WDR79
CORO1C	ARNTL2
CORO1C	CBX7
CORO1C	CENTB2
CORO1C	CRY2
CORO1C	GPD1L
CORO1C	NDRG2
CORO1C	NRAS
CORO1C	NUFIP2
CORO1C	RAB8B
CORO1C	TNXB
CPEB2	C19orf48
CPEB2	MCM3
CPEB2	PRMT5
CPEB2	RUVBL2
CPEB2	SSRP1
CPSF1	ACIN1
CPSF1	ANAPC5
CPSF1	ANKRD10
CPSF1	ANKRD17
CPSF1	ARID2
CPSF1	BRWD2
CPSF1	C11orf58
CPSF1	C2orf14
CPSF1	C7orf28B
CPSF1	CAD
CPSF1	CHRNB3
CPSF1	CLASP2
CPSF1	CNOT2
CPSF1	COPS7B
CPSF1	CPSF6
CPSF1	CREBBP
CPSF1	CSNK1A1
CPSF1	CUL3
CPSF1	DDX11
CPSF1	ETNK1
CPSF1	FNBP1
CPSF1	GCAT
CPSF1	GLE1
CPSF1	GPBP1L1
CPSF1	HNRPAB
CPSF1	HNRPD
CPSF1	ITPA
CPSF1	JMJD1C
CPSF1	KCNH2
CPSF1	KIAA1267
CPSF1	LSM14A
CPSF1	MED13L
CPSF1	METAP2
CPSF1	MGEA5
CPSF1	MON2
CPSF1	NCOR1
CPSF1	NKTR
CPSF1	PAN3
CPSF1	PAPD4
CPSF1	PCBP2
CPSF1	PDS5B
CPSF1	PPIG
CPSF1	PPP3CA
CPSF1	RB1CC1
CPSF1	RBM39
CPSF1	RCCD1
CPSF1	RNF19A
CPSF1	RPL32P3
CPSF1	RSF1
CPSF1	SENP6
CPSF1	SEPT2
CPSF1	SFRS4
CPSF1	SMARCC1
CPSF1	SMU1
CPSF1	SUV420H1
CPSF1	TAF15
CPSF1	TFCP2
CPSF1	TH1L
CPSF1	TMEM165
CPSF1	TROAP
CPSF1	TSEN54
CPSF1	UBE2E1
CPSF1	VPS35
CPSF1	WDR6
CPSF1	WSB1
CPSF1	ZCCHC7
CPSF1	ZFAND6
CPSF1	ZMYM5
CPSF1	ZNF207
CPSF1	ZNF292
CPSF1	ZNF398
CPSF1	ZNF493
CPSF1	ZNF518A
CPSF1	ZNF609
CPSF1	ZNF638
CPSF1	ZNF708
CSRP2BP	ABCB10
CSRP2BP	ACAT2
CSRP2BP	ACN9
CSRP2BP	C12orf52
CSRP2BP	C17orf75
CSRP2BP	C1QBP
CSRP2BP	C2orf64
CSRP2BP	C3orf68
CSRP2BP	CPOX
