tf	mem
ETS1	ZFP91
ETS1	UNC93B1
ETS1	PITPNM3
ETS1	SH3BGRL3
ETS1	PUS3
ETS1	UQCC2
ETS1	CCDC115
ETS1	C9orf24
ETS1	PHYKPL
ETS1	IMP4
ETS1	RNF19B
ETS1	TPM3P9
ETS1	COMMD6
ETS1	KIF6
ETS1	LCORL
ETS1	ELMOD2
ETS1	RUFY4
ETS1	TCAIM
ETS1	ZFP91-CNTF
ETS1	ZNF761
ETS1	LINC01121
ETS1	TSPAN11
ETS1	ATXN7L3B
ETS1	ENTPD1-AS1
ETS1	LOC100130987
ETS1	LOC100289511
ETS1	ERVK13-1
ETS1	NAGPA-AS1
ETS1	PARP1
ETS1	ANGPT2
ETS1	ANPEP
ETS1	BIRC2
ETS1	ATP2A3
ETS1	ATP5B
ETS1	AXL
ETS1	BCL2
ETS1	BID
ETS1	BMP4
ETS1	BRCA2
ETS1	CASP4
ETS1	CASP8
ETS1	RUNX1
ETS1	CD4
ETS1	CD5
ETS1	CD8A
ETS1	TNFRSF8
ETS1	CD53
ETS1	CD79B
ETS1	CDK11B
ETS1	CDKN1A
ETS1	CDKN1B
ETS1	CHUK
ETS1	COX4I1
ETS1	CSF1R
ETS1	CSF2
ETS1	CSF3R
ETS1	CSN2
ETS1	CSNK2A1
ETS1	CSNK2A2
ETS1	CSNK2B
ETS1	CTSB
ETS1	CYP27B1
ETS1	DAD1
ETS1	DNTT
ETS1	SLC26A3
ETS1	ECE1
ETS1	EIF4G1
ETS1	ENG
ETS1	ERBB2
ETS1	ETS1
ETS1	ETS2
ETS1	ETV4
ETS1	F13A1
ETS1	FCAR
ETS1	FOXD1
ETS1	FLT1
ETS1	FOS
ETS1	GABPA
ETS1	GATA1
ETS1	GP9
ETS1	GRPR
ETS1	GZMB
ETS1	HMOX1
ETS1	HPGD
ETS1	TNC
ETS1	ICAM4
ETS1	IFNG
ETS1	IL2
ETS1	IL2RB
ETS1	IL3
ETS1	IL5
ETS1	IL10
ETS1	IL12B
ETS1	IL13RA2
ETS1	ITGA2B
ETS1	ITGA4
ETS1	ITGA5
ETS1	ITGAX
ETS1	ITGB3
ETS1	JAG2
ETS1	JAK3
ETS1	KCNMB1
ETS1	KDR
ETS1	KIT
ETS1	KRT18
ETS1	LCK
ETS1	LCP1
ETS1	LIF
ETS1	LTB
ETS1	LTC4S
ETS1	LTF
ETS1	SH2D1A
ETS1	LYZ
ETS1	SMAD4
ETS1	MAGEA4
ETS1	MDM2
ETS1	MET
ETS1	CIITA
ETS1	MME
ETS1	MMP1
ETS1	MMP2
ETS1	MMP7
ETS1	MMP9
ETS1	MMP12
ETS1	MNDA
ETS1	MPL
ETS1	ABCC1
ETS1	MSR1
ETS1	MYB
ETS1	MYC
ETS1	NELL1
ETS1	NFKB1
ETS1	NME1
ETS1	NOS1
ETS1	NOS3
ETS1	NTHL1
ETS1	OAS2
ETS1	PCSK6
ETS1	SERPINE1
ETS1	PECAM1
ETS1	PF4
ETS1	ABCB1
ETS1	ABCB4
ETS1	POLD1
ETS1	POR
ETS1	PPP2R4
ETS1	PRL
ETS1	PSEN1
ETS1	PTGS2
ETS1	PTHLH
ETS1	REN
ETS1	CCL3
ETS1	CCL7
ETS1	SLC19A1
ETS1	SPP1
ETS1	SURF1
ETS1	TBXAS1
ETS1	TCN2
ETS1	TRA
ETS1	TRB
ETS1	TFAP2A
ETS1	TFRC
ETS1	TGFBR2
ETS1	THBD
ETS1	TIMP1
ETS1	TLR4
ETS1	TNF
ETS1	TNNC1
ETS1	TP53
ETS1	UGT8
ETS1	VCAM1
ETS1	VEGFA
ETS1	VWF
ETS1	WAS
ETS1	FOSL1
ETS1	SOCS1
ETS1	RNMT
ETS1	TNFSF14
ETS1	TNFRSF10B
ETS1	TNFRSF10A
ETS1	NOL3
ETS1	COPS2
ETS1	FGFBP1
ETS1	TOM1
ETS1	EBI3
ETS1	SPRY2
ETS1	IRF9
ETS1	HPSE
ETS1	FGL2
ETS1	BLCAP
ETS1	CDC37
ETS1	B3GAT3
ETS1	CD209
ETS1	GP6
ETS1	PRAP1
ETS1	MGAT5B
ETS1	ATXN2
ETS1	BAX
ETS1	EMSY
ETS1	CA9
ETS1	CASP1
ETS1	CD6
ETS1	CDKN2A
ETS1	COL1A1
ETS1	CR1
ETS1	CTGF
ETS1	CXCR4
ETS1	DUSP6
ETS1	ERG
ETS1	FLI1
ETS1	IGFBP1
ETS1	CIP2A
ETS1	MGAT5
ETS1	MMP10
ETS1	MMP13
ETS1	MMP3
ETS1	MUC4
ETS1	NDRG1
ETS1	NKX3-1
ETS1	PLAU
ETS1	RHOC
ETS1	SQSTM1
ETS1	TAF12
ETS1	TBXA2R
ETS1	TERT
ETS1	TMEM158
ETS1	WT1
IRF1	ACACA
IRF1	ATP5G2
IRF1	C1S
IRF1	EIF2D
IRF1	ERBB3
IRF1	GIPR
IRF1	ITGA4
IRF1	ITGB6
IRF1	LEPR
IRF1	LGALS1
IRF1	MCM4
IRF1	MPG
IRF1	MSX2
IRF1	NBN
IRF1	NFYC
IRF1	NQO2
IRF1	P4HB
IRF1	PHYH
IRF1	POLR2L
IRF1	PRKDC
IRF1	MAP2K3
IRF1	PRPSAP1
IRF1	PSMB1
IRF1	RIT1
IRF1	RPL27A
IRF1	ST3GAL4
IRF1	SNAPC1
IRF1	SULT2B1
IRF1	TBP
IRF1	TCEB3
IRF1	PPP1R11
IRF1	TSPAN4
IRF1	TPP2
IRF1	UBE2I
IRF1	ZNF708
IRF1	TRIM25
IRF1	USP7
IRF1	DEK
IRF1	RND2
IRF1	MAPKAPK5
IRF1	SLC25A12
IRF1	GALNT4
IRF1	RNGTT
IRF1	ZNF592
IRF1	KIAA0430
IRF1	MATR3
IRF1	TECPR2
IRF1	HS3ST3B1
IRF1	RCE1
IRF1	LPCAT3
IRF1	STAG1
IRF1	VAT1
IRF1	SDCCAG3
IRF1	TDRKH
IRF1	MST1P2
IRF1	DUSP12
IRF1	PDXDC1
IRF1	AVL9
IRF1	WDR43
IRF1	PMPCA
IRF1	PDS5A
IRF1	TTC33
IRF1	RSPH14
IRF1	RBM15B
IRF1	EEF2K
IRF1	ZC2HC1A
IRF1	MAPKAPK5-AS1
IRF1	DDX41
IRF1	CWC15
IRF1	EGLN1
IRF1	NDFIP2
IRF1	RSBN1
IRF1	LEPROT
IRF1	NDE1
IRF1	SEMA4C
IRF1	FOCAD
IRF1	C1orf109
IRF1	CDCA8
IRF1	LRRC8D
IRF1	RNF220
IRF1	OTUB1
IRF1	LYAR
IRF1	KDM4D
IRF1	DNAH7
IRF1	NUP107
IRF1	PELI1
IRF1	MIF4GD
IRF1	RPTOR
IRF1	MICAL3
IRF1	EP400
IRF1	SLC25A19
IRF1	RHBDF1
IRF1	C8orf33
IRF1	PCYOX1L
IRF1	C11orf80
IRF1	NAA60
IRF1	KIF18A
IRF1	ZNF594
IRF1	KIRREL3
IRF1	CBX2
IRF1	CROCCP2
IRF1	MGC12916
IRF1	SFT2D3
IRF1	ALKBH6
IRF1	REPS1
IRF1	CIPC
IRF1	FCHSD1
IRF1	C5orf30
IRF1	ZNF598
IRF1	OSBPL11
IRF1	NTAN1
IRF1	HEXIM2
IRF1	CCDC43
IRF1	CACUL1
IRF1	ZNF688
IRF1	FAM163A
IRF1	SYNE4
IRF1	ZBTB49
IRF1	METTL15
IRF1	POC1B
IRF1	B4GALNT3
IRF1	ENTPD3-AS1
IRF1	C3orf33
IRF1	LINC00620
IRF1	VSX2
IRF1	NSUN4
IRF1	LINC00959
IRF1	RP9P
IRF1	SCART1
IRF1	MIR484
IRF1	NFYC-AS1
IRF1	LOC100130950
IRF1	LOC100287042
IRF1	LOC100507250
IRF1	POC1B-GALNT4
IRF1	NDFIP2-AS1
IRF1	BCL2
IRF1	CASP7
IRF1	CCL5
IRF1	CCNB1
IRF1	CCNE1
IRF1	CD40
IRF1	CDK1
IRF1	CDK2
IRF1	CDK4
IRF1	CDKN1A
IRF1	CEACAM1
IRF1	CIITA
IRF1	CXCL10
IRF1	CYBB
IRF1	DDX58
IRF1	DST
IRF1	E2F1
IRF1	EIF2AK2
IRF1	ERAP2
IRF1	FASLG
IRF1	FOXP3
IRF1	HLA-A
IRF1	HLA-G
IRF1	IFIT3
IRF1	IFNA1
IRF1	IFNA13
IRF1	IFNB1
IRF1	IFNG
IRF1	IL10
IRF1	IL12A
IRF1	IL12B
IRF1	IL27
IRF1	IRF2
IRF1	MMP9
IRF1	MYB
IRF1	NCF2
IRF1	OGN
IRF1	PIGR
IRF1	POLH
IRF1	PSMB10
IRF1	PSMB9
IRF1	SLPI
IRF1	SOCS1
IRF1	SOCS2
IRF1	TAP1
IRF1	TAP2
IRF1	TAPBP
IRF1	TNFSF10
IRF1	TP53
IRF1	TRIM22
IRF1	VCAM1
JUNB	ARF6
JUNB	BCKDHA
JUNB	BID
JUNB	CD151
JUNB	GNG10
JUNB	KCNH2
JUNB	MIP
JUNB	PCCB
JUNB	PIK3C2A
JUNB	PI4KA
JUNB	PLCG1
JUNB	PLEC
JUNB	PRIM2
JUNB	RPL5
JUNB	SNX2
JUNB	RBM10
JUNB	FIBP
JUNB	SNAP29
JUNB	SEC24C
JUNB	TTLL4
JUNB	SEC16A
JUNB	NAMPT
JUNB	STUB1
JUNB	CCDC85B
JUNB	FAF2
JUNB	OTUD3
JUNB	PRPF40B
JUNB	FBXO7
JUNB	DCAF13
JUNB	INTS1
JUNB	FZR1
JUNB	NDUFB11
JUNB	CDC37L1
JUNB	PPP4R3A
JUNB	INPP5E
JUNB	EXOSC5
JUNB	FAM3A
JUNB	FNDC3B
JUNB	SLC25A32
JUNB	DNAJC14
JUNB	FMNL3
JUNB	SLC39A13
JUNB	TMEM183A
JUNB	APOOL
JUNB	ZNF169
JUNB	CLYBL
JUNB	ALS2CL
JUNB	SPRYD4
JUNB	DNAJC25-GNG10
JUNB	FTX
JUNB	CDKN1A
JUNB	CGA
JUNB	DCN
JUNB	IL3
JUNB	IVL
JUNB	LOR
JUNB	SMAD4
JUNB	SFTPD
JUNB	TIMP1
JUNB	UBP1
JUNB	APOM
JUNB	CD82
JUNB	CDKN2A
JUNB	CLU
JUNB	EGFR
JUNB	IL1B
JUNB	IL4
JUNB	NQO1
JUNB	PTGS2
GATA3	ADK
GATA3	ALAD
GATA3	ASNS
GATA3	DLG1
GATA3	EPB41L1
GATA3	EPS8
GATA3	FBL
GATA3	FKBP1A
GATA3	GGT1
GATA3	GTF2A2
GATA3	KCNH2
GATA3	KCNS3
GATA3	PPP2R5E
GATA3	PSMB9
GATA3	SSR1
GATA3	SURF4
GATA3	TAP1
GATA3	TCP1
GATA3	VAV2
GATA3	SF1
GATA3	ZNF217
GATA3	KLF11
GATA3	EDF1
GATA3	CD164
GATA3	CPNE1
GATA3	ZNF264
GATA3	URB1
GATA3	GNE
GATA3	RBM12
GATA3	CNIH1
GATA3	DIDO1
GATA3	SCAP
GATA3	SEC14L2
GATA3	MRPL18
GATA3	PHF20
GATA3	MRPL39
GATA3	EPB41L4B
GATA3	MREG
GATA3	PECR
GATA3	NSFL1C
GATA3	TXNDC16
GATA3	KIF17
GATA3	KIAA1407
GATA3	QTRTD1
GATA3	DNAJC5
GATA3	SLC10A7
GATA3	C19orf48
GATA3	URB1-AS1
GATA3	SMDT1
GATA3	KIAA1919
GATA3	CHMP7
GATA3	MALSU1
GATA3	ZNF816
GATA3	PQLC3
GATA3	STXBP5
GATA3	SOGA1
GATA3	FAM109B
GATA3	DAB2IP
GATA3	C18orf54
GATA3	STKLD1
GATA3	GPR137C
GATA3	ZNF680
GATA3	ZNF391
GATA3	KIF7
GATA3	ATP9B
GATA3	LRRC75B
GATA3	CD99P1
GATA3	SNORD88C
GATA3	STXBP5-AS1
GATA3	DLG1-AS1
GATA3	FKBP1A-SDCBP2
GATA3	ZNF816-ZNF321P
GATA3	ALDH1A2
GATA3	CD40LG
GATA3	CD8A
GATA3	CD8B
GATA3	CDH1
GATA3	CDH3
GATA3	CDX2
GATA3	CHST4
GATA3	CXCL1
GATA3	EPO
GATA3	EPOR
GATA3	ERG
GATA3	ERVW-1
GATA3	ESR1
GATA3	FOXC1
GATA3	FOXC2
GATA3	FUT7
GATA3	GATA3
GATA3	HSD17B1
GATA3	IFNG
GATA3	IL10
GATA3	IL12RB2
GATA3	IL4
GATA3	IL5
GATA3	KLK1
GATA3	LOX
GATA3	MMP1
GATA3	MUC1
GATA3	NFKB1
GATA3	PAEP
GATA3	RELA
GATA3	SLCO4C1
GATA3	STAT4
GATA3	TCF7L2
GATA3	TEK
GATA3	TGFBR3
GATA3	TRA
GATA3	ZEB1
TFAP2C	CCND1
TFAP2C	CAT
TFAP2C	CDC6
TFAP2C	CCR6
TFAP2C	COL5A1
TFAP2C	COX7C
TFAP2C	CSNK1G3
TFAP2C	ATN1
TFAP2C	ERV3-1
TFAP2C	GMFB
TFAP2C	GNAO1
TFAP2C	HNRNPH1
TFAP2C	IL13RA1
TFAP2C	ADAM11
TFAP2C	NDUFC1
TFAP2C	NPM1
TFAP2C	PON2
TFAP2C	PPIA
TFAP2C	PURB
TFAP2C	RBBP4
TFAP2C	RELA
TFAP2C	UPF1
TFAP2C	S100A1
TFAP2C	S100A13
TFAP2C	ATXN7
TFAP2C	SRSF4
TFAP2C	SIAH2
TFAP2C	SLC7A1
TFAP2C	SLIT1
TFAP2C	TNNC1
TFAP2C	PHLDA2
TFAP2C	ZNF3
TFAP2C	ELL
TFAP2C	RAD54L
TFAP2C	TPST1
TFAP2C	CDC23
TFAP2C	TNFRSF10B
TFAP2C	SEC22C
TFAP2C	BAG3
TFAP2C	WTAP
TFAP2C	KDM4A
TFAP2C	HS3ST3B1
TFAP2C	TRAP1
TFAP2C	FAM13A
TFAP2C	HRSP12
TFAP2C	ABCC4
TFAP2C	AP4B1
TFAP2C	NUDC
TFAP2C	POP1
TFAP2C	FGFR1OP
TFAP2C	NISCH
TFAP2C	DUSP10
TFAP2C	EXOSC8
TFAP2C	COG2
TFAP2C	SEC31A
TFAP2C	TRIM32
TFAP2C	KDM1A
TFAP2C	DOPEY1
TFAP2C	SETX
TFAP2C	SETD1B
TFAP2C	SPG20
TFAP2C	ASTN2
TFAP2C	TDRD7
TFAP2C	APOL2
TFAP2C	INTS7
TFAP2C	NDUFAF3
TFAP2C	ZDHHC5
TFAP2C	UBXN7
TFAP2C	ARHGEF26
TFAP2C	CHTOP
TFAP2C	COPG2
TFAP2C	BBC3
TFAP2C	INTU
TFAP2C	NDOR1
TFAP2C	TNRC6A
TFAP2C	WDR91
TFAP2C	ALG5
TFAP2C	PRKAG2
TFAP2C	DTL
TFAP2C	NT5DC3
TFAP2C	GET4
TFAP2C	GPATCH1
TFAP2C	RALGPS2
TFAP2C	CRTAC1
TFAP2C	LRRC8D
TFAP2C	DALRD3
TFAP2C	STRBP
TFAP2C	ZNF331
TFAP2C	KIF27
TFAP2C	HIF1AN
TFAP2C	IWS1
TFAP2C	NDUFA12
TFAP2C	DIABLO
TFAP2C	ZNF248
TFAP2C	RHBDD2
TFAP2C	GATAD2B
TFAP2C	ZNF398
TFAP2C	MIER1
TFAP2C	CATSPERG
TFAP2C	AASDHPPT
TFAP2C	LHPP
TFAP2C	SLC39A8
TFAP2C	LMBR1
TFAP2C	DCLRE1B
TFAP2C	VPS33A
TFAP2C	FYCO1
TFAP2C	FBXO31
TFAP2C	WDR78
TFAP2C	DHDDS
TFAP2C	ZNF442
TFAP2C	MOB2
TFAP2C	TXNDC5
TFAP2C	DNAL1
TFAP2C	ANKRD27
TFAP2C	IQCG
TFAP2C	NEURL4
TFAP2C	ZNF518B
TFAP2C	LMLN
TFAP2C	UBE3D
TFAP2C	TSR2
TFAP2C	ANGEL2
TFAP2C	PLXNA4
TFAP2C	MTG1
TFAP2C	TMEM203
TFAP2C	TP53RK
TFAP2C	PHF21B
TFAP2C	SLC2A13
TFAP2C	TSGA13
TFAP2C	FCHO2
TFAP2C	ADSSL1
TFAP2C	FBXO36
TFAP2C	RPP25L
TFAP2C	KBTBD3
TFAP2C	FAM98C
TFAP2C	PPM1K
TFAP2C	SYNE3
TFAP2C	TIGD2
TFAP2C	ALKBH3
TFAP2C	PRR15
TFAP2C	KIAA1324L
TFAP2C	NAPEPLD
TFAP2C	ATXN7L1
TFAP2C	CDHR3
TFAP2C	SERHL2
TFAP2C	STK32C
TFAP2C	BLOC1S2
TFAP2C	LOC286059
TFAP2C	DPY19L4
TFAP2C	LINC01089
TFAP2C	MSL1
TFAP2C	ZNF181
TFAP2C	ZBTB8OS
TFAP2C	RGS9BP
TFAP2C	MYO18A
TFAP2C	GOLGA7B
TFAP2C	MIR191
TFAP2C	MIR425
TFAP2C	BOLA2
TFAP2C	ZNF726
TFAP2C	MIR1253
TFAP2C	MIR3191
TFAP2C	MIR3190
TFAP2C	MIR3607
TFAP2C	MIR3912
TFAP2C	MIR3939
TFAP2C	SPG20-AS1
TFAP2C	BLOC1S5-TXNDC5
TFAP2C	CSTA
TFAP2C	ESR1
TFAP2C	CDKN1A
TFAP2C	CRABP2
TFAP2C	ECM1
TFAP2C	ERBB2
TFAP2C	GPX1
TFAP2C	MMP2
TFAP2C	RET
TFAP2C	SULT1E1
NR2F2	CD63
NR2F2	FNTB
NR2F2	GTF2E1
NR2F2	IARS
NR2F2	IGHMBP2
NR2F2	MMP17
NR2F2	NEDD4
NR2F2	POLR2D
NR2F2	PTPRK
NR2F2	QARS
NR2F2	RAB5C
NR2F2	REL
NR2F2	SMARCD1
NR2F2	UROD
NR2F2	ZNF131
NR2F2	FXR1
NR2F2	AIP
NR2F2	RECQL5
NR2F2	RECQL4
NR2F2	MORF4L2
NR2F2	C2CD5
NR2F2	LRIG2
NR2F2	SRA1
NR2F2	HNRNPR
NR2F2	STAG1
NR2F2	APBB3
NR2F2	PLK4
NR2F2	KIFAP3
NR2F2	JMJD6
NR2F2	SLC39A14
NR2F2	MKRN2
NR2F2	PPA2
NR2F2	MMADHC
NR2F2	PPP2R3B
NR2F2	CRIM1
NR2F2	MBIP
NR2F2	MIEF1
NR2F2	CHTF8
NR2F2	PEX26
NR2F2	PPP4R3A
NR2F2	SLF2
NR2F2	C15orf39
NR2F2	GPR158
NR2F2	RHOU
NR2F2	DHX35
NR2F2	PKNOX2
NR2F2	FAM111A
NR2F2	RBM15
NR2F2	HECTD3
NR2F2	CCDC92
NR2F2	WDR61
NR2F2	TCF7L1
NR2F2	GNPTG
NR2F2	KDM2B
NR2F2	TMEM87B
NR2F2	CIRH1A
NR2F2	PPP1R15B
NR2F2	GUSBP11
NR2F2	MFSD3
NR2F2	MARCH3
NR2F2	TSR3
NR2F2	PRSS30P
NR2F2	METTL23
NR2F2	ZNF664
NR2F2	TTC30B
NR2F2	AMOTL1
NR2F2	MRPL21
NR2F2	SMIM13
NR2F2	TMEM9
NR2F2	ELMOD2
NR2F2	RNF149
NR2F2	RABL3
NR2F2	MORF4L2-AS1
NR2F2	LINC01185
NR2F2	LOC440600
NR2F2	SMIM5
NR2F2	SNORA84
NR2F2	GPR158-AS1
NR2F2	LOC100130987
NR2F2	LOC100288911
NR2F2	CHURC1-FNTB
NR2F2	ZNF664-FAM101A
NR2F2	MIR5696
NR2F2	E2F1
NR2F2	HEY1
NR2F2	HEY2
NR2F2	NTS
NR2F2	POU5F1
NR2F2	PPARA
NR2F2	TFAP2A
SIN3A	ADCY5
SIN3A	BIN1
SIN3A	BAK1
SIN3A	BDH1
SIN3A	ZNHIT2
SIN3A	CAD
SIN3A	CREM
SIN3A	ATN1
SIN3A	EIF2S1
SIN3A	FBLN1
SIN3A	FKBP1B
SIN3A	FLT3LG
SIN3A	GCLC
SIN3A	GYS1
SIN3A	HLCS
SIN3A	HNRNPK
SIN3A	HPCAL1
SIN3A	PRMT1
SIN3A	IGFBP6
SIN3A	JARID2
SIN3A	LIMK2
SIN3A	LRP1
SIN3A	BCAM
SIN3A	MYO1C
SIN3A	NFX1
SIN3A	PAX5
SIN3A	PCCA
SIN3A	PDHB
SIN3A	PDPK1
SIN3A	POLR2A
SIN3A	PPP3R1
SIN3A	SLC34A1
SIN3A	SLC22A4
SIN3A	SSFA2
SIN3A	TCEB3
SIN3A	MLX
SIN3A	TEAD1
SIN3A	TP53BP1
SIN3A	TPM1
SIN3A	TTC1
SIN3A	HIST1H2AC
SIN3A	HIST1H2BC
SIN3A	CBX4
SIN3A	RUVBL1
SIN3A	DYNLL1
SIN3A	SRSF9
SIN3A	URI1
SIN3A	TAF1C
SIN3A	GGPS1
SIN3A	EEF1E1
SIN3A	GTPBP1
SIN3A	KIAA0101
SIN3A	LRIG2
SIN3A	SCAMP3
SIN3A	ARL4A
SIN3A	LRPPRC
SIN3A	SMNDC1
SIN3A	FAM189B
SIN3A	RUVBL2
SIN3A	RAB10
SIN3A	KLHL2
SIN3A	SYNRG
SIN3A	CPEB3
SIN3A	DHX30
SIN3A	IGSF9B
SIN3A	RAB21
SIN3A	CLUAP1
SIN3A	DDN
SIN3A	CUX2
SIN3A	RPL13A
SIN3A	NAT9
SIN3A	GOLIM4
SIN3A	MED4
SIN3A	GLTSCR1
SIN3A	CDON
SIN3A	IPO11
SIN3A	ATRAID
SIN3A	ATP6V1D
SIN3A	IP6K2
SIN3A	NOP16
SIN3A	ARID4B
SIN3A	ERAP1
SIN3A	SLC38A2
SIN3A	DKFZP434I0714
SIN3A	MARCH5
SIN3A	TET2
SIN3A	TMEM104
SIN3A	SDAD1
SIN3A	SLC25A36
SIN3A	WDR41
SIN3A	PHF10
SIN3A	FBXW7
SIN3A	DDX19A
SIN3A	NCBP3
SIN3A	PRDM11
SIN3A	ZBTB4
SIN3A	CREBZF
SIN3A	CIDEC
SIN3A	HS1BP3
SIN3A	MRPS5
SIN3A	AACS
SIN3A	RMI1
SIN3A	FBXL18
SIN3A	HSD3B7
SIN3A	C2orf44
SIN3A	LRRC27
SIN3A	COL18A1
SIN3A	DIAPH3
SIN3A	TCF7L1
SIN3A	SYDE2
SIN3A	ZDHHC18
SIN3A	BRSK1
SIN3A	JAGN1
SIN3A	AP5B1
SIN3A	CCDC34
SIN3A	ZFAND4
SIN3A	LRRC37B
SIN3A	C12orf45
SIN3A	TMEM132E
SIN3A	PPARGC1B
SIN3A	SHROOM1
SIN3A	HIGD2A
SIN3A	CT62
SIN3A	CERS6
SIN3A	STK32C
SIN3A	MRGPRG-AS1
SIN3A	TMEM105
SIN3A	METTL2A
SIN3A	ZNF530
SIN3A	SMIM20
SIN3A	ZNF321P
SIN3A	GAS6-AS1
SIN3A	LOC652276
SIN3A	FAM86HP
SIN3A	TMEM242
SIN3A	LOC100506083
SIN3A	EEF1E1-BLOC1S5
SIN3A	ZNF816-ZNF321P
SIN3A	MIR5088
SIN3A	E2F1
SIN3A	KLK3
ZBTB7A	ADK
ZBTB7A	PARP1
ZBTB7A	AKT2
ZBTB7A	ALK
ZBTB7A	RND3
ZBTB7A	ATP6V0A1
ZBTB7A	BMP1
ZBTB7A	CAPN2
ZBTB7A	CDK1
ZBTB7A	CIRBP
ZBTB7A	COL12A1
ZBTB7A	COX8A
ZBTB7A	CPE
ZBTB7A	CYC1
ZBTB7A	E2F4
ZBTB7A	EIF2D
ZBTB7A	CELSR3
ZBTB7A	EP300
ZBTB7A	ESRRA
ZBTB7A	FGF8
ZBTB7A	FZD2
ZBTB7A	GALNS
ZBTB7A	GNG3
ZBTB7A	GOLGA2
ZBTB7A	H2AFX
ZBTB7A	HMBS
ZBTB7A	NR4A1
ZBTB7A	ILK
ZBTB7A	ISG20
ZBTB7A	JAK1
ZBTB7A	KIF2A
ZBTB7A	LAMP1
ZBTB7A	LPO
ZBTB7A	MAP4
ZBTB7A	MGAT5
ZBTB7A	MIP
ZBTB7A	FOXO4
ZBTB7A	NFKBIB
ZBTB7A	NINJ2
ZBTB7A	NOTCH3
ZBTB7A	OAZ2
ZBTB7A	PMAIP1
ZBTB7A	PPM1B
ZBTB7A	PRELP
ZBTB7A	PRKRIR
ZBTB7A	PSMC3
ZBTB7A	PTPRE
ZBTB7A	RARA
ZBTB7A	RARG
ZBTB7A	RASGRF2
ZBTB7A	RGS16
ZBTB7A	S100A2
ZBTB7A	SARS
ZBTB7A	SCN4B
ZBTB7A	SLC6A9
ZBTB7A	SLC20A1
ZBTB7A	SSB
ZBTB7A	SSFA2
ZBTB7A	STAT3
ZBTB7A	STAT5A
ZBTB7A	TCEB2
ZBTB7A	TERF2
ZBTB7A	NR2C1
ZBTB7A	TSHR
ZBTB7A	USP4
ZBTB7A	YY1
ZBTB7A	ZNF37A
ZBTB7A	ZNF239
ZBTB7A	CLPP
ZBTB7A	SYN3
ZBTB7A	PIP5K1A
ZBTB7A	CUL2
ZBTB7A	SOCS1
ZBTB7A	EIF3I
ZBTB7A	B4GALT2
ZBTB7A	TNFSF13
ZBTB7A	ADAM9
ZBTB7A	DYRK4
ZBTB7A	DLEU2
ZBTB7A	EIF2B4
ZBTB7A	TIMELESS
ZBTB7A	BTRC
ZBTB7A	ASH2L
ZBTB7A	CCPG1
ZBTB7A	STK17A
ZBTB7A	NREP
ZBTB7A	TRIP11
ZBTB7A	COX5A
ZBTB7A	NMT2
ZBTB7A	CHST2
ZBTB7A	SPTLC2
ZBTB7A	TECR
ZBTB7A	TMEM59
ZBTB7A	TP53I3
ZBTB7A	C14orf2
ZBTB7A	CHD1L
ZBTB7A	N4BP1
ZBTB7A	USP6NL
ZBTB7A	VPRBP
ZBTB7A	SNX17
ZBTB7A	AREL1
ZBTB7A	USP15
ZBTB7A	G3BP1
ZBTB7A	FARP1
ZBTB7A	TRIM13
ZBTB7A	COQ7
ZBTB7A	NPM3
ZBTB7A	CEPT1
ZBTB7A	PPIE
ZBTB7A	TAB1
ZBTB7A	NXF1
ZBTB7A	C1orf61
ZBTB7A	DDX17
ZBTB7A	HYOU1
ZBTB7A	ERLIN1
ZBTB7A	TXNIP
ZBTB7A	CCT6B
ZBTB7A	SRCAP
ZBTB7A	YIF1A
ZBTB7A	TXNL4A
ZBTB7A	LYPLA2
ZBTB7A	MGAT4A
ZBTB7A	EXOC3
ZBTB7A	RUFY3
ZBTB7A	SIRT2
ZBTB7A	EFR3B
ZBTB7A	STK38L
ZBTB7A	WDTC1
ZBTB7A	NCDN
ZBTB7A	METAP1
ZBTB7A	DTX4
ZBTB7A	RRP8
ZBTB7A	PPWD1
ZBTB7A	SIRT5
ZBTB7A	ABCB10
ZBTB7A	CLCF1
ZBTB7A	SIN3A
ZBTB7A	ACOT11
ZBTB7A	UBXN7
ZBTB7A	DCAF4
ZBTB7A	SENP3
ZBTB7A	TIMM13
ZBTB7A	BSCL2
ZBTB7A	AP3M1
ZBTB7A	VPS4A
ZBTB7A	ATAD2
ZBTB7A	DROSHA
ZBTB7A	COL5A3
ZBTB7A	CALY
ZBTB7A	FCF1
ZBTB7A	ZNF706
ZBTB7A	ANGPTL4
ZBTB7A	MRPL37
ZBTB7A	LCMT1
ZBTB7A	LARP7
ZBTB7A	SF3B6
ZBTB7A	TRAPPC2L
ZBTB7A	DCUN1D1
ZBTB7A	TRMT13
ZBTB7A	FAM193B
ZBTB7A	DDIT4
ZBTB7A	DYM
ZBTB7A	GATAD2A
ZBTB7A	BANP
ZBTB7A	C2orf42
ZBTB7A	IFT57
ZBTB7A	RPRD1A
ZBTB7A	TMEM143
ZBTB7A	TMA16
ZBTB7A	C5orf22
ZBTB7A	ZGRF1
ZBTB7A	GALNT10
ZBTB7A	CARKD
ZBTB7A	NUP133
ZBTB7A	DCP1A
ZBTB7A	RNF130
ZBTB7A	TMEM234
ZBTB7A	NDUFA4L2
ZBTB7A	PPP4R3B
ZBTB7A	RNF150
ZBTB7A	CASKIN2
ZBTB7A	HACE1
