geneA_genesym	geneB_genesym
COPS5	DDB2
COPS5	COPS7A
BTBD1	COPS5
BTBD2	COPS5
ATF7	CREB5
ATF2	CREB5
CREB5	JUND
CREB5	JUN
BACH1	CREB5
CLTCL1	CTSL1
CTSL1	CTSL3
CTSH	CTSL1
CCDC88A	CTSL1
CTSL1	CTSL2
DCXR	DEF6
DEF6	RCC2
DEF6	ZNF828
ADD2	DEF6
DEF6	TNRC6C
ARHGAP42	DEF6
DEF6	RBM45
DEF6	SMARCA1
BABAM1	DEF6
BRCC3	DEF6
DEF6	FAM175B
BRE	DEF6
ANKS1A	DEF6
DEF6	NFKB2
DEF6	PRKCQ
DEF6	HOMEZ
DEF6	GRID1
C1orf52	DEF6
DCAF16	DEF6
DHDDS	NUS1
DHDDS	FOXP4
ADAMTS4	FRAS1
ADAMTS4	BIRC6
ADAMTS4	BIRC2
ADAMTS4	DICER1
ADAMTS4	TUBA4A
ADAMTS4	TUBA1A
ADAMTS4	LOXL2
ADAMTS4	TRAF2
ADAMTS4	XIAP
ADAMTS4	TUBB3
ADAMTS4	RAD51L1
ADAMTS4	ATPBD4
ADAMTS4	KIAA0232
ADAMTS4	ITPA
ADAMTS4	MANBA
ADAMTS4	ATP2B2
ADAMTS4	RAD51C
ADAMTS4	TARBP2
ADAMTS4	TUBB1
ADAMTS4	MKS1
ADAMTS2	ADAMTS4
ANGPTL7	HSD17B8
ANGPTL7	EDEM3
ANGPTL7	TCP1
ANGPTL7	TXNDC11
ANGPTL7	CCT2
ANGPTL7	KBTBD7
ANGPTL7	EDEM2
ANGPTL7	CCT7
ANGPTL7	NMT1
ANGPTL7	GNB2
ANGPTL7	CCT6A
DCAF6	DNAJB1
DNAJB1	TTLL12
DNAJB1	DNAJB5
DNAJB1	GLB1
DNAJC1	RMND1
CORO1A	DNAJC1
DNAJC1	HLA-C
ELAVL2	POLR3H
ELAVL2	ZNF326
ELAVL2	YBX2
ELAVL2	ZC3H11A
ELAVL2	SAFB
ELAVL2	SAFB2
ELAVL2	IGF2BP3
ELAVL2	IGF2BP1
ELAVL2	IGF2BP2
ELAVL2	TFIP11
ELAVL2	FAM120A
CCDC9	ELAVL2
ELAVL2	SUGP2
ELAVL2	MKRN2
ELAVL2	HNRNPR
ELAVL2	SYNCRIP
ELAVL2	UPF1
DKC1	ELAVL2
ELAVL2	SRRM2
ELAVL2	STAU2
C17orf85	ELAVL2
ELAVL2	ZC3H18
ELAVL2	ZFR
ELAVL2	PABPC4L
ELAVL2	PABPC1
ELAVL2	PABPC4
ELAVL2	TROVE2
ELAVL2	RBMXL1
ELAVL2	RBMX
ELAVL2	ELAVL3
ALG13	ELAVL2
ELAVL2	PUM1
ELAVL2	PUM2
ELAVL2	MATR3
ELAVL2	HNRNPUL2
CRNKL1	ELAVL2
CWF19L1	ELAVL2
CDC5L	ELAVL2
ELAVL2	RBM45
ACIN1	ELAVL2
ELAVL2	RBM22
C2orf3	ELAVL2
ELAVL2	ZCCHC3
ELAVL2	HNRNPC
ELAVL2	HNRNPCL1
ELAVL2	MOV10
ELAVL2	LARP1
ELAVL2	LARP1B
ELAVL2	SRSF1
ELAVL2	RNPS1
ELAVL2	GTPBP3
ELAVL2	PHAX
ELAVL2	SNW1
ELAVL2	PAIP2B
ELAVL2	SRRT
ELAVL2	ILF2
CWF19L2	ELAVL2
CDC40	ELAVL2
ATXN2	ELAVL2
CCDC12	ELAVL2
DGCR14	ELAVL2
APOBEC3B	ELAVL2
APOBEC3F	ELAVL2
ELAVL2	ISY1
ELAVL2	PNN
ELAVL2	ZC3H14
AQR	ELAVL2
ELAVL2	XAB2
ELAVL2	RALY
CLK3	ELAVL2
ELAVL2	PAIP1
CASC3	ELAVL2
ELAVL2	YTHDC1
ELAVL2	RBMS2
ELAVL2	SYF2
ELAVL2	HNRNPL
CDKN2AIP	ELAVL2
ELAVL2	SUPV3L1
ELAVL2	PPIE
ELAVL2	IREB2
ELAVL2	PRKRA
ELAVL2	TRA2B
CLK2	ELAVL2
ELAVL2	ZNF346
ELAVL2	SRSF8
ELAVL2	SRSF10
DUSP3	ERLIN1
C6orf120	ERLIN1
ALDH16A1	FAM117B
DYRK1B	FAM117B
DYRK1A	FAM117B
FAM117B	TNKS2
FAM117B	TNKS
DYNLL1	FAM117B
FAM117B	PNMA2
FAM117B	GAPDHS
FAM117B	NRBP1
FAM117B	TSC22D3
FAM117B	TSC22D2
FAM117B	IMMP1L
FAM117B	FNTB
FAM117B	FNTA
FLCN	PGK2
FLCN	ZNF609
AGAP1	FLCN
AGAP3	FLCN
BANP	FLCN
FAM120B	FLCN
C11orf31	GHITM
CCNB2	GHITM
GHITM	MFN2
FAM54B	GHITM
ANKLE2	GHITM
GHITM	GK
GHITM	SGK196
GHITM	NT5C3
GHITM	SARM1
FAM162A	GHITM
GHITM	PTPN1
C12orf73	GHITM
CTH	GHITM
GHITM	SLTM
CCT4	GNB2
GNB2	PFDN4
ANXA1	GNB2
CCT3	GNB2
CCT6B	GNB2
CCT6A	GNB2
GNB2	PFDN1
CCT2	GNB2
GNAS	GNB2
GNB2	TCP1
GNB2	VBP1
GNB2	PFDN5
GNB2	PFDN6
GNB2	PDCL
GNB2	GNG5
GNB2	TARDBP
C10orf58	HLA-G
HLA-F	HLA-G
HLA-C	HLA-G
HLA-B	HLA-G
HLA-G	LOC100507680
HLA-E	HLA-G
HLA-A	HLA-G
ANXA2	S100A10
AHNAK2	ANXA2
ANXA2	KLHDC5
ANXA13	ANXA2
HMGCL	HMGCLL1
HMGCLL1	VPS13C
HOXC10	SNX15
HOXC10	MAPK9
HOXC10	TRMU
HOXC10	MAPK14
HERC2	HSDL2
HSDL2	MIPEP
HSDL2	NIPSNAP3A
HSDL2	NEURL4
GSN	LSP1
LSP1	MYO1D
LSP1	TMOD1
LSP1	TMOD2
ACTB	LSP1
ACTBL2	LSP1
LSP1	MYO1B
LSP1	ZMYM6
CAPN2	LSP1
LIMA1	LSP1
BTRC	LSP1
FBXW11	LSP1
LSP1	PLEKHG3
LSP1	SCIN
GLB1L2	MPPE1
HSPA5	MPPE1
CANX	MPPE1
ALG9	MPPE1
IMPAD1	MPPE1
CCPG1	MPPE1
MPPE1	PLXNB2
EXT1	MPPE1
ATF6B	MPPE1
MPPE1	TMEM214
FUT8	MPPE1
MPPE1	SPPL2B
MPPE1	POMT2
MPPE1	TMEM186
LMF2	MPPE1
MPPE1	PBXIP1
MPPE1	POMT1
MPPE1	MR1
MPPE1	SUSD1
EDEM1	MPPE1
EXTL3	MPPE1
MPPE1	PLXNA2
GALNT12	MPPE1
GALNT4	MPPE1
FAM69A	MPPE1
ADAM10	MPPE1
GALNT7	MPPE1
C6orf72	MPPE1
FZD2	MPPE1
MPPE1	TMEM59L
MPPE1	TMBIM6
GPC4	MPPE1
CNTNAP3B	MPPE1
ICAM4	MPPE1
MPPE1	UGT8
MPPE1	SUN2
MPPE1	UGT3A2
LRRC3	MPPE1
MPPE1	TMEM192
LRP12	MPPE1
MPPE1	TMEM39A
CHST12	MPPE1
CSGALNACT2	MPPE1
ABCA3	MPPE1
GYLTL1B	MPPE1
AMIGO1	MPPE1
MPPE1	SEMA6A
MPPE1	USP30
ERMP1	MPPE1
DHFRL1	MPPE1
MPPE1	PIGB
HTATIP2	MPPE1
MPPE1	SUN1
B4GALT7	MPPE1
BACE2	MPPE1
CGRRF1	MPPE1
FAM55C	MPPE1
ALG12	MPPE1
FAM189B	MPPE1
MPPE1	TXNDC15
LOC100294276	MPPE1
BTN2A2	MPPE1
CMTM4	MPPE1
GAS6	MPPE1
LRFN3	MPPE1
MPPE1	UXS1
ECEL1	MPPE1
FKRP	MPPE1
HYAL2	MPPE1
MPPE1	TMEM132A
MTHFD2	MTHFD2L
ACADL	MTHFD2
MTHFD2	UBP1
MTHFD2	TFCP2
HRAS	MTHFD2
ARID1B	NAGK
ERCC6L	NAGK
HOXB9	NAGK
CNN2	NAGK
MCM5	NAGK
MCM3	NAGK
NAGK	ZBTB43
NAGK	PPIL2
HNRNPH1	NAGK
NAGK	RAI1
NAGK	PRRC2B
NAGK	SF1
HOXB6	NAGK
NAGK	RBM6
NAGK	PATL1
NAGK	XRN1
KIAA0528	NAGK
NAGK	YLPM1
NAGK	PIGA
NAGK	SETD5
NAGK	SCAF8
BCR	NAGK
NAGK	TERF1
NAGK	ZIC2
NAGK	PPIL4
GAPDHS	NCAPD3
ACTBL2	NCAPD3
HIST1H1C	NCAPD3
NCAPD3	PPP2R1B
NCAPD3	PPP2R1A
NCAPD3	PPP2R2D
NCAPD3	PPP2CA
BIN1	NCAPD3
NDE1	NDEL1
DISC1	NDEL1
KTN1	NDEL1
DIXDC1	NDEL1
NDEL1	UTRN
KIF20B	NDEL1
NDEL1	PRPF19
CCDC18	NDEL1
GRIPAP1	NDEL1
KIAA0802	NDEL1
CLPX	NDEL1
KIAA1598	NDEL1
CEP135	NDEL1
NDEL1	NUP54
FAM190B	NDEL1
NDEL1	PAFAH1B1
NDEL1	SNTA1
NDEL1	SNTB2
NDEL1	SNTB1
FAM190A	NDEL1
NDEL1	TRIM7
NDEL1	TRIM27
NDEL1	ZNF445
BCAS2	NDEL1
NDEL1	OFD1
ANKRD26	NDEL1
FBXW5	NDEL1
CCHCR1	NDEL1
NDEL1	RPS6KA3
EVI5	NDEL1
NDEL1	TRIOBP
ANXA9	TRIM69
KLHL25	PCGF2
PCGF2	PHC1
CBX6	PCGF2
CBX7	PCGF2
BCORL1	PCGF2
CBX2	PCGF2
PCGF2	PHC3
PCGF2	PHC2
PCGF2	TPM2
LTV1	PCGF2
GOPC	PCGF2
PCGF2	RYBP
CBX4	PCGF2
CBX8	PCGF2
PCGF2	PDP1
BMI1	PCGF2
PCGF2	RNF2
PCGF2	RING1
NFS1	PCGF2
PCGF2	SCMH1
LANCL2	PCGF2
ENDOG	PCGF2
PCGF2	SCML1
HSP90AA1	PDIK1L
HSP90AB1	PDIK1L
HSP90AB4P	PDIK1L
HSP90AA5P	PDIK1L
CDC37	PDIK1L
CTDSPL2	PDIK1L
FKBP5	PDIK1L
C1orf174	PDIK1L
PDIK1L	SRC
POLR1C	POLR3H
POLR1C	RPAP1
POLR1C	POLR1E
POLR1B	POLR1C
POLR1A	POLR1C
POLR1C	POLR3A
POLR1C	POLR3E
POLR1C	POLR3C
POLR1C	POLR3B
CRCP	POLR1C
POLR1C	POLR3D
POLR1C	RRN3
POLR1C	TRMT61B
POLR1C	POLR2J
POLR1C	POLR3G
POLR1C	POLR3F
CD3EAP	POLR1C
POLR1C	POLR2L
POLR1C	POLR1D
POLR1C	POLR3K
QKI	SYNCRIP
QKI	RBMX
ATE1	QKI
QKI	RBFOX2
RBFA	ZZEF1
RBFA	ZNF638
HECTD3	RBFA
METTL15	RBFA
RBFA	SIRT1
RBFA	TRIM69
KBTBD7	RBFA
KBTBD6	RBFA
ATP13A1	ZYG11B
ATP13A1	VCPIP1
ATAD5	RFC5
RFC1	RFC5
RFC4	RFC5
RFC3	RFC5
RFC2	RFC5
RAD17	RFC5
DSCC1	RFC5
CHTF18	RFC5
CHTF8	RFC5
RB1	RFC5
CSNK2A2	RNF113A
CSNK2A1	RNF113A
C9orf41	RNF113A
AASDH	RNF113A
HSPD1	RPUSD3
ANXA1	RPUSD3
RPUSD3	YARS2
ATPAF1	RPUSD3
LRP1	RPUSD3
C2orf56	RPUSD3
GLB1	SFXN5
ACTB	SFXN5
CTSA	SFXN5
SFXN5	SLC6A15
LAMP2	SFXN5
SH3D19	SH3YL1
PIK3C2B	SH3YL1
HSPD1	SLC25A43
NDEL1	SLC25A43
C10orf47	SLC25A43
NT5C2	SNX15
HSPA8	SSH3
KDM5C	SSH3
SSH3	YBEY
HERC1	SSH3
KIAA0232	SSH3
C7orf55	SSH3
PSME3	SSH3
ANGEL1	SSH3
MKS1	SSH3
POLA2	SSH3
JMJD4	SSH3
SLC39A11	ST3GAL1
ATP2B2	ST3GAL1
METTL9	ST3GAL1
ITGAV	ST3GAL1
GOLPH3	ST3GAL1
ST3GAL1	UBE2J1
RMND1	ST3GAL1
ANKRD46	ST3GAL1
SLC30A7	ST3GAL1
ASPHD2	ST3GAL1
LMBR1	ST3GAL1
C6orf120	ST3GAL1
GPR89C	ST3GAL1
B4GALT4	HSPA5
B4GALT4	NGLY1
B4GALT4	SDF2L1
B4GALT4	ITGA6
B4GALT4	CBWD3
B4GALT4	STRN3
GATAD2B	TCF19
MBD3	TCF19
MTA2	TCF19
MTA1	TCF19
MTA3	TCF19
LIN9	TCF19
E2F6	TCF19
SIN3A	TFAP4
ADAMTS4	TFAP4
CABIN1	TFAP4
HIRA	TFAP4
TFAP4	WDR45L
CTC1	TFAP4
ARRB2	TFAP4
ANGPTL7	TFAP4
FOXK2	TFAP4
FOXK1	TFAP4
FBXW11	TFAP4
BTRC	TFAP4
ATF1	TFAP4
GNB4	TFAP4
TFAP4	UBN2
TFAP4	TRIB2
OBFC1	TFAP4
KCTD2	TFAP4
HSPD1	TFB1M
DCAF8	TFB1M
ITCH	TMEM66
TMEM66	WWP1
ACAD11	TMOD4
MYO9B	TMOD4
MYO9A	TMOD4
HSP90AA4P	TMOD4
FLII	TMOD4
LRRFIP1	TMOD4
LRRFIP2	TMOD4
MYO5A	TMOD4
MYO5C	TMOD4
KANK2	TMOD4
HAUS5	TMOD4
CSRP2BP	TMOD4
FECH	TMOD4
ALAS1	TMOD4
FAM54A	TMOD4
TMOD4	WHSC2
GIT1	TMOD4
GIT2	TMOD4
RQCD1	TOB1
CNOT1	TOB1
CNOT3	TOB1
CNOT10	TOB1
RAVER1	TOB1
TNKS1BP1	TOB1
ATE1	TOB1
CNOT2	TOB1
RNF219	TOB1
CNOT6L	TOB1
CNOT6	TOB1
CNOT8	TOB1
C2orf29	TOB1
FHL2	TOB1
HSPD1	TRIB2
STK40	TRIB2
BDH2	TRIB2
POTEF	TRIB2
RPTOR	TRIB2
TRIB1	TRIB2
TRIB2	UBE2E1
KIAA1217	TRIB2
RFWD2	TRIB2
ISCA1	TRIB2
GSTA4	TRIB2
DET1	TRIB2
KCTD21	TRIB2
POTEF	TRIM69
BLOC1S2	TRIM69
RRM1	TRIM69
DTNBP1	TRIM69
MUTED	TRIM69
TRIM4	TRIM69
SNAPIN	TRIM69
LGALS3BP	TUBGCP4
ATP5H	ZFYVE27
ATP5B	ZFYVE27
PSMD11	ZFYVE27
ATP5A1	ZFYVE27
GOLGA5	ZFYVE27
VAPA	ZFYVE27
SYNGR2	ZFYVE27
PLXDC2	ZFYVE27
ATP5C1	ZFYVE27
ATP5F1	ZFYVE27
APOB	ZFYVE27
SLC7A2	ZFYVE27
MOSPD2	ZFYVE27
ATP8	ZFYVE27
SLC19A2	ZFYVE27
RAB2A	ZFYVE27
SDCCAG3	ZFYVE27
TMEM184B	ZFYVE27
ACP2	ZFYVE27
ZFAND2B	ZFYVE27
B4GALT6	MAN2A2
HSPA8	ZNF488
CAMK2G	ZNF488
GOPC	ZNF488
USO1	ZNF488
CTH	ZNF488
C10orf47	STK25
C10orf47	MST4
C10orf47	STK24
C10orf47	TYMS
C10orf47	PDCD10
C10orf47	IPO4
C10orf47	WHSC2
C10orf47	RDH13
C10orf47	PHF1
C10orf47	KIAA0564
C10orf47	OBSL1
BCAT1	C10orf47
C10orf47	GRPEL1
C10orf47	CTU2
C10orf47	MTHFD2L
C10orf47	TYK2
C10orf47	KPTN
C10orf47	GNPAT
C10orf47	DHPS
C10orf47	CSNK1G3
C10orf47	ITFG2
ANK3	C10orf47
C10orf47	SNX27
C10orf47	INPP5K
C10orf47	GTPBP2
C10orf47	CDKN2C
C20orf72	WDHD1
C20orf72	FKBP4
C20orf72	TRIM45
C20orf72	ECSIT
C20orf72	MIPEP
C20orf72	POLG
C20orf72	LUZP1
C20orf72	THNSL1
BDH2	CCDC104
CCDC104	SNTB2
CCDC104	OSBPL9
ARL2	CCDC104
CCDC104	KCTD10
CCDC33	PRMT5
CCDC33	CENPF
ADAMTS4	CCDC33
CCDC33	UBE2O
CCDC33	UBASH3B
CCDC82	IGKC
ALB	CCDC82
CCDC82	TRIM29
CCDC82	SERPINB5
CALML3	CCDC82
CCDC82	TF
CCDC82	PKP1
CCDC82	PKP3
CCDC82	LY6G6C
CCDC82	TOMM34
CCDC97	SF3B3
CCDC97	SF3B1
CCDC97	SF3B2
CCDC97	PIP5K1A
CCDC97	SF3A1
CCDC97	JUN
CCDC97	SF3A3
CCDC97	SF3B4
CCDC97	TTC33
CCDC97	SF3B14
CCDC97	PAXIP1
CCDC97	SF3A2
ATF1	CCDC97
CCDC97	SF3B5
CCDC97	ZRSR2
CCDC97	CIZ1
ACAD11	CD2BP2
CD2BP2	SNRNP40
CD2BP2	PRPF6
CD2BP2	SNRNP200
CD2BP2	PRPF8
CD2BP2	EFTUD2
CD2BP2	OBSL1
CD2BP2	NAA30
CD2BP2	TRAF7
CD2BP2	SNRPD2
CD2BP2	TXNL4A
CD2BP2	SNRPD1
CD2BP2	SNRPB
CD2BP2	KLHL36
CD2BP2	DHX38
CD2BP2	ZNHIT2
CDCP1	LRFN1
CDCP1	CLSTN1
CDCP1	LEPR
CDCP1	VWA1
CDCP1	MAN1A1
CCT7	DCAF7
CCT3	DCAF7
DCAF7	PCGF3
CBX6	DCAF7
DCAF7	DIAPH1
CCT6A	DCAF7
DCAF7	DYRK1B
DCAF7	DYRK1A
DCAF7	TCP1
DCAF7	SMARCAL1
DCAF7	RNF169
CCT4	DCAF7
CCT5	DCAF7
AUTS2	DCAF7
DCAF7	RAD54L2
DCAF7	ZNF703
DCAF7	ZNF503
DCAF7	FBRS
CSNK2A2	DCAF7
CCT2	DCAF7
DCAF7	FBRSL1
ANKRD57	DCAF7
CSNK2A1	DCAF7
DCAF7	FAM53C
ANKRD43	DCAF7
DCAF7	FNTB
DCAF7	ERF
DCAF7	RYBP
DCAF7	TROAP
ABHD5	TMEM66
ABHD5	ZNF259
ABHD5	HMOX2
ABHD5	NRAS
ABHD5	TRIM59
ABHD5	SKAP2
ABHD5	TMEM38B
ABHD5	KDM4A
DKK3	HSPD1
DKK3	UBA52
DKK3	MYO9B
DKK3	MYO1B
ASPM	DKK3
DKK3	MYO1D
DKK3	GLG1
ATAD3C	DKK3
DKK3	RPS3
DKK3	MYO5C
DKK3	MYO5B
DKK3	MYO5A
ATP5H	DKK3
DKK3	GOLGA2
DKK3	SREBF2
DKK3	GORASP1
ADAMTS1	DKK3
DKK3	STX5
DKK3	SENP5
DKK3	SLC25A5
DKK3	SLC25A6
DKK3	LONP2
ALMS1	DKK3
DKK3	MAP7D1
AZI1	DKK3
DKK3	SLC25A16
DKK3	GFPT2
ATP5F1	DKK3
ATP5O	DKK3
DKK3	LAMA5
DKK3	IFFO1
ATP8	DKK3
ABCB10	DKK3
DKK3	GOSR2
DKK3	GDF11
DKK3	TTF2
DKK3	PCM1
CHST12	DKK3
DKK3	MRPS12
DKK3	SULF2
DKK3	TIMP3
DKK3	SMOC1
DKK3	TNIP2
DKK3	GSK3B
DKK3	NME4
DKK3	PCOLCE2
DKK3	INHBE
DKK3	DNAJC30
ARMCX4	DPAGT1
DYNC2H1	DYNC2LI1
DYNC2LI1	TTC19
DYNC2LI1	LAMP2
DYNC2LI1	PCYOX1
DYNC2LI1	TTC3
EIF2B1	EIF2B2
EIF2B2	UBA52
EIF2B2	UBB
EIF2B2	EIF2B5
EIF2B2	EIF2B4
EIF2B2	EIF2B3
EIF2B2	EXOG
EIF2B2	ENPP1
EIF2B2	GOLM1
EIF2B2	SLC27A2
EIF2B2	KIAA1919
EIF2B2	VAMP3
B3GALNT2	EIF2B2
EIF2B2	SLC10A7
EIF4G1	EMILIN1
EMILIN1	NUP214
EMILIN1	PPFIA3
EMILIN1	MAP3K7
EMILIN1	RRBP1
EMILIN1	TAX1BP1
EMILIN1	HOMER1
EMILIN1	UBXN1
EMILIN1	TAB1
CCDC18	EMILIN1
CEP170	EMILIN1
EMILIN1	RDH13
EMILIN1	SPC24
EMILIN1	NFRKB
EMILIN1	FBXO28
EMILIN1	RPL23
DNAJC12	EMILIN1
C2orf44	EMILIN1
DDHD2	EMILIN1
EMILIN1	MTPAP
EMILIN1	TAB2
EMILIN1	SPAG5
ARRB2	EMILIN1
EMILIN1	PDLIM5
EMILIN1	TRAF6
EMILIN1	METTL15
EMILIN1	FBXO46
EMILIN1	ODF2L
EMILIN1	ZMYM6
EMILIN1	RPUSD3
EMILIN1	FDXR
EMILIN1	TAB3
C1orf103	EMILIN1
EMILIN1	TNIP2
EMILIN1	TRMT61A
DECR1	FAM118B
EPHA4	FAM118B
EPHA3	FAM118B
FAM118B	KCNJ6
FAM118B	LAMP2
COPG	FGFRL1
FGFRL1	VPRBP
CLTCL1	FGFRL1
FGFRL1	ZZEF1
FGFRL1	LRP2
FGFRL1	TERF2
BACH1	FGFRL1
FGFRL1	PPP1R15B
ANGEL1	FGFRL1
FGFRL1	KIAA0232
FGFRL1	UBE2O
CELSR2	FGFRL1
FKBPL	RBCK1
FKBPL	PLS1
FKBPL	NADSYN1
BRAF	FKBPL
C10orf137	FKBPL
FKBPL	RNF31
CSNK1E	FKBPL
CTU1	FKBPL
CORO1A	FOXA3
FOXA3	KHDRBS2
FOXA3	ST3GAL2
ATP12A	FPR2
FPR2	LMBRD2
ATP2B4	FPR2
ATP2B2	FPR2
ATP2B3	FPR2
FPR2	RTN4
FPR2	RRAGC
FPR2	SYNGR2
ATP5B	FPR2
FPR2	TTYH3
FPR2	PDXDC1
FPR2	REEP5
FPR2	SLC30A5
FPR2	GK
FPR2	SLC35B2
FPR2	NCLN
FPR2	NOMO1
FPR2	NOMO3
ELOVL2	FPR2
FPR2	HSDL1
FPR2	SLC29A1
FPR2	NIPA2
FPR2	MOSPD2
FPR2	PIGN
FITM2	FPR2
FPR2	SLC39A1
C4orf32	FPR2
FPR2	RMND1
FPR2	SLC7A2
FPR2	GPR89A
FPR2	GPR155
ALG10	FPR2
FNDC3A	FPR2
FPR2	MZT2B
FPR2	PTPLB
FPR2	SLC30A6
FPR2	RTN2
FPR2	SLC19A2
FPR2	RRAGB
FPR2	SLC35F2
FPR2	LRRC8C
FPR2	FUNDC2
CHPT1	FPR2
FPR2	TRIM4
FPR2	SLC38A9
ARL6IP5	FPR2
ATP8	FPR2
DYM	FPR2
FPR2	TUBGCP4
FPR2	TMEM208
FPR2	LASS6
FPR2	LASS5
CAMLG	FPR2
FPR2	LMBR1
CCDC132	FPR2
ATP9A	FPR2
ATL2	FPR2
FPR2	TMEM184B
FPR2	XPO6
C6orf47	FPR2
ARL6IP1	FPR2
FPR2	MFSD8
FPR2	PXMP2
FPR2	REEP6
C9orf5	FPR2
ARAP1	FPR2
FPR2	ND4
DOLK	FPR2
FPR2	TMEM161B
FPR2	MFSD5
FPR2	REEP4
ASNA1	ZNF579
ASNA1	NUDT9
ASNA1	WRB
ASNA1	ASPSCR1
GPD1	GPD1L
GPD1	IDH3B
GPD1	NMD3
GPR21	UBB
GPR21	MBOAT7
GPR21	SLC12A9
ATP5B	GPR21
GPR21	NDUFAF1
GPR21	LPHN1
GPR21	SLC4A2
GPR21	SLC15A4
GPR21	PTRH2
GPR21	ZDHHC5
GPR21	HSDL1
ELOVL2	GPR21
CTAGE5	GPR21
GPR21	SLC29A1
GPR21	SGK196
GPR21	ZMPSTE24
GPR21	SLC12A4
GPR21	SLC12A6
ATP11C	GPR21
GPR21	PIGN
FITM2	GPR21
GPR21	PTPN1
ATP5F1	GPR21
ERMP1	GPR21
GPR21	VEZT
C19orf6	GPR21
GPR21	GPR89A
FZD2	GPR21
GPR21	SLC6A6
GPR21	SIDT2
GPR21	RHBDD3
GPR21	SLC12A7
GPR21	LPAR1
EBP	GPR21
CNNM1	GPR21
GPR21	SLC47A1
GPR21	TMEM63B
GPR21	ZDHHC9
GPR21	SLC19A2
ATP5L	GPR21
GJA1	GPR21
ANO6	GPR21
GPR21	S1PR5
ATP8	GPR21
GPR21	TCEA1
EDA	GPR21
GPR21	TMEM56
GPR21	TXNDC15
GPR21	LASS6
GPR21	OTUD6A
GPR21	LMBR1
GPR21	TMEM179B
FZD5	GPR21
GPR21	KCNJ8
GPR21	ST7
GPR21	TOMM34
GPR21	MARCH6
GPR21	TMEM184B
GPR21	LCLAT1
GPR21	LGR4
FAM189B	GPR21
FAM134C	GPR21
FADS1	GPR21
GPR21	TMEM164
GPR21	TSPAN3
DGAT1	GPR21
BTN2A2	GPR21
GPR21	TMEM120B
FZD3	GPR21
GPR21	MFSD8
ADCY9	GPR21
GP1BB	GPR21
ATF4	TBC1D25
HAO2	UBB
HAO2	STIP1
EIF4G3	HAO2
HAO2	HSPA8
HAO2	RBPMS
HAO2	RBPMS2
HAO2	KIAA0182
HAO2	PM20D2
HAO2	MIA3
BCOR	HAO2
HAO2	SMG6
HAO2	TNIP1
HAO2	PPFIBP1
CTAGE5	HAO2
HAO2	SF1
HAO2	ZNF703
HAO2	PPM1A
HAO2	TBL1XR1
HAO2	TBL1X
HAO2	WNK1
HAO2	TRIM33
HAO2	UBAP2
ASPSCR1	HAO2
CYHR1	HAO2
CCT4	HDAC11
ATG2B	HDAC11
CCT3	HDAC11
HDAC11	TFIP11
CCT2	HDAC11
HDAC11	RSRC1
C2orf3	HDAC11
CCT6A	HDAC11
AMD1	HDAC11
HDAC11	KIAA0664
CALCOCO2	HDAC11
C16orf62	HDAC11
GCFC1	HDAC11
HDAC11	SCYL3
HDAC11	WDR45
HDAC11	MTMR3
HDAC11	OSBPL3
ADD3	HDAC11
GFAP	HEATR1
HEATR1	TSPYL6
HEATR1	SLC27A2
HEATR1	SELENBP1
DUSP14	HEATR1
HEATR1	LRRC15
HELLS	RCBTB2
FYCO1	HIF1AN
ANK2	HIF1AN
ANK3	HIF1AN
HIF1AN	UBE3A
ANKFY1	HIF1AN
HIF1AN	OSBPL1A
HIF1AN	USP24
HIF1AN	NOTCH3
HIF1AN	TNKS2
HIF1AN	TNKS
HIF1AN	TXLNG
APBA3	HIF1AN
HIF1AN	RNASEL
ANKS1A	HIF1AN
HIF1AN	RPRD2
HIF1AN	ZFP36L2
ANKRD52	HIF1AN
HIF1AN	RIPK4
ANKRD27	HIF1AN
HIF1AN	PIP4K2B
FBF1	HIF1AN
HECTD1	HIF1AN
C2orf44	HIF1AN
HIF1AN	OTUD7B
GMDS	HIF1AN
HIF1AN	PIP4K2C
HIF1AN	TXLNA
HIF1AN	OTUB1
HIF1AN	KIAA1804
HIF1AN	NFKBIB
HIF1AN	TBK1
CASKIN1	HIF1AN
HIF1AN	REL
HIF1AN	OSBPL3
HIF1AN	MLLT4
HIF1AN	NFKB2
EIF4ENIF1	HIF1AN
HDAC1	HMG20A
HDAC2	HMG20A
HMG20A	KDM1A
HMG20A	KIAA0182
HMG20A	PHF21A
HMG20A	ZC4H2
DTNA	HMG20A
HMG20A	SNTA1
HMG20A	SNTB2
HMG20A	SNTB1
HMG20A	HMMR
HMG20A	RCOR2
HMG20A	RCOR3
HMG20A	RCOR1
HMG20A	PAWR
CCDC41	HMG20A
HMG20A	PHF14
HMG20A	SFMBT1
INHBE	MYO1F
HSPA5	INHBE
FAM169A	INHBE
INHBE	PRMT7
ANKRD46	INHBE
INHBE	VHL
ATP6V0D1	UBB
ATP6V0D1	TCIRG1
ATP6V0A1	ATP6V0D1
ATP6V0A2	ATP6V0D1
ATP6V0D1	VMA21
ATP6V0D1	SLC27A6
ATP6V0D1	USP4
ACSL4	ATP6V0D1
ATP6V0D1	KIAA2013
ATP6V0D1	INPPL1
ATP6AP2	ATP6V0D1
ATP6V0D1	RDH13
ATP6V0D1	SLC27A2
ATP6V0D1	ENPP1
ATP6V0D1	B3GNT2
ATP6V0D1	ATP6V1D
