Gene	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D1	TCGA-A2-A0D2	TCGA-A2-A0EQ	TCGA-A2-A0EV	TCGA-A2-A0EX	TCGA-A2-A0EY	TCGA-A2-A0SX	TCGA-A2-A0T1	TCGA-A2-A0T3	TCGA-A2-A0T6	TCGA-A2-A0T7	TCGA-A2-A0YC	TCGA-A2-A0YD	TCGA-A2-A0YF	TCGA-A2-A0YG	TCGA-A2-A0YI	TCGA-A2-A0YL	TCGA-A2-A0YM	TCGA-A7-A0CD	TCGA-A7-A0CE	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A8-A06N	TCGA-A8-A06Z	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A08G	TCGA-A8-A08Z	TCGA-A8-A09G	TCGA-A8-A09I	TCGA-AN-A04A	TCGA-AN-A0AJ	TCGA-AN-A0AL	TCGA-AN-A0AM	TCGA-AN-A0AS	TCGA-AN-A0FK	TCGA-AN-A0FL	TCGA-AO-A03O	TCGA-AO-A0J6	TCGA-AO-A0J9	TCGA-AO-A0JC	TCGA-AO-A0JE	TCGA-AO-A0JJ	TCGA-AO-A0JL	TCGA-AO-A0JM	TCGA-AO-A126	TCGA-AO-A12B	TCGA-AO-A12D	TCGA-AO-A12E	TCGA-AO-A12F	TCGA-AR-A0TR	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TX	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-AR-A1AP	TCGA-AR-A1AQ	TCGA-AR-A1AS	TCGA-AR-A1AV	TCGA-AR-A1AW	TCGA-BH-A0AV	TCGA-BH-A0BV	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C1	TCGA-BH-A0C7	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0E0	TCGA-BH-A0E1	TCGA-BH-A0E9	TCGA-BH-A0EE	TCGA-BH-A0HK	TCGA-BH-A0HP	TCGA-BH-A18N	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18U	TCGA-BH-A18V	TCGA-C8-A12L	TCGA-C8-A12P	TCGA-C8-A12Q	TCGA-C8-A12T	TCGA-C8-A12U	TCGA-C8-A12V	TCGA-C8-A12W	TCGA-C8-A12Z	TCGA-C8-A130	TCGA-C8-A131	TCGA-C8-A134	TCGA-C8-A135	TCGA-C8-A138	TCGA-D8-A13Y	TCGA-D8-A142	TCGA-E2-A10A	TCGA-E2-A150	TCGA-E2-A154	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A15A
NAT1	0.163328	-0.450451	-2.49705	-1.41499	1.94395	4.74346	3.59871	4.47346	-0.175357	1.4256	1.98313	5.06614	2.98594	6.88334	6.64287	6.5374	6.90174	6.56667	4.13126	-1.14423	5.07622	0.52131	4.2165	5.84388	-0.352263	6.69598	5.17697	5.55191	1.49745	2.89041	0.586603	6.73611	5.14477	2.57071	1.10845	0.851907	0.198956	7.72754	0.311004	4.77732	0.190223	4.81562	3.87772	2.63501	4.87468	0.868866	5.30256	1.70938	2.63948	1.08961	6.79723	-0.815948	7.24855	4.41472	2.14819	1.93713	0.818297	2.57285	4.42342	-0.626164	4.0396	7.39416	4.28868	-1.40271	3.73532	3.10366	5.30978	5.99094	6.36812	7.342	4.35249	-1.18165	7.7092	5.98823	1.94772	5.71498	3.11801	3.67214	0.541515	1.70298	10.6956	0.124121	2.23237	0.520881	1.59135	5.69501	5.27831	1.65582	2.22795	2.20515	4.8117	0.98536	-0.315522	0.969874	4.5801	1.9709	0.295629	5.6045	-0.998797	7.33293	-0.45233	1.85133	5.20702
SERPINA3	-4.77178	-0.756723	-7.30829	-0.411319	-5.78628	0.168048	-1.27216	-2.55626	-2.49118	-2.35034	-2.7596	-4.43709	-1.31765	-0.305544	-1.47607	-0.361582	-2.23033	0.380902	-0.882697	-1.36929	-2.98855	-0.958609	-0.0605346	0.0963532	-0.855943	0.100437	-3.22113	-0.157971	-1.70052	-4.12796	-6.80128	-0.365267	-0.744899	-2.35043	2.69852	-1.96745	-2.40002	-0.260892	-1.31337	-0.99341	-0.427612	-1.19224	-4.67048	-1.70547	-2.05613	-6.16121	-4.10749	-1.5797	-0.861485	-5.6667	0.338439	-4.84449	-0.965587	-5.61535	0.194939	-6.00859	-2.74229	-1.13336	-0.692082	-4.3695	-1.15131	0.262218	-1.66103	-0.60873	1.95836	-3.29405	-1.52892	-1.38605	-0.675053	3.00111	-2.43282	-4.3313	-0.136685	1.20967	-2.11244	-7.19647	-1.12772	0.773537	-2.91636	-5.21028	-2.08184	-3.35599	-1.54652	-2.25938	-3.45783	-1.63569	-1.24553	-1.13436	-2.92105	-1.76206	-3.56081	-3.1612	-1.34947	-3.49796	-3.01781	-6.37467	-5.42139	-2.80834	-0.59326	0.836828	-2.92432	-5.8811	-1.81101
AANAT	-2.21549	-4.34407	-4.23743	-3.16246	-5.30039	-4.73149	-5.42893	-4.21721	-3.67514	-4.31389	-3.96176	-5.27312	-4.48383	-5.30346	-4.55496	-4.77454	-6.10199	-4.70811	-4.51228	-5.65598	-7.31001	-4.32357	-4.86004	-5.9096	-3.83881	-5.2282	-5.32019	-4.38828	-2.41017	-6.10149	-7.31538	-5.56307	-7.27023	-5.00204	-4.32469	-2.67795	-4.97556	-7.0134	-4.84984	-4.65726	-1.54211	-6.2913	-1.27769	-6.97446	-4.96255	-4.67531	-4.84398	-5.46304	-4.46305	-3.95841	-3.13231	-3.07849	-4.28704	-3.71441	-4.66966	-3.93773	-3.67143	-4.70058	-5.68192	-3.66121	-4.64269	-4.68929	-2.7601	-5.26238	-5.87542	-3.46023	-2.62799	-7.08998	-5.8426	-6.96007	-6.85381	-4.58786	-4.78961	-4.96621	-1.51462	-4.50472	-7.19641	-4.54554	-4.75239	-2.60891	-6.0878	-0.459813	-3.54605	-4.38388	-5.29386	-6.90468	-0.831189	-3.05654	-4.75708	-5.24938	-3.28136	-5.76277	-2.43582	-6.81941	-6.70184	-4.30381	-5.52046	-4.49237	-3.87555	-6.50382	-3.67943	-3.39521	-4.158
ABL1	3.92822	4.08416	3.84078	3.91028	4.4841	4.12094	4.09735	5.03913	4.03346	4.69746	4.67527	4.42637	4.53447	4.22917	4.49851	3.50879	4.83879	4.52605	4.44454	4.96689	4.08659	3.96257	3.9706	3.6969	3.68881	3.13002	4.25546	3.48359	4.02998	4.46822	4.60514	4.03696	4.48261	4.28544	3.81787	3.46936	4.01977	3.92661	3.4826	4.1072	3.51372	3.61788	3.51769	4.00398	3.80625	3.037	4.49638	3.96617	3.31587	3.86951	3.95182	4.15513	4.2993	4.33344	3.87293	4.36016	3.07332	3.19413	3.8374	3.7485	4.27693	4.16575	4.16539	4.5159	4.06279	4.09596	4.63118	4.62113	4.27843	4.30073	4.64548	3.2933	3.80697	4.61701	3.76617	3.56574	4.41219	3.94563	3.5006	4.23631	3.46509	4.07945	5.00488	3.91685	4.41589	4.08642	4.483	3.83719	4.19872	4.4769	3.33257	3.82422	3.42692	4.52547	3.5148	3.80237	4.06801	4.15152	3.35708	4.05107	3.8273	4.11884	3.68695
ABL2	2.45176	1.68084	1.3314	1.65342	1.73728	2.2591	1.23552	1.63625	2.46735	1.72757	2.32177	2.57724	2.68778	2.38909	3.2618	2.42861	2.32401	2.46865	2.61079	2.71805	2.59109	2.6754	2.01946	2.14907	2.34596	1.89452	2.12713	1.39767	2.46099	2.93466	1.84842	2.55977	1.91502	2.19852	1.78146	1.17414	2.18409	2.2249	1.26493	2.38975	1.88179	1.71365	1.6771	1.82814	1.65523	2.03869	2.15446	2.66968	1.53315	1.96404	1.76643	2.6425	2.63582	1.98073	1.7922	1.69867	1.61956	1.84633	1.73365	1.75626	1.77218	2.60702	2.55645	3.06894	2.27837	2.07461	1.66832	3.19587	2.30196	2.58492	2.3461	3.40912	2.46296	2.7619	0.949728	2.42469	2.09458	2.01578	2.57133	2.54823	1.83458	2.39601	2.77982	2.1715	2.4241	1.26244	0.681355	1.98066	2.17509	2.90977	2.3352	2.02642	2.18789	1.79715	1.57	2.07476	2.63876	2.20028	2.48126	2.25817	2.36471	2.21528	2.0145
ACAA1	3.17588	2.38058	2.13503	2.40756	2.9089	2.43954	2.84935	3.05828	1.87382	2.8326	2.06351	2.97421	2.39603	2.70017	2.5261	1.57357	2.6225	2.36086	2.17763	1.73161	2.69666	2.03128	2.58587	2.88113	2.78951	2.25469	2.5382	2.42706	2.45667	2.18197	3.48361	2.4344	2.45531	2.09882	2.94587	2.66788	2.59786	2.98111	2.23995	3.31927	2.34862	2.55893	3.04311	1.87047	2.79672	1.89921	2.15488	2.78917	3.67237	3.22918	2.5225	2.70627	3.05274	2.37783	3.02412	2.2359	3.35299	2.15974	3.23238	2.496	3.65603	2.92435	2.42803	1.9479	2.94807	2.51106	2.01264	2.80157	1.5765	1.77227	2.13896	2.80227	3.11054	3.15706	2.23635	3.11831	3.04359	3.97393	1.88042	2.03762	2.96982	1.7875	1.49865	3.27739	3.11329	3.21699	2.65146	2.53075	2.88466	2.03869	2.49626	2.90381	1.85834	2.57127	3.73736	2.11702	2.68645	2.40571	2.30056	3.02207	1.80959	2.75844	2.0158
ACADS	0.205679	2.00156	-0.107677	1.29924	1.07908	3.31195	2.41477	2.54224	2.89067	2.05393	1.32226	1.80384	3.63144	0.597491	2.42215	0.846307	2.22023	2.47872	2.75678	2.01647	3.77522	2.25866	-0.379124	2.85808	4.46922	2.79796	2.00575	2.55137	3.43714	1.94195	2.118	-0.153342	0.478167	2.48421	2.93011	-0.260758	1.15233	1.76248	2.37004	2.6963	2.71957	3.30971	2.90046	1.55892	3.29095	1.38164	3.01305	4.13078	2.41272	1.4799	4.31122	2.46245	3.63681	2.06961	3.60403	1.81067	3.24935	2.10653	1.67711	2.25465	2.54891	4.45213	2.56322	1.36451	2.24935	2.39066	1.9054	1.23597	2.41351	2.59884	1.54464	2.82899	3.0668	2.27945	1.71862	2.54294	2.57265	3.80756	2.05844	4.18031	1.75977	1.33252	1.81224	2.86047	2.4996	2.36824	-0.647954	2.11115	2.70873	1.27089	2.80222	1.69118	2.55403	1.41441	2.59594	1.85962	2.95208	1.71478	1.6087	2.22502	1.80634	2.03357	3.09061
ACAT2	2.78872	4.22104	3.45425	4.15679	4.04094	2.96575	2.22306	3.17292	3.41641	3.06682	2.73208	1.51868	1.84034	2.40734	2.09646	2.48841	2.83033	1.93107	2.48715	3.02797	2.03998	3.66171	3.00373	3.00911	1.51647	2.16694	2.679	3.07625	2.7815	2.14944	2.74359	3.54495	2.18924	3.39776	3.87591	2.82876	1.38984	3.01705	2.91855	3.778	1.99211	1.53976	2.62916	3.93969	2.46526	0.883003	3.97465	2.42705	2.81181	1.82531	2.8072	4.2352	1.56166	2.71659	2.95792	2.29757	3.45791	2.58091	3.05582	3.60958	3.48096	2.64218	2.77928	3.01484	2.16414	3.52712	2.68781	2.08543	3.52789	3.06192	3.79837	4.2122	2.66598	2.17706	4.18317	1.62697	1.95852	2.15826	3.20306	2.54572	3.54785	3.49152	3.57469	3.01155	3.05105	3.58321	4.1452	1.75175	2.98924	2.99193	2.53096	2.95241	3.18867	2.69937	2.53332	3.75194	3.97255	2.50226	3.29029	2.15246	0.708251	3.67839	3.6791
ACLY	5.55287	5.08838	4.84325	5.46122	5.77675	6.08305	5.44297	5.52324	5.35661	5.95086	5.34787	5.61278	5.69747	5.6292	5.08301	5.40849	5.34681	5.15497	4.68028	5.95907	5.80287	5.48994	4.85993	5.7129	6.25121	6.3157	5.09196	4.85414	6.2303	5.57474	8.18182	5.09484	5.27423	5.90119	4.23813	4.88848	4.44925	6.19208	4.27562	6.36839	5.7032	4.07823	4.76913	5.95262	5.04799	3.54204	5.42467	4.33543	5.08524	5.88394	6.21537	5.73405	6.22999	5.19679	5.81673	5.21619	5.37119	4.83095	4.78604	5.05517	5.98279	6.47218	5.83033	4.59205	6.41629	5.70292	6.02323	6.07934	6.27221	4.979	4.99735	6.13952	5.5402	5.3647	4.78156	5.13813	4.67914	5.31997	4.75229	5.03432	6.42681	5.86555	5.54384	5.71219	5.44174	4.73329	5.58787	4.91591	6.33319	7.23494	5.86723	5.29811	5.63524	6.06208	4.45791	5.58962	6.21158	6.19871	4.87252	5.42907	4.90949	5.74625	6.17473
ACO2	4.45129	3.9897	4.585	4.17914	4.78234	4.42749	4.53357	4.77465	4.27397	4.83948	4.71437	3.74886	4.27367	5.38	3.6403	3.42914	5.07087	4.18536	4.57141	3.85542	5.05784	4.91178	4.71074	5.27186	4.5502	5.32328	4.30456	5.04179	4.30764	3.77003	5.31246	4.84777	4.61148	3.88996	5.98946	4.75059	4.34758	4.12171	6.01216	4.63825	4.34549	3.03315	4.08898	4.32105	4.68602	2.12391	4.38771	3.41971	5.54222	5.54105	4.31223	3.99432	4.32078	4.82334	6.01869	4.61982	4.28215	4.56716	3.96324	4.40588	4.57189	4.23428	4.57643	4.16445	4.26525	4.24791	4.89948	4.28393	4.1178	4.62553	4.47521	4.29365	4.70167	4.46657	4.27219	4.90025	4.52622	4.62383	5.15845	5.23051	5.17849	4.64835	4.43899	5.36775	4.45694	4.64277	4.64318	4.36521	5.66449	4.61382	4.27269	3.80363	4.63597	4.4037	2.99369	4.36667	5.26951	3.76723	4.38947	4.45828	3.51604	4.06642	5.24954
ACP1	4.29467	4.63691	4.18933	4.32067	4.48276	4.04018	4.36569	4.32707	4.69571	3.76768	4.3261	3.99382	4.05958	4.02886	3.98597	4.99184	4.14479	4.39483	4.35459	3.92781	4.0947	4.45221	4.79527	4.11457	4.20625	4.1281	4.32875	4.10452	3.9948	4.08301	4.45528	4.72984	4.21695	4.291	4.54839	4.44942	3.63492	3.91153	3.13515	4.24958	5.95166	3.84543	4.2942	3.81499	4.26408	3.56143	4.30093	3.84573	3.43403	3.91637	4.23763	4.91735	4.3089	4.087	4.76816	4.43633	4.89444	3.90827	4.52236	4.79159	4.64263	3.97252	4.35026	3.51932	4.12411	3.9873	4.87655	4.58545	4.62818	4.14252	4.23351	5.60326	4.10426	3.59396	4.4606	4.39168	4.33763	3.89697	3.67234	4.43721	4.62046	4.30781	3.87436	4.56468	4.16689	4.3635	4.67991	4.61342	3.6465	4.56725	4.73075	3.96128	4.33696	4.45889	4.52225	5.21555	4.11398	4.24761	4.17536	4.6036	5.2885	5.91426	4.42588
ACTC1	-4.52077	-7.01192	-6.32031	-4.24534	-4.96823	-2.81437	-4.60559	-6.10745	-7.21745	-2.07485	-5.04464	-3.35601	-4.28661	-2.89449	-3.36483	-4.44238	-7.18487	-7.37595	-7.18012	-5.51647	-1.8383	-2.38092	-5.13557	-4.67056	-6.40712	-7.73972	-2.49619	-4.03059	-4.86229	-3.86244	-5.39827	-5.26744	-5.18319	-5.47158	-7.99254	-5.34579	-5.37874	-3.92636	-4.7628	-7.74014	-5.51765	0.164975	-6.85243	-6.05734	-5.04543	-0.963775	1.52983	0.766962	-5.54593	-6.26369	-7.46312	-0.717451	-6.36993	-4.98994	-7.07447	-4.19054	-5.01735	-4.51331	-5.7648	-5.11832	-5.72557	-6.03521	-4.93044	-4.43838	-6.9583	-4.7655	-2.62341	-8.17286	-6.92548	-5.45799	-5.93669	-2.92828	-4.79256	-4.87917	-3.76742	-4.79345	-4.81986	-1.93109	-5.51335	-6.39223	-4.26379	-8.20091	-5.14351	-3.52817	-4.46985	-4.81764	-6.79671	-5.83987	-5.51804	-6.8509	-0.865014	-6.26069	-2.81243	-3.25844	-2.42717	-6.3867	-3.64914	-8.16022	-6.37347	-1.54231	-6.22174	-8.06305	-7.24088
ACTL6A	5.39755	5.61013	4.48438	5.07819	4.12189	5.09194	4.1043	4.9908	5.64059	3.7812	4.47768	3.72616	4.04847	3.92199	3.69116	4.60557	5.42834	3.89233	3.93731	4.9339	4.45888	5.02915	5.26736	4.10056	3.7126	4.55544	4.19156	4.33164	3.99407	4.23883	3.94588	4.53624	3.93461	5.07117	4.80399	4.26524	3.66912	4.62996	4.40405	4.96798	5.28924	3.83994	3.92555	4.23438	3.89426	3.8073	4.59862	3.39316	3.85784	4.23561	3.71923	4.75878	4.77732	4.30447	3.71178	3.89666	4.98654	4.76863	3.65275	4.88562	4.743	4.46451	4.29627	3.82488	4.49671	3.9661	5.08438	4.12249	4.7443	4.46272	4.003	4.20003	4.03536	4.2785	4.411	4.12146	3.91359	3.95827	5.13991	4.28925	5.5995	5.79282	5.82931	4.59183	4.64056	4.38536	4.90239	4.00548	4.2443	3.85858	4.79739	4.10743	4.81603	3.83198	4.11406	4.77247	4.11886	4.17937	5.31575	4.2372	4.92209	4.89026	4.74422
ACVR2A	0.867251	1.89292	-0.0540093	0.299804	0.587089	1.15125	1.55009	1.08699	1.91052	0.570202	0.575481	2.41153	1.52664	0.44769	0.942658	1.79854	0.432178	1.24235	1.97237	1.02565	0.43898	0.425727	1.66908	-0.521019	1.58824	0.145388	1.21649	0.834351	1.00881	1.89964	2.20677	0.828855	1.1943	0.891732	1.0452	0.620617	0.917087	-0.446867	1.71423	1.05659	-0.74515	1.01858	1.74944	1.45801	1.66425	0.594313	-0.0127755	1.39255	-1.05565	1.74428	1.31909	2.75945	0.12365	0.752758	0.0204306	2.43154	1.38568	0.962137	0.484273	1.09057	0.0778144	1.02382	1.3412	2.29983	0.277716	1.69478	0.638607	0.983972	0.625453	0.735882	1.33335	1.05515	-0.119814	1.62473	2.11838	1.53157	1.3162	0.561174	1.20435	1.41116	0.895005	0.207947	1.92691	0.506218	1.48624	0.403729	0.372189	1.26943	0.539506	1.15835	0.87982	1.99055	1.5225	1.53678	1.66287	0.573111	1.41832	0.996613	1.0139	1.28158	1.73972	0.919084	0.440189
ADAM8	2.77885	1.25777	0.961424	2.57653	2.03023	1.51921	-0.71165	2.20361	3.65224	2.85596	0.134553	1.34899	2.07258	1.42221	3.1471	2.1383	0.872595	2.67294	0.524874	3.82866	-0.348623	2.13531	1.85466	1.57534	-0.17606	3.27845	2.33262	3.23527	2.81162	3.63546	1.38826	3.9721	1.10354	2.52938	3.3694	2.89526	4.34323	1.69183	2.38712	0.538589	2.18738	2.52953	3.70382	2.66765	2.16522	-0.0332034	1.60737	0.422109	-0.866664	1.85802	3.17843	0.605816	0.266356	3.75243	1.28747	2.14781	-0.42247	4.91177	3.96432	3.01361	3.31072	2.52596	2.95414	2.81427	2.65135	4.15733	2.92189	1.70727	2.68596	1.31259	3.23988	0.0729127	2.79845	0.746912	0.379203	3.49034	0.783421	0.933959	1.02541	4.25261	2.19764	2.78518	2.67482	1.633	3.03282	2.0109	2.40683	4.25968	2.78838	3.89095	0.872257	1.7092	2.15668	0.493299	3.83741	3.48897	2.36818	3.36359	2.69186	1.57711	-0.322423	2.67757	2.15471
ADARB2	-8.87098	-7.19221	-6.08556	-6.91106	-4.14852	-4.1873	-3.83013	-6.48038	-7.07581	-3.76971	-3.30739	-4.4919	-4.64747	-3.54427	-4.94366	-3.28282	-4.2777	-3.74889	-2.93415	-3.29466	-4.21563	-4.30663	-7.12321	-3.58781	-2.16115	-7.33505	-6.58337	-7.45881	-4.62754	-4.97234	-3.20352	-6.34081	-3.65076	-5.58714	-2.09601	-5.94112	-4.54652	-4.95464	-2.34483	-8.92043	-7.75948	-7.55447	-7.44775	-5.65267	-3.47083	-7.93848	-5.10715	-2.31117	-9.04815	-3.35651	-6.47348	-4.90556	-4.26481	-3.36288	0.190254	-3.94456	-6.71221	-2.87629	-2.13773	-7.73173	-5.18557	-5.53742	-2.00221	-4.00199	-4.28061	-4.1732	-1.75161	-5.26568	-2.66836	-1.93784	-6.79505	-6.10857	-6.14278	-3.34674	-5.58983	-6.65181	-4.55269	-0.283845	-2.30132	-6.11309	-5.766	-8.3812	-8.13115	-4.91009	-4.0976	-6.16786	-7.977	-2.49659	-5.2129	-4.70926	-3.51705	-4.93848	-5.08894	-4.73467	-7.38005	-5.24506	-4.65435	-0.740593	-9.13872	-5.30756	-0.604368	-3.33645	-3.89761
ADCY6	1.85083	0.788	2.0104	2.53195	2.84634	3.32452	2.70332	3.11608	3.16564	3.1397	2.53401	3.12137	4.53075	3.73818	2.50762	3.07083	3.98595	2.75869	2.68866	3.14544	3.19332	2.86748	2.24999	3.01997	4.80054	3.70648	3.91994	3.5755	4.94579	3.14252	4.03763	3.54806	2.21171	3.15298	1.92313	2.51016	2.33899	2.85238	2.53091	3.49201	3.39541	3.0196	1.69867	2.40911	2.31665	1.2631	2.41206	2.5339	3.08843	3.97386	3.48333	2.20235	4.26913	3.13517	3.13332	4.00408	1.17964	0.722819	3.14468	2.4979	3.36633	4.15771	2.34697	2.13963	2.61699	3.1477	1.92869	3.57317	2.59597	3.91033	2.56586	2.43017	3.1118	2.98288	1.92439	2.58367	2.84648	3.94847	2.7285	4.11648	2.76585	3.58601	1.7387	2.43926	3.17329	2.64148	2.64934	1.60562	2.68166	3.81486	2.18358	1.99476	3.10151	1.57257	2.65333	4.86408	2.62947	4.27697	1.88111	3.23404	3.01272	3.17108	3.37783
ADCY9	1.8015	0.130717	0.548737	-0.436772	-0.042283	2.30383	2.06451	2.9715	0.657112	0.624276	2.83084	2.56628	2.88887	2.67638	3.36254	3.37836	4.78362	2.63636	2.38511	0.918194	3.44702	0.729309	3.24418	1.67917	2.99588	2.42475	2.31765	2.75984	2.08126	2.38766	0.801525	2.80751	2.28244	1.36651	0.773413	2.08406	3.05548	2.61792	0.982557	3.44834	1.9762	2.05801	1.09985	1.25446	2.67069	0.721385	2.5808	1.15941	2.38638	0.985431	3.62179	0.73058	3.82036	1.50327	3.18478	2.71231	2.15381	1.09	2.47722	-0.0168177	2.55851	2.62834	2.02834	2.07754	3.09685	2.47367	3.05545	2.31709	3.4648	2.58404	1.41026	-0.443288	1.87865	3.00818	0.753196	1.9902	2.33869	3.36393	2.08801	0.225344	1.74728	1.90115	1.38613	3.15983	0.765893	1.81647	1.72566	1.45145	3.84569	1.06036	1.65757	-0.709891	1.68692	1.27981	1.03513	2.15892	1.00681	3.08234	1.56834	3.30734	1.21372	1.09889	2.86059
PLIN2	4.69672	3.94647	3.75521	4.0637	2.45556	4.07111	2.63422	2.95336	4.71424	3.2368	4.12895	3.4279	3.56233	3.44888	3.46585	3.18977	2.77319	3.65435	3.90178	4.8801	1.23761	4.67844	4.09585	2.36565	1.51977	2.99097	4.0487	4.13638	2.3684	5.07429	3.59669	4.01672	2.55651	3.99425	3.39977	5.46702	5.07122	2.23555	3.98236	3.20862	4.57364	5.34319	3.11091	2.60029	3.16114	3.43608	3.03141	1.99732	2.14535	2.56938	3.07968	4.46883	1.45301	4.10753	2.65079	3.56015	2.82779	4.39011	3.03543	4.36942	4.4412	3.03567	3.31079	5.05693	2.28293	3.29489	3.57057	2.84226	3.84919	2.9626	4.12996	6.26036	2.49818	3.08497	4.16415	4.24282	2.78828	2.11175	3.91923	2.1279	3.61919	3.71656	4.84457	3.72732	3.23453	3.65738	3.36519	5.00147	4.01707	3.08918	3.4505	3.58673	4.26697	3.71569	2.33404	2.98043	4.2185	2.86504	4.62952	1.74001	4.16469	4.81196	2.58205
ADH5	4.50483	4.43609	4.25162	4.91094	4.30964	4.53814	4.72184	3.91639	4.07118	4.15479	5.16398	4.41644	4.23583	4.16724	4.1569	3.71691	3.88831	4.46427	4.76341	4.44587	4.53378	4.40901	5.46402	3.78565	5.0748	3.3245	4.62092	4.68719	3.93761	4.30297	3.17667	4.63308	4.64523	3.96562	4.28394	4.4487	4.22632	3.21472	4.6352	4.81573	4.97486	4.4014	4.36723	3.93443	4.55895	5.10418	5.20878	4.15389	3.45231	3.73975	4.25014	4.12337	3.91457	4.67076	4.23083	4.31726	4.28202	4.97971	4.60169	4.43492	4.21288	3.8984	4.19939	4.12812	3.94755	3.74143	4.59008	4.26006	4.57545	4.16133	4.19804	3.72446	4.10558	4.44184	4.52029	4.22774	4.7266	4.17667	4.30708	4.64541	4.11217	4.82425	3.22398	4.259	4.09688	4.40525	4.67304	4.40268	4.19604	4.02672	3.71188	4.2851	5.41371	4.23335	3.69276	3.18703	4.72166	4.37356	4.87822	3.7205	4.76055	4.0884	4.21082
ADK	3.99055	3.70785	3.34765	0.316823	3.69044	3.30603	3.65418	3.11677	3.50356	3.10868	2.433	3.53015	3.1689	3.49759	3.18358	3.63538	2.78017	3.1493	3.70326	2.8088	3.32937	3.88519	3.49259	3.73412	2.68736	3.27696	2.99321	3.31362	3.09219	3.48981	2.89458	3.35276	3.24514	5.87812	2.95664	3.15791	3.66659	2.95844	2.71747	4.06903	3.36467	2.95261	3.61239	4.15363	3.26324	2.71847	3.87977	3.0378	3.08132	3.07803	3.19815	2.72981	3.11189	2.99004	2.73529	3.29934	4.12144	3.25696	3.83006	3.4632	4.02625	3.54174	3.33448	2.97496	2.58044	2.57297	4.1227	2.60493	3.19366	3.83764	2.66021	3.78878	3.7117	3.40227	4.03333	3.00455	4.02024	3.43512	3.37392	3.52415	3.94073	2.71602	3.23777	4.32295	4.17396	4.36075	3.26393	2.40355	2.86792	3.3476	3.82314	3.45221	4.23013	3.71549	3.19079	2.04502	3.02245	3.52869	4.38099	3.62604	2.90526	3.15146	3.7605
ADRA2B	-0.132025	-0.907427	-1.7442	-3.78471	-3.92263	-1.42773	-4.15267	-4.32488	-1.23325	-4.57357	-3.36161	-5.89537	-2.03079	-1.99497	-3.11831	-2.89428	-2.2648	-2.82785	-1.31009	0.833779	-3.23181	-3.58324	-2.52809	-1.28392	-3.41043	-2.57865	-2.21452	-1.47803	-2.17926	-3.07988	-2.2652	-2.50724	-3.64455	-3.62428	0.799014	-2.36159	2.51787	-2.50636	0.610061	-1.69454	-1.88973	-1.4706	-2.22187	-3.5967	-1.15853	-1.23146	-1.62493	-1.88889	-1.40722	-2.43381	-1.93639	-2.17349	-4.44986	-3.7517	-2.70694	-2.02946	-2.87864	-0.2269	-3.60372	-1.80541	-4.45758	-3.43707	-2.07749	-0.755347	-2.9127	-2.49751	-2.7908	-2.35467	-1.7644	-3.26039	-3.6687	-2.88268	-1.6945	0.146251	-3.72183	-0.90655	-2.03729	-3.22788	-1.85108	-2.57404	-4.25061	-2.06784	-3.2423	-2.16483	-2.91611	-4.205	-2.87665	0.521638	-2.42513	-2.34587	-0.649853	-4.80005	1.14109	-4.44166	-0.848354	-0.361275	-2.97278	-2.5703	-3.91283	-2.17187	-1.0746	-2.11056	-2.49484
ADRA2C	-1.69366	-0.529455	3.08725	-3.1552	-1.59268	-0.538354	-0.48754	-1.52545	-1.54234	-1.00546	-1.56983	-0.537939	1.28973	-2.04827	0.780231	-2.70838	2.3189	-0.208992	-0.0676065	-0.519432	-2.6023	-1.95373	-4.85277	-0.971601	2.13588	-1.94913	-0.0368058	0.0210825	-1.20736	-1.88477	0.537371	2.24768	1.13792	-2.22924	-1.90239	-0.0461922	0.622765	-4.00613	-0.557175	0.144421	-0.919184	1.81136	-0.612533	-0.989913	-0.463433	3.66287	-0.355591	0.168717	-3.19275	0.0488545	0.375223	-0.783645	-2.37289	2.21766	-3.52489	1.73881	2.20208	-4.43028	0.256084	-3.65394	-2.17599	-3.94506	-0.957653	-3.16766	-2.40872	2.9258	-0.865834	-0.725159	0.24504	-0.25237	-0.780455	-1.51621	-1.1719	1.26987	-1.5618	-1.08859	1.03968	-2.90323	-1.61584	2.19177	-0.67114	-3.11076	-2.61279	-0.0073843	0.620295	-0.0147761	3.08947	-1.19513	1.6425	1.58354	-0.582221	-2.23194	-2.06177	0.597242	0.212313	3.50651	-1.70584	-2.98261	-4.54635	-3.6892	-1.84619	-2.51347	2.2134
