Gene	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D1	TCGA-A2-A0D2	TCGA-A2-A0EQ	TCGA-A2-A0EV	TCGA-A2-A0EX	TCGA-A2-A0EY	TCGA-A2-A0SX	TCGA-A2-A0T1	TCGA-A2-A0T3	TCGA-A2-A0T6	TCGA-A2-A0T7	TCGA-A2-A0YC	TCGA-A2-A0YD	TCGA-A2-A0YF	TCGA-A2-A0YG	TCGA-A2-A0YI	TCGA-A2-A0YL	TCGA-A2-A0YM	TCGA-A7-A0CD	TCGA-A7-A0CE	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A8-A06N	TCGA-A8-A06Z	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A08G	TCGA-A8-A08Z	TCGA-A8-A09G	TCGA-A8-A09I	TCGA-AN-A04A	TCGA-AN-A0AJ	TCGA-AN-A0AL	TCGA-AN-A0AM	TCGA-AN-A0AS	TCGA-AN-A0FK	TCGA-AN-A0FL	TCGA-AO-A03O	TCGA-AO-A0J6	TCGA-AO-A0J9	TCGA-AO-A0JC	TCGA-AO-A0JE	TCGA-AO-A0JJ	TCGA-AO-A0JL	TCGA-AO-A0JM	TCGA-AO-A126	TCGA-AO-A12B	TCGA-AO-A12D	TCGA-AO-A12E	TCGA-AO-A12F	TCGA-AR-A0TR	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TX	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-AR-A1AP	TCGA-AR-A1AQ	TCGA-AR-A1AS	TCGA-AR-A1AV	TCGA-AR-A1AW	TCGA-BH-A0AV	TCGA-BH-A0BV	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C1	TCGA-BH-A0C7	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0E0	TCGA-BH-A0E1	TCGA-BH-A0E9	TCGA-BH-A0EE	TCGA-BH-A0HK	TCGA-BH-A0HP	TCGA-BH-A18N	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18U	TCGA-BH-A18V	TCGA-C8-A12L	TCGA-C8-A12P	TCGA-C8-A12Q	TCGA-C8-A12T	TCGA-C8-A12U	TCGA-C8-A12V	TCGA-C8-A12W	TCGA-C8-A12Z	TCGA-C8-A130	TCGA-C8-A131	TCGA-C8-A134	TCGA-C8-A135	TCGA-C8-A138	TCGA-D8-A13Y	TCGA-D8-A142	TCGA-E2-A10A	TCGA-E2-A150	TCGA-E2-A154	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A15A
FUS	5.35584	5.44124	5.29016	5.30567	5.39669	4.77763	4.57961	5.36863	4.86104	4.78457	5.22747	4.77899	5.03532	4.80464	5.38021	4.59574	4.56526	4.37087	4.45245	4.63223	4.61947	5.70454	5.13579	3.56779	5.37653	4.33372	4.96953	5.10875	5.01661	5.3672	4.63233	4.71896	4.66271	5.21182	4.43024	4.93465	4.22854	5.33954	4.88143	5.6403	4.75543	5.42549	5.40932	4.91055	4.78945	5.11996	5.1719	4.99104	4.60547	4.33235	5.28015	5.15035	5.41253	5.52333	4.99564	4.0349	5.36014	4.81904	4.92445	4.44882	4.90002	5.15398	5.38961	4.01749	5.13717	5.37321	4.30189	5.1451	5.68548	5.05526	4.5218	4.74019	4.74293	5.03503	5.53257	4.78492	4.87504	5.43156	5.3081	4.92993	4.87586	5.0936	4.84684	4.39399	4.77509	4.78915	5.14527	4.85017	4.54072	4.28945	5.22703	5.03033	5.27381	4.68192	5.09135	5.27336	4.57303	4.98423	4.48296	5.49366	5.09978	4.52297	4.65257
FZD2	0.3514	2.31558	0.923419	-0.0846049	0.832308	1.5535	1.69582	1.03338	1.42555	1.93108	2.49807	1.72464	3.43621	2.51041	2.28744	-0.147309	1.54652	2.21046	1.286	3.18642	0.0821654	0.261247	2.22846	2.48034	-1.81249	-1.09672	1.37598	1.92815	1.20365	2.69735	0.179881	1.15885	1.65861	1.611	1.12566	1.90315	1.65568	2.88754	-1.99017	2.08855	1.72344	3.08295	0.521181	2.0086	2.14505	2.28691	1.78325	1.47193	2.72677	1.55334	1.5486	2.48442	2.26711	1.60937	1.58429	1.03742	-0.192844	1.56897	1.08465	1.61167	2.21376	2.53629	2.48321	1.68172	3.05188	1.51266	2.65556	2.40114	1.52261	2.20077	2.35333	0.22187	2.15285	1.12503	0.166521	1.51168	1.06048	1.83573	0.585331	0.990903	1.93319	0.385508	1.00452	1.59523	1.60395	2.22712	-0.153716	1.98534	2.1656	1.61522	3.25043	2.36904	2.20146	0.642299	2.19283	0.884644	0.995388	2.60434	-0.519445	2.04834	-2.99907	1.27183	1.10378
XRCC6	6.64944	6.95553	6.94957	7.25402	6.8884	6.6089	6.68217	6.63099	6.3696	6.97662	6.57938	6.00149	6.33534	6.84449	5.93569	5.90226	7.202	6.72172	6.69403	6.93137	7.5186	6.77346	6.74466	7.33547	6.3127	6.66057	6.5439	6.84339	6.33157	6.0345	6.75376	7.16464	6.94687	6.73974	8.15394	7.01968	6.50713	6.20918	7.28407	6.98656	6.88514	5.65222	6.4741	6.87317	6.69821	5.87604	6.6066	6.56163	7.02428	7.50856	6.03902	6.68442	5.96667	6.9306	7.5253	6.68632	6.44634	7.16368	6.1029	6.7013	7.11019	6.2095	6.43334	7.10226	6.13659	6.52491	6.89303	6.49961	6.25126	6.57429	5.95585	6.52409	7.04148	6.45076	6.19321	6.42168	6.63134	6.70514	7.14426	7.14462	7.3615	7.60019	7.40387	6.75144	6.88016	7.19329	6.78702	7.02299	7.83141	7.00126	6.62205	6.42265	7.17667	6.86883	5.91017	6.58184	6.7118	6.19602	6.39187	6.70086	5.87745	6.48332	7.28471
GABRE	-3.3494	1.89488	-1.48056	1.21143	1.39226	-2.58741	-4.34241	2.1373	3.01172	-1.65524	-2.01766	-1.40703	-0.0941746	-1.72312	-0.835037	-2.13585	-3.35325	-2.33951	-2.05124	-0.670945	-3.10406	1.28976	-0.183374	-3.99911	-4.87318	-4.00939	-2.99467	-4.42265	-3.12324	-0.73157	-2.40489	-3.26401	-4.81917	-3.72995	0.86633	-0.865435	1.79787	-6.56234	-1.18933	-3.17646	1.56946	-0.369924	-0.789708	-0.186523	-1.68707	-3.22425	-4.97789	-2.52369	-4.59696	0.479708	0.111569	-2.27749	-4.6136	-2.30916	-5.31814	-0.0394372	-4.30284	-0.541703	-2.54904	1.0945	-3.28474	-3.40816	-2.07458	-1.4894	-4.6874	-3.94206	-2.02042	-4.58002	-3.00688	2.80915	-1.0929	3.69312	-4.92605	-2.07775	1.94863	-0.360659	-1.65083	-2.73954	1.4152	-2.17647	1.60802	0.968448	3.06655	-0.0232663	3.7073	-3.01622	-4.52581	-1.84649	-4.30603	-5.09457	-1.89654	0.723545	-3.37471	0.175964	-2.42636	-4.11579	-0.199036	-3.08196	1.5623	-4.24541	-4.62891	-0.914402	-3.24751
GALNS	1.80994	2.39032	0.584323	1.97608	1.22061	1.49161	0.569785	1.39758	1.14842	1.38293	1.44815	1.25976	1.78999	0.950261	1.51273	0.0226252	1.93906	1.03391	1.09739	1.34086	0.816282	2.14784	1.74705	2.29398	0.343287	0.561968	1.22684	1.44388	1.57541	1.52476	1.54975	1.95656	1.9276	1.18848	1.76433	2.50378	1.62338	0.77642	1.30707	1.04318	0.529678	1.03099	1.33094	2.90951	0.759425	1.87975	1.76182	1.46855	1.83555	1.60049	1.3568	3.0354	1.44646	1.93075	0.996387	2.13804	0.929219	1.61889	1.18724	2.81262	1.69596	1.37466	1.26385	1.20614	1.85455	1.90245	2.47934	0.941766	1.80131	1.64412	2.57708	0.714642	0.811769	1.80565	-0.266792	0.182519	0.37949	0.637784	1.63424	1.23063	0.72729	2.82558	1.74007	1.21289	1.99936	1.65835	2.98163	2.73262	1.96222	0.875263	2.0621	2.73674	3.12443	1.55367	1.8711	1.30199	2.2201	1.13768	3.43436	1.18937	2.4142	1.27602	1.7031
GALNT3	3.65396	3.061	2.43112	3.11701	2.40093	3.01344	3.21826	4.63582	3.95257	2.63775	3.77265	1.08888	2.95179	-2.494	-0.214981	3.52571	2.68246	0.285459	3.74675	4.59458	4.43079	3.88246	0.75678	-1.25214	1.73214	2.20574	5.17215	3.50217	3.14784	1.69135	5.6451	3.48442	1.02681	4.47419	4.3311	3.30811	2.92224	2.96332	4.3528	3.02585	3.04697	1.8839	1.81427	4.9054	2.29537	2.63666	4.26235	2.15835	2.16608	4.23681	1.7134	4.13055	-1.82988	2.20218	-2.3611	4.27873	3.78221	2.93941	2.529	3.6226	1.43231	4.3934	0.099407	4.30286	-1.35814	3.42493	4.39418	0.619954	3.48519	2.79269	4.16803	2.13932	2.75174	4.6143	4.31782	4.51337	4.12428	0.0492788	3.46136	3.82655	2.32257	5.43795	4.8359	2.9295	4.27094	2.25881	2.89265	3.54112	1.78574	4.16763	1.80647	3.20185	3.83515	4.1183	3.65452	0.628508	4.03943	3.19593	5.19319	0.126671	4.03109	3.73539	1.88796
GALT	1.855	2.30289	-0.223925	1.20619	1.35845	1.34923	0.242065	2.26807	2.10093	1.57552	1.20596	1.16302	1.44478	1.02975	1.5201	1.37141	-0.0180969	1.23139	1.25803	0.899939	1.48203	1.53264	1.03196	-0.0542825	2.00496	-1.29938	1.90815	1.29932	0.919086	0.992932	0.865575	1.40076	0.531477	1.42539	2.00332	1.04564	0.0176361	0.0862592	2.06759	1.78302	2.57031	1.15516	3.00704	0.801311	1.48596	1.91574	1.66285	1.15259	-0.911202	1.15315	2.07442	0.758875	0.472274	1.28515	1.33046	1.25634	0.773661	1.01029	-0.0397321	1.8445	0.096638	0.665248	1.92493	1.14238	1.67414	2.73548	0.838881	0.555795	0.566388	1.06998	1.57404	4.05513	1.41759	1.38906	2.30659	1.04212	0.233518	1.2855	2.73759	1.70277	1.83408	0.740388	0.375818	2.36991	-0.302726	0.439597	1.42705	1.8744	0.995603	0.0175316	0.439783	1.12923	1.97893	0.804716	2.24784	1.11359	2.00789	1.40965	1.77201	0.804723	2.02095	2.20326	0.94948
GAP43	-2.29038	-4.85954	-2.66543	-2.508	-3.00849	-2.12593	-0.695393	-1.07242	-2.42121	-2.72982	-2.60275	-2.55977	-0.917905	-1.50604	-1.9005	-2.76644	-3.22513	-4.41622	-2.16976	-1.71201	-4.65554	-3.7395	-3.79054	-4.25514	-5.57667	-5.26541	-4.08077	-5.54117	-2.97294	-1.60572	-3.15842	-4.00814	-1.80841	-3.167	-2.25519	-4.02349	-2.99146	-4.35894	-5.78034	-3.39711	-6.4268	-2.63684	-2.79315	-1.0976	-4.0857	-2.43588	-2.18952	-0.278061	-5.71548	-2.6088	-2.61029	-3.18956	-6.21754	-2.55745	-4.92209	-3.57872	-2.93896	-3.36804	-3.29049	-4.39906	-3.74354	-2.3974	-1.87117	-3.49244	-2.34649	-2.73865	-3.23656	-3.21312	-3.45117	-2.03259	-2.53638	-4.36086	-1.81011	-3.08936	-5.2	-3.18164	-3.31955	-5.92845	-2.59543	-1.68526	-1.77037	-4.7266	-4.79848	-2.65142	-2.7008	-4.02783	-4.64433	-4.36555	-2.88023	-5.11356	-1.9123	-3.69327	-5.61425	-2.29048	-2.46242	-1.01192	-2.75052	-3.30739	-3.63612	-2.62697	-6.06936	-3.91067	-3.18161
GAS1	3.19127	3.50675	1.94626	3.62691	2.40095	3.1865	3.76443	2.33331	4.47258	3.28602	2.26485	4.40906	4.5481	1.88087	3.80007	0.8344	1.85835	2.55776	3.53864	2.95487	0.961898	3.95246	1.0754	2.88445	-3.20716	0.0355156	3.35859	1.05808	2.856	3.56703	1.00627	2.88045	4.18838	2.33006	4.0746	3.49803	4.40359	1.21072	1.26563	1.6609	2.23864	2.78537	3.25979	3.93449	3.62548	2.52431	3.31515	4.50847	-0.629758	3.51695	3.02456	4.51556	-1.19595	2.78915	0.695352	2.79663	2.15334	3.98853	2.77629	2.4015	2.35748	2.73353	3.09585	5.07771	2.43572	3.63904	1.31201	4.49042	3.32951	2.93485	3.65743	-0.711242	3.27267	3.84349	-0.306929	2.19721	3.85363	1.41834	3.06042	2.18495	3.38935	3.41375	2.72223	3.64152	3.04343	4.95248	-0.689855	3.79577	3.43873	2.80469	2.58943	3.86324	4.66495	2.87564	3.80787	1.59775	3.67487	2.3324	2.21554	3.49852	0.240994	3.83637	2.73693
GATA3	2.07165	3.16457	7.46524	4.44625	7.47242	7.48933	7.66041	6.98262	3.79593	5.54228	7.47006	7.79076	7.31986	7.78123	7.70742	7.79132	7.02213	7.73824	7.63077	2.63427	8.84234	4.34877	8.40704	7.71827	9.26913	6.88639	7.0421	8.66445	8.72715	7.44247	5.91579	7.92102	7.56168	7.31841	3.37359	7.6079	7.28253	8.63029	5.52403	7.87293	5.05212	7.511	5.66296	5.43894	7.89902	4.07126	7.95368	8.91082	8.02903	4.97514	7.18684	4.95299	9.08979	8.28549	7.63694	6.83942	7.30197	4.32961	8.68889	5.46889	7.7532	7.47708	7.08368	0.280518	8.12463	6.75713	7.71827	7.75126	8.46594	7.87023	7.4756	6.38937	7.68675	8.11327	3.98023	8.31685	7.93544	7.76531	4.01104	7.92137	7.99525	3.29413	4.89321	1.47434	5.31069	7.69272	8.106	4.3521	7.63732	6.87614	6.58906	4.24146	4.46287	5.21453	7.32508	4.37998	3.82197	9.261	5.13128	8.18324	2.77008	4.20346	7.07135
GATM	-0.701138	-2.24476	-0.180336	-0.912726	-0.514926	3.11158	0.834235	0.626981	2.35839	0.751339	1.26296	2.15918	1.8833	3.05578	2.96026	3.37365	1.30532	4.00969	2.50193	1.20778	2.88207	0.832105	2.00032	2.96552	2.01774	1.72859	1.67021	2.74095	1.3013	2.88798	5.32324	-1.18691	1.33077	2.74778	2.73359	-1.46315	0.152615	-0.701631	2.23466	1.14036	-0.558266	1.74782	2.29111	-0.924527	2.76948	-0.528236	-1.0077	0.75389	0.633491	0.391337	2.36903	2.06582	3.85625	1.85063	2.29983	-0.0757813	3.09085	2.74269	0.714141	0.750496	1.99101	1.6034	1.01484	-0.324346	1.61886	0.00166175	-0.340364	-0.373684	3.30475	2.94511	0.484649	1.19252	0.701667	1.95917	4.29632	4.33194	2.6449	3.65772	1.23145	5.17467	3.30685	1.71026	3.15249	4.74348	2.98651	-0.428989	-0.120196	1.31609	0.237987	-0.9941	1.53602	2.94331	1.66423	0.156895	0.18889	1.25157	0.659781	0.0663782	2.70386	3.0114	1.92536	0.160178	1.44178
GCK	-5.52023	-3.08656	-4.56488	-4.5603	-5.79776	-5.38086	-3.85788	-6.93698	-2.23963	-4.03366	-5.72217	-5.86361	-4.50316	-5.63091	-7.05234	-5.71431	-7.0144	-5.88356	-4.55022	-8.15336	-5.22242	-6.45837	-5.18749	-5.50009	-1.01942	-5.00108	-6.23261	-8.10805	-4.81735	-4.55447	-7.2278	-7.79741	-3.86071	-6.65142	-4.82207	-4.26843	-6.19577	-6.92581	-7.76226	-5.56967	-5.60136	-4.20371	-6.097	-5.56494	-5.55304	-5.26579	-7.34136	-3.87295	-3.05354	-6.09322	-4.29265	-5.75644	-5.87753	-5.3049	-0.189758	-7.02007	-3.58384	-5.93492	-5.59433	-7.38098	-5.5551	-7.18667	-7.75997	-4.85287	-6.20287	-4.59503	-5.21847	-6.41743	-5.75501	-5.06513	-6.76622	-7.34278	-5.47009	-4.5567	-8.18192	-6.03802	-4.30147	-3.3254	-5.07984	-4.05183	-5.67828	-5.70851	-4.7804	-5.2963	-5.62131	-4.49517	-4.94719	-4.49947	-3.6695	-5.3585	-4.43479	-6.09022	-5.59616	-6.14686	-2.91382	-0.611365	-4.34541	-5.98975	-6.203	-4.09431	0.791079	-5.89258	-4.90049
GCNT2	3.35226	1.12695	-5.06234	3.06669	-1.2253	1.5195	0.600184	2.25568	2.85396	0.543976	-0.073082	1.62574	-0.204065	0.606333	1.65512	1.24514	0.314231	1.73844	1.91885	4.15392	1.39004	2.37876	0.456789	0.940937	1.16761	-4.06029	0.46855	-3.07302	-0.985411	0.92802	2.85345	-0.858159	-1.01375	-2.67083	1.49115	1.48501	-2.57577	-1.8808	1.4768	-2.70457	2.75674	-0.302433	0.251928	1.35328	0.808726	2.2096	1.50246	-0.930399	0.822352	1.40003	0.876241	0.751086	0.970572	0.352022	-2.39504	1.5254	-0.902819	3.76268	0.927201	2.7368	1.29727	1.71324	-0.581984	3.30433	-0.517583	-2.67103	1.1702	0.887859	1.16809	0.325776	0.819985	-1.07679	1.13108	0.772752	2.41408	-0.435947	1.41271	2.15441	2.98861	-0.139906	-2.90628	3.43365	1.34446	2.80522	1.2163	-1.1772	4.7854	2.47009	-1.32865	2.40626	-0.537256	0.721306	3.43118	1.82415	-0.848281	-4.29223	1.56474	2.55704	1.79568	-1.46367	3.44297	2.20794	-1.67392
GCSH	2.67578	2.74649	1.15936	1.6384	1.32353	0.6506	1.68072	0.734794	1.30963	-0.301135	1.17598	0.478455	0.755561	0.774716	0.289728	-0.438863	0.783546	1.42697	1.22099	1.18871	0.774379	1.79663	1.65937	1.41388	0.807648	1.22157	1.46986	0.500296	0.943291	0.298618	-0.0399027	1.47476	0.664215	0.716413	0.332909	1.41262	1.49143	0.36667	2.5277	1.99757	2.04131	1.00571	-0.157029	0.845653	0.6755	2.13735	1.12217	0.564515	1.09343	0.487856	0.989711	2.80076	2.30602	1.24725	0.447777	0.659437	2.03258	1.27451	-0.0354548	1.8231	1.68603	0.95157	1.55255	2.34368	0.711101	0.740519	1.52295	1.48777	1.60642	1.60442	0.474914	1.72057	-0.0446981	1.33613	-1.16666	0.416519	1.1887	-0.163045	1.90243	1.57263	1.25652	2.05637	0.407499	0.858683	0.976187	2.21336	1.29427	1.41158	2.11417	-0.481731	1.48632	1.63235	2.07948	0.978214	0.218796	-0.145016	0.803028	-0.156697	4.08443	1.51079	1.45203	0.817459	1.25696
GFER	2.31144	2.35333	3.22573	2.68056	2.91762	3.28724	2.80968	4.05758	1.63914	3.53424	3.48988	2.18168	3.34227	2.77107	2.85041	2.13822	2.57017	1.84857	2.40049	1.87973	3.03427	2.60606	3.33975	1.85603	3.07557	3.77729	3.86452	3.17818	3.26092	2.81168	2.5769	3.66661	2.74532	3.06397	3.4155	3.72222	2.87691	3.36219	3.14626	3.18338	3.20863	3.44568	2.39482	3.91349	2.60192	3.10377	3.21557	2.963	3.02455	1.87875	3.18113	3.1747	2.88244	2.73535	3.63444	3.32009	2.91411	2.05529	3.28394	1.9088	3.89038	2.73788	2.4348	1.0086	2.89695	3.80039	3.41457	2.41262	3.00189	2.50308	2.42855	2.40385	2.8211	2.17543	4.10032	1.95147	2.82594	3.97961	2.60897	2.28889	3.10999	2.11439	2.44243	2.0238	2.9248	2.96641	3.86608	2.31864	3.68256	2.72971	3.19582	3.26747	2.68741	1.7651	4.48085	3.4974	3.16319	2.93366	2.16701	2.73054	0.856096	2.29462	3.1272
GFRA2	-4.99189	-4.40622	-4.03654	-3.22461	-1.66951	-4.04517	-3.28224	-2.91678	-1.91873	-1.59843	-3.9308	-1.69142	-2.35333	-3.36561	-2.27607	-3.28414	-5.67871	-3.12256	-2.62333	-3.2327	-5.10912	-1.19307	-4.92219	-2.97175	-4.78232	-3.06363	-4.61681	-5.99475	-4.57852	-4.67821	-2.25651	-5.68411	-2.54578	-2.64195	-2.9718	-4.39906	-4.55195	-2.53949	-4.53348	-4.3409	-6.55845	-1.74464	1.01631	-3.65809	-2.21734	1.84901	-3.56509	-3.00581	-4.26216	-4.56488	-2.93142	-4.64313	-3.46167	-3.09849	-5.20574	-2.53753	-2.83311	-5.08465	-3.1591	-3.94575	-4.4418	-4.95789	-0.379887	-1.48659	-4.45214	-5.32973	-4.4271	-3.56716	-3.00428	-6.34415	-1.88033	-4.114	-2.53576	-2.12147	-5.48365	-3.23666	-3.93663	-3.9226	-2.7102	-1.38964	-4.56498	-4.41464	-5.4447	-5.54557	-3.00551	-5.28876	-5.29055	-1.24624	-4.3338	-8.15209	-3.90645	-3.75453	-3.93854	-3.2966	-3.62649	-4.4655	-2.99764	-3.00198	-3.55918	-3.24404	-5.52293	-3.50626	-5.08264
GHR	-2.27079	-1.96817	-0.421755	-2.31561	2.14023	1.43502	0.481702	2.19149	0.640219	0.94146	0.466889	2.46071	2.18589	-0.106019	1.24077	2.9183	2.85215	1.93179	1.22193	-1.92777	3.44887	-0.524971	0.989185	2.51974	2.97017	2.38244	0.903069	1.62639	-0.466236	-0.333265	1.07389	-0.602197	-0.480244	2.22761	-1.74849	0.686402	-0.406753	2.6223	-3.39917	2.96577	0.564613	2.129	0.905863	2.67797	3.03712	-0.809596	1.17209	0.930033	-2.16924	1.19894	2.91289	0.367036	-2.37297	1.73763	-1.00035	1.85896	2.10044	2.19515	0.167306	-0.0792878	1.09451	-0.28301	-0.998337	-0.0682008	-1.24997	-0.972558	2.56783	0.097665	1.63336	0.993101	2.43969	1.49752	-0.00980116	1.70334	-3.6153	1.67013	2.73049	1.61656	1.25566	3.7167	1.88834	0.753823	0.617783	2.85265	2.10181	1.78584	-1.35335	-1.05608	0.660426	0.219463	-0.170381	-1.03456	-0.10504	2.93836	-0.213412	1.72452	0.42692	0.960123	-2.36074	-0.342655	-2.50376	-0.608103	0.382709
GJA1	4.82096	1.47576	4.27433	4.68065	3.60872	6.11466	7.70254	4.75639	4.96973	4.92913	6.60628	6.4181	5.88736	9.53313	8.13847	7.24935	4.27922	5.59798	6.36501	3.50832	4.29976	4.0742	4.89736	3.94736	2.49958	7.50728	5.43345	7.5835	8.63483	5.60608	3.33573	4.96324	6.19681	4.29245	5.44577	4.64475	6.61326	8.9187	3.79803	4.14947	4.04426	4.78195	5.0176	5.41472	6.58097	4.39407	4.84501	5.67735	3.1216	4.69104	4.63312	5.70316	4.59549	6.34549	2.43	4.92321	3.8783	6.7768	7.2429	4.17542	8.64686	7.92836	4.663	6.27818	5.91452	5.27734	3.27099	6.11294	4.93835	8.98629	5.75762	2.45547	8.84722	5.17931	2.39961	4.68846	4.72795	10.8707	4.9055	3.87089	5.03924	4.19039	4.83179	5.35182	4.96022	6.70342	5.95192	5.89316	5.42001	5.14235	5.31735	5.05697	2.85646	5.78301	4.46443	3.70088	6.17885	7.40651	4.41636	5.80644	2.01514	4.8152	4.43537
GK	0.849349	-1.13261	-2.52846	1.24298	1.13423	0.37323	-0.993642	2.54316	0.624247	1.96276	-0.830261	0.615752	-0.114613	1.28356	1.00159	1.99872	-0.193349	1.22164	-0.284984	0.836531	0.465051	0.203752	-0.436827	0.773779	2.55515	1.69147	0.189672	-0.399206	1.15517	0.857776	2.459	0.983844	-0.356691	1.04678	0.496277	0.285261	0.436841	1.77772	-0.00132355	1.51727	0.863715	-0.755785	1.07385	0.795205	1.14302	0.386806	-0.632515	-0.235746	-0.727284	0.664301	0.418845	0.873934	1.6651	1.36524	1.37737	2.30435	-0.0839009	2.14076	1.29851	1.39269	0.651241	1.04574	1.20126	0.211455	1.22587	0.186219	2.19472	1.29495	1.386	-0.228739	-0.350426	0.130352	1.03881	1.63302	1.81776	1.17582	1.60532	1.03069	0.698042	0.857002	0.531065	0.768362	1.72057	-1.97448	0.721169	-0.129628	1.46681	0.882721	-0.524553	1.38596	-0.107929	-0.12899	0.942591	-0.495736	0.610752	1.46585	-0.352059	1.22035	1.17772	1.19667	-0.290339	1.56327	0.165679
GPC3	-2.82824	1.14245	-0.0534678	1.07102	4.4393	2.17591	1.63741	4.54713	1.46142	1.81403	1.21863	2.59515	2.79538	0.512764	2.46657	1.56622	0.960805	6.5911	2.75852	-0.834591	-0.759919	6.31555	0.171916	2.8871	2.89221	-0.942366	3.83595	0.450667	0.71144	1.4108	0.648185	1.50408	1.35557	4.20261	2.84988	-0.103199	4.84269	7.08385	4.16306	7.02389	-0.0627311	3.05186	2.69735	1.62153	3.8932	-0.39824	-0.628314	1.53892	3.32498	-1.75173	3.45014	3.60497	3.95869	1.25846	-3.21202	2.80241	-0.693922	0.798882	2.5895	-0.284603	1.40256	0.784175	4.10075	1.17456	1.04069	-0.262593	2.09203	5.33111	1.6221	3.51585	2.01821	-0.0517578	2.19836	6.54138	-0.835932	3.21036	3.04066	-0.930808	2.31909	1.90436	4.22636	0.425831	0.172852	-1.5763	1.67437	3.04599	-1.62941	1.62162	1.42688	-0.243022	3.51685	1.21474	0.361505	1.92798	1.09879	6.70382	1.30351	-1.86167	-0.916654	0.881769	-0.652336	0.525719	-1.19911
GCLC	2.03254	1.47608	1.68064	1.52289	2.07655	3.02839	2.22393	2.81392	2.3545	1.66914	2.00951	2.57632	1.65188	4.09765	1.78866	3.37786	3.20722	2.58364	2.18134	3.20596	3.38068	2.10495	2.1359	2.27459	3.0925	2.93184	2.41432	2.22971	2.79718	2.07369	1.88158	2.33938	0.889364	2.38847	2.79429	2.09234	1.917	5.15903	2.8054	1.88335	2.09068	1.25831	2.53643	2.1799	2.04431	0.951883	2.12564	1.1194	2.3476	2.20807	2.31699	1.93774	2.80472	2.51712	3.11921	1.74381	3.0831	2.8751	2.05084	2.4745	2.35471	2.96934	2.30221	1.41946	1.7696	2.18626	2.41613	2.12281	2.50484	2.68214	1.95584	1.8434	2.23557	2.24594	1.83079	2.99696	2.38571	3.79285	2.57175	2.43303	1.48455	2.60593	1.89603	2.04598	2.47828	1.77443	3.36556	2.8227	2.06252	1.43403	1.79418	2.44938	2.39392	2.39651	1.51157	1.19027	3.7698	2.84741	3.38489	1.18256	2.40626	1.89932	2.81621
GLP1R	-6.11147	0.762057	-4.32605	-1.56659	-3.80405	-6.55708	-4.77106	-0.746866	-2.46831	-5.30298	-4.63535	-4.60686	-2.47292	-3.6372	-3.7367	-5.05581	-3.51819	-4.98938	-0.200022	-3.04417	-5.49174	-3.24227	-2.84014	-3.8283	-5.34248	-6.57554	-6.82386	-2.34175	-4.16759	-1.65096	-3.17519	-5.38866	-4.45196	-3.30406	-0.413319	-3.01169	-7.37198	-7.51706	4.03451	-3.70149	-5.67804	-3.29249	-4.68824	-3.15619	-2.10866	-0.769579	-6.93261	-3.59128	-5.28864	-3.36254	-3.49158	-2.17776	-7.79071	-3.89615	-5.17332	-3.91088	-7.76005	-2.66819	-0.40422	-3.6503	-4.14635	-7.77792	-3.89179	-1.93316	-3.47219	-4.44932	-2.67222	-4.78628	-3.02433	-2.10618	-3.77251	1.57377	-3.06134	-2.46987	-4.60324	-2.44208	-0.879892	-3.69426	-2.55561	-2.95503	1.93014	-0.544871	-3.78668	-5.88755	-2.75313	-3.81902	-3.74316	-3.35375	-5.26074	-3.68672	-4.16354	-4.68147	-3.32943	-4.00115	-4.2055	-3.80748	0.185333	-5.99603	-1.91978	0.767301	-3.47259	-5.89887	-4.20223
GLUD1	5.8542	4.77205	5.42448	5.0546	6.05966	5.07473	6.52326	5.57863	5.67705	5.44408	5.64056	6.18746	5.49231	6.05542	5.56319	6.57304	4.79498	5.90027	5.70448	5.4056	6.85306	5.46967	4.40044	5.5594	6.2965	6.25919	5.21323	5.54784	5.57024	5.6074	5.62072	5.61503	5.86791	5.48027	4.44091	6.00241	5.25118	6.88262	4.90653	6.0368	4.76673	5.75525	5.5522	5.56456	6.33683	4.00842	5.39561	6.46229	6.67831	5.20508	6.26785	4.9632	5.93392	5.22111	5.89747	6.02179	6.63089	4.96458	5.923	5.48926	5.72666	5.83562	6.90107	4.85812	5.39054	5.44184	5.24452	6.40274	5.83072	5.76415	5.62009	4.91503	5.63629	5.57627	5.0622	5.7701	7.47498	6.31437	5.54405	6.802	5.48462	5.8643	4.78206	4.82973	5.70611	6.10272	4.84927	4.85713	5.94993	6.07901	5.95246	5.4713	3.02487	6.23645	5.79957	4.82894	4.5554	5.79852	4.69554	6.52059	6.33275	5.60633	6.23709
