Gene	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D1	TCGA-A2-A0D2	TCGA-A2-A0EQ	TCGA-A2-A0EV	TCGA-A2-A0EX	TCGA-A2-A0EY	TCGA-A2-A0SX	TCGA-A2-A0T1	TCGA-A2-A0T3	TCGA-A2-A0T6	TCGA-A2-A0T7	TCGA-A2-A0YC	TCGA-A2-A0YD	TCGA-A2-A0YF	TCGA-A2-A0YG	TCGA-A2-A0YI	TCGA-A2-A0YL	TCGA-A2-A0YM	TCGA-A7-A0CD	TCGA-A7-A0CE	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A8-A06N	TCGA-A8-A06Z	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A08G	TCGA-A8-A08Z	TCGA-A8-A09G	TCGA-A8-A09I	TCGA-AN-A04A	TCGA-AN-A0AJ	TCGA-AN-A0AL	TCGA-AN-A0AM	TCGA-AN-A0AS	TCGA-AN-A0FK	TCGA-AN-A0FL	TCGA-AO-A03O	TCGA-AO-A0J6	TCGA-AO-A0J9	TCGA-AO-A0JC	TCGA-AO-A0JE	TCGA-AO-A0JJ	TCGA-AO-A0JL	TCGA-AO-A0JM	TCGA-AO-A126	TCGA-AO-A12B	TCGA-AO-A12D	TCGA-AO-A12E	TCGA-AO-A12F	TCGA-AR-A0TR	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TX	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-AR-A1AP	TCGA-AR-A1AQ	TCGA-AR-A1AS	TCGA-AR-A1AV	TCGA-AR-A1AW	TCGA-BH-A0AV	TCGA-BH-A0BV	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C1	TCGA-BH-A0C7	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0E0	TCGA-BH-A0E1	TCGA-BH-A0E9	TCGA-BH-A0EE	TCGA-BH-A0HK	TCGA-BH-A0HP	TCGA-BH-A18N	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18U	TCGA-BH-A18V	TCGA-C8-A12L	TCGA-C8-A12P	TCGA-C8-A12Q	TCGA-C8-A12T	TCGA-C8-A12U	TCGA-C8-A12V	TCGA-C8-A12W	TCGA-C8-A12Z	TCGA-C8-A130	TCGA-C8-A131	TCGA-C8-A134	TCGA-C8-A135	TCGA-C8-A138	TCGA-D8-A13Y	TCGA-D8-A142	TCGA-E2-A10A	TCGA-E2-A150	TCGA-E2-A154	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A15A
CIZ1	-0.029475	-1.33414	-1.13569	0.069047	0.0658064	-0.209425	0.0831134	0.188598	0.173598	-0.714869	0.0986808	0.0820774	-1.10076	0.123222	-0.43639	0.0605591	0.277639	-0.965261	-0.979905	0.560283	-1.41778	0.049157	0.333411	0.106365	0.123164	0.652037	-0.0344045	0.279773	-1.1565	0.156979	-0.119242	-0.591168	0.526978	0.136402	-0.186624	-0.0748388	-0.90642	0.259425	-0.149629	0.708181	0.0260089	0.127644	0.158667	0.0928898	0.128858	0.0428362	-0.0999339	0.327081	-0.460544	0.0433113	-0.0437013	-0.0989639	0.313876	0.203068	0.746109	-0.631664	-1.46504	-0.183201	-0.321249	-1.59028	0.0556629	1.2384	-0.235733	0.131299	-0.0585267	-0.730163	-0.236925	-0.138377	0.454244	0.0590872	0.18762	-0.776878	-0.0757426	-0.0448188	-0.78393	-0.508416	-0.895136	0.0851004	-0.00211128	-0.396842	-0.0224732	-0.344891	0.232044	-0.571594	-0.550191	-0.165921	0.006245	-0.250631	-0.988527	-0.35084	0.0407693	-0.117587	-0.2881	-0.0951075	0.303941	-0.426513	-0.161076	-0.659463	-0.72883	-0.113709	0.146946	-1.03357	0.0907476
CLASP1	0.337373	0.573814	-0.492745	0.0666387	0.0554838	-0.273579	0.117529	-0.0618785	-0.126591	-0.0409562	0.0462793	-0.105492	0.160568	-0.0395756	-0.252681	-0.00862859	0.106339	-0.420642	-0.0765267	-0.202621	-0.886218	0.0278768	0.259616	-0.0667357	-0.0766136	0.266523	-0.0588274	-0.0413658	-0.301029	0.0408893	-0.432111	-0.224411	0.388738	-0.455653	0.384281	-0.133713	-0.384702	-0.157386	0.109672	0.308408	-0.0549604	0.00393347	-0.278952	-0.0201582	-0.247723	0.265661	0.0272204	-0.0520168	-0.304278	0.124614	-0.143137	0.442877	-0.255929	-0.0164181	0.319209	-0.153048	-0.315185	-0.0945263	0.081842	0.0849907	-0.185908	-0.00969155	0.0767358	0.117543	-0.0497225	-0.0209197	-0.142834	-0.345812	-0.115667	0.0157776	-0.0321299	-0.321568	-0.127218	-0.109829	-0.518309	-0.270977	-0.326178	-0.141187	-0.214814	-0.261635	-0.211354	-0.134466	0.318635	-0.202723	0.20291	-0.168793	0.243261	0.42473	-0.871077	-0.355451	0.123511	0.229858	0.331308	-0.100984	-0.0720856	-0.389194	0.414341	0.335526	-0.642549	-0.0342454	0.467739	-0.552834	0.119139
CLIC1	0.142133	0.812383	0.579976	-0.0758181	-0.294427	0.345741	-0.183334	-0.44513	-0.0942252	1.00812	-0.348008	0.0868475	0.911816	-0.0790395	0.172304	0.0365128	-0.113007	0.588927	0.749001	-0.162265	1.33405	-0.016204	-0.161423	0.0107283	-0.463797	-0.279217	0.000670346	-0.00964793	0.477985	0.0706875	-0.23597	0.605027	-0.0766293	0.703045	-0.446864	0.0472074	0.442119	0.280371	-0.483613	-0.638321	-0.210732	-0.117731	0.0396661	-0.367937	-0.351845	0.118907	-0.0741157	-0.109272	0.393744	-0.018675	-0.248218	-0.374864	-0.443331	-0.0970351	-0.243384	0.102612	0.555743	0.16195	-0.477054	0.544774	-0.267449	-0.311181	-0.289206	0.419877	0.0881667	0.772008	0.445804	-0.111951	-0.0223278	-0.198184	-0.0345472	0.794215	-0.148877	-0.398482	0.554284	0.446012	0.656288	-0.341242	-0.0836039	1.14324	-0.0625723	0.00820753	-0.364034	0.362898	0.521816	0.259157	-0.0773286	0.0261151	0.565797	0.545645	-0.313485	0.143646	0.145808	-0.0287542	-0.0450323	0.63777	0.228248	0.170634	1.00679	0.00398931	-0.963562	1.89503	-0.114555
CLIC2	0.0624121	0.334332	-0.281225	0.218396	0.56273	0.864873	0.519201	0.0555181	0.998859	0.222083	-0.109497	0.133685	-0.172663	-0.298893	0.587935	0.411094	0.225408	0.965284	0.483039	1.24049	0.21374	-0.228583	-0.401978	-0.168456	-0.717141	0.0375075	-0.17103	-0.419741	0.659889	-0.178177	0.449234	0.291657	-0.463611	1.02474	-1.01799	0.13414	-0.18445	-0.612419	-0.959448	-0.382776	0.785903	0.200031	0.444181	0.761063	0.569089	0.136551	-0.142269	-0.658102	-0.598443	0.329264	-0.137607	-0.592553	-0.777832	0.748123	0.166716	0.850337	-0.019125	0.271445	0.199946	0.443698	-0.632606	-0.128316	0.70149	0.821858	0.347015	1.01595	1.26978	0.187458	0.259539	-0.498721	0.0711196	0.244332	0.394899	0.6473	-0.179301	0.593882	0.753178	-0.646305	0.440479	0.466883	0.465832	0.15719	-0.381994	0.305056	0.455853	0.344928	0.227957	1.12588	0.409655	0.56747	-0.163446	-0.06033	0.0458041	0.304056	-0.322771	-0.411904	0.43813	-0.165639	0.436442	0.122933	-0.105128	1.06436	0.317359
CLIP1	0.568325	-1.21859	-0.683366	-0.144654	-0.147066	0.0512682	-0.133346	-0.175937	-0.0175935	-0.48845	-0.168673	-0.012671	-0.435418	-0.0104898	-0.235882	-0.0800591	-0.265028	-0.788058	-0.490039	-0.0518892	-0.634979	0.15796	-0.324138	0.432763	0.190958	-0.0128829	-0.203579	0.247215	-0.556844	0.177497	-0.333427	-0.323115	0.12766	-0.183889	0.563127	0.0093537	-0.219168	-0.232881	-0.00036107	-0.336783	0.0278596	0.493439	-0.279858	-0.129889	0.110057	-0.259866	-0.397292	-0.00892851	0.181386	-0.182682	0.261505	0.119249	0.11693	-0.141256	0.836281	-0.156137	-0.25994	-0.0390539	-0.0118697	-0.643826	-0.266988	-0.184752	-0.257099	-0.221409	-0.116356	-0.713929	-0.301071	0.18671	-0.219181	-0.523237	-0.261611	-0.273502	0.0229989	-0.0876792	-0.829845	-0.431675	-0.320639	0.566401	0.10182	-0.427738	-0.0415525	0.0189142	0.50488	-0.220792	-0.442981	-0.0449488	-0.340257	0.0555761	-0.531909	-0.357464	-0.329945	-0.192983	0.236103	-0.40808	-0.0773294	-0.564721	-0.128997	-0.54639	-1.19283	-0.229936	-0.0953676	-0.578145	0.0384131
CLPB	-0.0816959	0.255211	0.74574	0.365159	0.497506	0.0433549	-0.35158	0.0845683	-0.218918	0.0770497	-0.0972225	-0.245336	-0.270368	-0.0600263	0.0836018	0.0155237	-0.130398	0.366029	-0.0896304	-0.0196971	0.00919945	-0.249921	0.500773	0.0623345	0.10538	0.057782	-0.181456	-0.184737	0.685734	0.00878694	0.0344859	0.259041	-0.168522	0.44511	0.190511	-0.096789	0.491729	0.0475732	0.329792	0.0408305	0.0900495	-0.137509	-0.101986	0.143928	-0.192848	0.343886	-0.475757	-0.321284	0.423905	-0.0805288	-0.262459	0.279475	-0.167326	0.0562976	0.125639	0.267951	-0.0215133	0.00218989	0.115842	0.223518	-0.105599	0.216693	-0.10598	-0.185308	-0.323887	0.52905	0.833396	0.526496	0.350191	-0.473829	-0.124334	0.182849	-0.0476644	-0.181972	0.388199	0.125703	0.123937	0.256907	0.00789373	0.364737	0.125126	0.47947	0.494295	0.58158	-0.0334264	0.0253068	0.169391	-0.0864731	0.480807	0.197962	0.840629	-0.0858731	-0.133745	0.164089	-0.196732	0.311395	0.111048	0.136313	0.00992474	0.31531	0.131831	0.408836	-0.164671
CLTC	-0.203927	0.337759	0.521858	-0.195127	-0.21127	0.106061	-0.162383	-0.00714142	-0.408162	0.443009	-0.0633327	-0.110969	0.590048	-0.163991	0.00387805	-0.0911883	0.597581	0.129084	0.479427	0.00681624	0.34854	-0.285752	-0.0367072	-0.175835	0.0715653	-0.0756787	0.430022	-0.164415	0.557422	-0.147132	0.556125	1.36004	-0.030686	-0.00580165	0.322256	-0.132221	0.0909452	-0.080833	-0.0304488	-0.326348	-0.210272	-0.118032	0.258941	-0.455684	-0.38514	-0.376025	0.431983	0.0821316	0.167968	-0.0263068	0.124294	-0.0176023	-0.396655	0.000273478	-0.131535	0.00701531	0.98247	-0.0355205	-0.0324331	0.0979993	-0.31528	0.000367604	-0.203959	-0.0323802	-0.302133	0.376977	0.425961	-0.0225676	-0.725837	-0.0342886	0.0809095	0.304055	-0.0341022	-0.292833	1.06535	0.0378147	0.133525	-0.196858	-0.105422	1.44571	-0.439175	-0.0656722	-0.0557917	0.590779	0.28562	-0.171666	0.457509	-0.151998	0.544527	0.306761	-0.235789	0.0301034	0.0968428	0.121617	0.16178	0.539437	0.110494	0.431646	0.576792	-0.0576072	-0.502846	0.582335	-0.293463
CNBP	0.229714	-1.57118	-2.14137	-0.309613	0.231429	-0.963002	0.0153213	0.139259	0.00746363	-1.20318	-0.491121	-0.413713	-1.63674	0.026688	-0.850568	0.16278	-0.0735367	-2.36049	-1.24613	-0.295077	-1.02585	-0.00906915	-0.0469145	0.204064	-0.399264	-0.239832	-0.150103	0.517429	-1.47772	0.227215	-1.02949	-1.68897	-0.00638687	0.0129157	0.27565	-0.0705763	-1.19453	-0.176703	0.085231	0.27134	-0.686345	0.0637582	-0.0503107	-0.200929	0.0243888	-0.0480992	-0.568486	0.545712	-0.180245	0.410106	-0.0996288	0.0712514	-0.00994152	-0.25171	-0.233538	-1.21448	-1.82989	0.0427689	-0.0843382	-1.85555	0.135321	-0.515594	-0.00599256	-0.230699	0.00215364	-2.04942	-2.06497	-0.369529	-0.991677	-1.16899	-0.126949	-1.58158	-0.312863	-0.309284	-2.71324	-1.55338	-1.1342	-0.111775	0.178201	-0.880363	-0.329959	-0.674789	-0.0134445	-1.56056	-1.28804	-0.0785204	0.102355	0.156535	-1.21458	-0.87827	0.488866	-0.106252	0.460528	-0.728492	0.0414045	-2.32616	-0.427121	-1.74982	-2.15271	-0.883185	0.930955	-1.08266	0.113631
CNOT3	0.0386374	-0.998916	-0.180764	-0.100876	0.0534304	-0.474113	0.00828847	-0.168587	0.0169613	0.0486864	-0.0809025	0.0539523	-0.534788	-0.0358782	-0.335114	-0.0123729	0.0477226	-0.816708	0.0203093	-0.277207	-0.980492	-0.0548629	0.0742189	0.233967	-0.167182	0.293563	0.0702124	0.0755222	0.054392	0.0666938	0.147145	-0.380165	-0.0585069	-0.217775	0.172753	-0.0031533	-0.322969	-0.160303	-0.353322	0.184924	-0.553346	0.0677073	-0.0810086	-0.11753	-0.0510191	-0.0486731	0.10751	-0.0602916	-0.0890064	0.0620107	-0.250289	0.43116	0.244928	0.0964505	0.132008	-0.302605	-1.02462	-0.250827	0.0689364	-0.584125	-0.0826658	-0.0293948	-0.0801216	-0.0148024	-0.0585708	0.0415131	-0.516361	-0.134275	-0.00678333	0.161383	0.1186	0.0307421	-0.0936009	-0.0353503	-0.390073	-1.01137	-0.801263	-0.0746367	-0.000187211	0.132153	-0.0425576	-0.928853	0.218115	-0.730729	-0.40034	0.125098	0.0926737	-0.0914679	-0.882746	-0.492246	0.19262	0.0046263	-0.0521948	0.0897519	0.127239	-0.398586	-0.212968	0.430601	-0.834667	-0.0219407	0.261307	-0.745008	-0.106585
CNOT4	-0.0888402	0.953729	0.10562	0.444911	-0.0107206	0.372646	0.0169138	-0.0671559	-0.182223	0.130817	0.483213	0.256082	0.673687	-0.00701918	0.144204	-0.0451641	0.153553	-0.0843412	0.398328	-0.0165072	-0.456347	0.432256	0.302851	0.146858	-0.0217261	-0.538654	-0.14344	0.0247051	-0.0518539	0.360454	0.620378	0.41045	-0.32764	-0.0695096	0.122296	-0.103083	0.342112	0.152567	-0.314037	0.013665	0.0469975	0.136048	0.145887	-0.278759	0.0739158	0.378618	-0.0699974	-0.117338	0.286613	-0.162047	0.100636	0.0169869	0.0493665	-0.0462311	0.152541	0.0734273	-0.00999947	0.70931	-0.0765545	-0.0924266	0.00231106	-0.218805	0.0164123	-0.0467492	0.165787	0.544762	0.438498	-0.0489243	-0.074623	0.480623	0.00443489	0.0677373	0.0669155	-0.0589026	0.378327	0.657996	0.0255023	0.0381085	-0.117894	0.733593	0.143024	0.616207	0.0352583	0.0127171	0.713862	0.175438	-0.085328	0.11014	-1.00895	0.470152	0.193658	-0.0673469	0.330493	-0.0479637	-0.265277	0.824676	0.00339637	-0.287745	0.522669	0.276068	0.187148	0.117087	0.0388513
CNOT8	-0.225023	0.291253	-0.0391311	-0.438959	-0.182122	-0.940411	-0.123131	-0.109611	-0.088861	-0.894668	-0.565681	-1.50164	-0.29929	-0.0514093	-0.829912	0.104105	0.174471	-0.607492	-0.678081	-0.208115	0.113383	-0.490528	0.0024673	-0.263239	0.306839	0.522882	0.520781	0.0994715	0.228183	0.162316	-1.75892	-1.14068	0.42789	-0.0582747	0.0131502	0.424266	-0.233776	-0.517295	-1.08162	1.10235	-0.510512	0.245441	-0.38898	-0.235656	-0.302526	-0.306372	-0.713894	0.142601	-0.682292	0.269202	-0.408491	-0.210271	0.384575	0.357794	0.159093	-0.648649	-2.50234	-1.18169	0.234359	-0.592582	0.0705435	1.1	0.11912	-1.02789	0.0516978	0.959265	-0.689239	0.453703	0.0642441	-0.0534432	0.222234	-0.199468	-0.947684	-0.13956	0.010286	-1.78142	-1.89033	0.238124	-0.639162	0.043884	-0.639304	-2.30827	-0.304841	1.2873	-0.316079	-0.655478	0.616185	-0.754602	0.75794	-0.692505	-0.0390692	-0.05326	-0.504065	-0.903343	0.24622	-1.20127	-0.858561	1.32195	-0.24715	-0.949402	-0.267442	-1.15211	-0.100922
COL14A1	-1.08054	-0.732105	0.277779	0.762117	-0.430591	0.669643	1.77718	0.765348	1.22575	-1.10319	0.736314	1.57068	0.259213	0.38283	1.01941	1.03458	0.512215	2.25757	2.21033	2.14618	1.24879	-1.36366	0.0689959	0.83048	-1.42924	-0.591037	-0.816839	-0.933359	0.154638	-0.877567	0.141931	-0.0960318	-0.676582	-1.24538	-1.5922	-0.202202	0.150533	-0.540341	-1.26936	-1.78844	1.66419	0.789383	-0.696328	0.444239	1.06625	0.156489	0.69956	0.427431	-1.64092	-0.484886	-0.031701	0.512333	-2.25121	-0.208503	-0.674951	1.045	1.21885	-1.00819	0.562993	-0.519546	-1.45838	-0.677058	-1.0281	2.09902	1.07753	0.495015	0.280561	-1.29789	-0.191442	-0.71581	0.91739	0.248944	1.85614	2.03682	-0.584956	1.31614	2.24329	-0.986127	0.205063	-0.370075	0.379386	-0.273935	-0.754945	-0.52022	0.820875	-0.0554543	-0.985021	0.47445	1.26438	1.57987	0.57006	-1.51772	-0.703374	1.07274	-0.954842	-0.505607	1.20039	-0.292405	1.41323	0.178881	-0.977259	-0.1228	0.151256
COL16A1	0.0616777	-2.9475	-1.85729	-0.0812412	-0.481357	-0.58428	1.19722	0.106856	0.165407	-2.86291	0.888147	1.46637	-1.13944	0.773173	0.16402	0.322717	0.0975954	-2.28634	-1.30202	0.650119	-1.87902	-0.471024	-0.530716	-0.0758135	-0.523468	-0.0783943	0.673104	-0.100261	-1.70525	0.442408	-0.967368	-1.70945	0.0413261	-0.737198	-0.0944172	-0.00452405	-1.10049	0.672366	-0.587793	-0.357626	0.737839	0.573053	-0.288095	0.502837	0.571028	0.0788769	0.536371	0.657517	-1.13458	0.277824	-0.563616	-0.210892	-0.459104	0.129484	-0.390322	-0.932163	-3.12967	-0.766542	0.409784	-2.7236	0.343268	0.175977	-0.606303	0.0414595	0.285452	-1.09275	-3.01679	-0.944093	0.698147	-1.37277	0.6547	-1.47412	0.16026	1.76287	-2.75473	-1.75854	-1.52753	-0.446151	-0.912775	-1.15273	0.409077	-1.22616	-0.443941	-4.17195	-1.54617	0.0351941	-0.099472	-0.055869	-1.99118	-0.370479	0.613775	0.268121	0.327497	0.165808	0.499829	-2.2961	0.346088	-2.14308	-2.02917	0.291331	-0.598998	-1.17512	0.209156
COL18A1	0.134178	-0.401726	-0.582411	0.130259	-0.140698	0.786498	0.471914	0.395199	0.480022	-0.225896	0.399184	0.496267	-0.156376	0.241441	0.580256	0.340508	0.46278	-0.183443	0.200785	1.16545	-0.251464	0.0186522	-0.249298	0.11208	0.693868	-0.302888	-0.145164	-0.451528	-0.579644	0.0278375	-0.215559	-0.367666	-0.0834164	-0.99874	0.0507429	-0.263608	0.199133	0.330064	0.568575	-0.447153	1.36906	0.410586	-0.264208	0.0893671	0.33735	0.602794	0.0738718	-0.183824	-0.374033	-0.00437016	0.229433	0.589955	-0.721312	0.253191	-0.0889058	0.405869	-0.428658	-0.60557	0.0766358	-0.104517	-0.281268	-0.300441	-0.485721	0.718562	-0.0319993	-0.199213	-0.239108	-0.723145	-0.546306	-0.844553	0.332697	-0.646029	1.03768	0.656484	-0.463463	0.323177	0.055607	0.117186	0.0199278	-1.08714	-0.213186	-0.432648	-0.213893	-0.789283	0.16734	0.0641169	-0.160481	0.125908	-0.17933	0.23709	0.148569	-0.0425995	0.526956	0.549283	-0.208993	-0.760508	0.551878	-0.116633	0.128708	0.111738	-0.278865	-1.13163	-0.104455
COL5A3	-0.12731	-0.269269	0.16069	0.548213	-0.0842711	0.600499	0.494733	-0.263458	0.221127	1.34248	1.08367	0.706138	1.76141	0.991884	0.926931	0.0869706	0.237334	2.18551	0.259079	0.447692	0.610692	-0.175018	-0.0639148	0.0336856	-0.0631129	0.324116	0.0916778	-0.123146	-0.0197683	-0.0475138	0.259699	-0.0558189	0.580075	-0.734529	-0.295403	-0.060264	2.03628	0.709178	0.0179225	-0.302484	0.450031	0.166775	-0.675732	0.010743	0.128985	0.189258	0.644843	0.345199	-0.454315	-0.180868	-0.226541	0.0615223	-1.04257	-0.556229	-0.586628	0.647868	1.75875	-0.700836	0.240935	1.11603	0.181127	0.993416	-0.426376	0.646269	0.160142	0.286075	0.832331	-0.763919	1.63484	0.289762	0.290418	0.0642153	0.837051	0.462913	0.458488	0.0420149	0.754068	0.716095	-0.22129	0.282292	-0.135807	0.193485	-0.214251	0.687692	0.515183	0.12115	-0.339311	-0.155333	0.202424	0.605423	0.237791	0.287654	-0.0727823	0.339622	0.0358299	0.750904	0.346313	0.31034	0.932927	0.593791	-0.567395	0.566413	0.00382059
COPE	-0.175142	1.08595	1.51141	-0.00683291	-0.24755	0.32446	-0.102612	0.100648	-0.237515	0.975794	-0.0666492	-0.00516018	0.941165	-0.0390809	0.428329	-0.24133	0.0523156	1.15273	0.811043	-0.11366	0.98386	-0.206128	-0.139467	-0.125374	-0.411636	0.198846	-0.063996	-0.0464669	1.13935	-0.0392113	0.735869	0.768857	-0.025818	0.432561	-0.118677	0.00543517	1.00616	0.302798	-0.0527079	-0.397604	-0.208762	-0.0255521	0.240453	-0.221426	-0.22606	-0.0651239	0.176866	-0.103132	0.666957	0.192239	-0.212587	-0.279613	-0.157496	-0.222819	-0.223097	0.462628	1.27696	0.118294	-0.16457	0.990632	-0.0959546	0.148059	-0.122601	0.118105	0.174727	0.806588	1.04131	0.0780424	0.555606	0.200894	0.015195	0.35022	0.190106	-0.128396	1.01951	0.497285	0.873061	-0.236689	-0.106704	0.803067	0.0749769	0.511044	0.168765	1.15607	0.940225	0.274608	-0.071686	-0.246427	1.07471	0.93549	-0.128585	0.207836	-0.0965881	0.187005	0.116687	0.679298	0.0296737	0.881304	1.0915	0.183947	-0.267947	1.24095	-0.281088
COPS2	-0.0509455	0.0623611	0.067237	0.189432	-0.0223323	0.202643	0.282072	0.00643164	0.105892	-0.00411878	0.206942	0.42873	0.556685	0.23353	0.221655	0.137	0.0347397	0.438172	0.285253	0.155814	-0.248995	0.0687748	-0.206811	0.118608	0.190229	-0.172826	-0.0366408	0.0373888	0.408118	0.234841	0.136852	0.309981	0.148581	0.0981865	-0.306709	0.134656	0.29968	0.0409712	-0.0406317	0.0159294	0.181507	0.291913	0.383796	0.119136	0.431794	-0.115295	-0.00692732	0.133929	0.580102	-0.179049	0.361807	-0.0287886	0.116267	-0.0321892	-0.149184	0.340921	-0.0686436	-0.160762	0.337905	0.54869	-0.0570752	-0.195447	-0.0257169	0.304226	0.21466	0.170634	0.784521	0.40274	-0.0797281	-0.625414	0.19229	0.192723	0.217403	0.0442753	0.0541588	0.0991674	0.191203	0.54636	0.190926	0.121927	0.420805	0.263919	-0.0468869	0.473409	0.198056	-0.180691	-0.120789	-0.116421	-0.0170167	0.349891	0.0936883	0.0359581	-0.192275	0.256606	-0.25104	0.420685	0.0612189	0.450548	0.274614	0.336266	-0.0519448	0.416309	0.181647
COPS3	-0.0517979	-0.214255	-0.164902	-0.0985965	-0.0430534	-0.13943	0.165229	-0.0131529	-0.167452	-0.117705	0.153822	0.398353	-0.624804	0.159843	-0.143244	0.0414966	-0.152004	-0.170113	0.0924362	0.0928478	0.775882	0.0873504	-0.180057	0.012785	-0.0165623	-0.204651	-0.0926046	0.117839	-0.324994	0.177453	-0.134242	-0.141615	0.0850112	0.0846389	-0.179937	0.0908178	-0.45821	0.0396531	-0.333111	0.0822758	-0.0654156	0.0469251	0.465625	-0.379092	0.0929133	0.020184	-0.132933	0.300704	0.546162	-0.0395337	0.372278	0.0701991	0.0898386	-0.184735	-0.0975709	0.00843781	-0.598573	-0.201529	0.266813	-0.14691	-0.0745193	0.18766	-0.00548664	0.0530595	0.0487938	2.30316e-05	0.0489649	0.217553	0.172942	-0.460638	0.065307	0.195356	0.058424	-0.272249	0.543935	-0.0322847	-0.406509	0.435266	-0.116297	0.165566	0.252854	-0.358328	-0.154748	-0.464063	-0.595011	-0.0271754	-0.0308233	-0.18543	0.387874	0.109055	0.144748	-0.0671391	-0.11136	0.205779	-0.261123	0.251263	-0.060462	0.0643788	-0.730873	0.248037	-0.248365	0.0543655	-0.0413189
COPS6	-0.0831455	0.954852	1.52933	0.171528	0.0215488	0.547784	0.260339	-0.0270793	0.0671303	1.01672	0.197735	0.590622	0.808766	0.292083	0.597575	0.0546816	-0.149645	1.34312	1.25364	0.142509	1.00876	0.0998418	-0.32153	0.154532	0.0365511	-0.357674	-0.0870776	0.0297306	1.31275	0.316377	0.263419	0.202472	-0.0788907	0.385301	-0.370669	0.125458	0.923217	0.142303	-0.0995296	-0.0566488	0.142891	0.141155	0.480113	-0.00259397	0.308959	-0.00539214	-0.035421	0.1882	0.342886	-0.125639	0.248649	-0.182075	0.107917	-0.015238	-0.126959	0.614183	0.610495	-0.0988858	0.360924	0.700651	-0.0640421	-0.246426	0.00411783	0.256989	0.234264	0.827518	1.31392	0.308123	0.268447	0.34148	0.0882479	0.6648	0.295859	0.146274	0.906796	0.586497	0.65064	0.44062	0.206275	0.619826	0.528068	0.463109	0.0287979	0.525194	0.645773	0.14306	-0.0595206	-0.124206	1.16993	0.702462	0.216323	-0.102928	-0.193308	0.290002	-0.135273	0.633079	0.0854308	1.02483	0.76286	0.567907	-0.171424	1.05334	0.0271905
COPS7B	0.0787119	-0.294533	0.617786	0.0822733	0.0658329	0.0569899	0.109737	-0.0727959	-0.0182442	0.466087	0.138455	0.230258	-0.0113581	0.102136	0.0570548	-0.0523087	-0.25044	0.246546	0.365942	-0.223221	-0.480842	-0.109335	0.177472	0.16443	0.154988	-0.151101	0.0499424	-0.0308861	0.733188	0.519465	-0.0110096	0.0748783	0.198555	0.454206	-0.191463	-0.0228913	0.250295	-0.316454	-0.064465	-0.348993	0.120717	0.0127977	0.125139	-0.245274	0.00958352	0.19952	0.0039375	0.389877	0.0830683	-0.0630041	0.102389	0.331517	0.0102058	-0.0385876	-0.0649864	0.140639	-0.287854	0.116907	0.160178	1.10709	-0.0877397	0.46781	0.174567	-0.0023519	0.0604446	0.405281	0.370752	0.500238	-0.492311	0.316884	0.0529286	0.128597	0.120013	-0.00632583	0.055586	0.262928	0.170964	0.0152486	0.180235	-0.236673	0.229739	0.330531	-0.463979	0.332996	0.238176	0.22636	0.232993	0.0446836	0.462291	0.406674	-0.0527979	0.187756	0.0951945	-0.0632323	-0.604952	-0.0246775	0.121484	0.621654	0.391999	0.268904	-0.0920849	-0.108735	-0.154962
CORO1C	0.446599	0.142918	-0.943128	0.18897	0.175004	-0.124017	-0.0489363	0.00998348	0.235527	0.375217	-0.369168	-0.263935	0.279855	0.127015	-0.0389256	0.0350283	-0.274685	-0.592816	0.0798306	0.652325	-0.00302304	-0.278747	-0.0630325	0.0965168	-0.549567	-0.425244	0.364758	0.0578204	-0.102209	0.258187	-0.458643	-0.289482	0.0589061	0.205667	0.0143364	0.115547	0.0230878	0.0283471	-0.759686	-0.16772	0.611366	0.166468	-0.340799	0.107652	0.11188	0.316057	0.0280049	-0.292947	-0.913575	0.256509	-0.676546	0.132596	-1.0687	0.36831	-0.0656137	-0.160877	-0.653986	0.147653	-0.0590967	-0.110363	0.0366588	-0.0857175	0.198829	0.164524	-0.024147	-0.1548	0.151783	0.12327	-0.192105	-0.32577	0.0133188	-0.233936	0.0233488	-0.00431191	-0.274427	-0.791609	-0.247097	-0.304659	-0.0366538	-0.124052	0.0465008	0.223504	0.183355	-0.113778	-0.0573118	-0.145202	-0.00509773	0.0775176	-0.542846	-0.508964	0.121336	0.390813	0.780597	-0.337393	0.00909272	-0.755368	0.209609	-0.993218	-0.891136	-0.237982	0.436269	0.419196	0.124366
