Gene	TCGA-A2-A0CM	TCGA-A2-A0D0	TCGA-A2-A0D1	TCGA-A2-A0D2	TCGA-A2-A0EQ	TCGA-A2-A0EV	TCGA-A2-A0EX	TCGA-A2-A0EY	TCGA-A2-A0SX	TCGA-A2-A0T1	TCGA-A2-A0T3	TCGA-A2-A0T6	TCGA-A2-A0T7	TCGA-A2-A0YC	TCGA-A2-A0YD	TCGA-A2-A0YF	TCGA-A2-A0YG	TCGA-A2-A0YI	TCGA-A2-A0YL	TCGA-A2-A0YM	TCGA-A7-A0CD	TCGA-A7-A0CE	TCGA-A7-A0CJ	TCGA-A7-A13F	TCGA-A8-A06N	TCGA-A8-A06Z	TCGA-A8-A076	TCGA-A8-A079	TCGA-A8-A08G	TCGA-A8-A08Z	TCGA-A8-A09G	TCGA-A8-A09I	TCGA-AN-A04A	TCGA-AN-A0AJ	TCGA-AN-A0AL	TCGA-AN-A0AM	TCGA-AN-A0AS	TCGA-AN-A0FK	TCGA-AN-A0FL	TCGA-AO-A03O	TCGA-AO-A0J6	TCGA-AO-A0J9	TCGA-AO-A0JC	TCGA-AO-A0JE	TCGA-AO-A0JJ	TCGA-AO-A0JL	TCGA-AO-A0JM	TCGA-AO-A126	TCGA-AO-A12B	TCGA-AO-A12D	TCGA-AO-A12E	TCGA-AO-A12F	TCGA-AR-A0TR	TCGA-AR-A0TT	TCGA-AR-A0TV	TCGA-AR-A0TX	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-AR-A1AP	TCGA-AR-A1AQ	TCGA-AR-A1AS	TCGA-AR-A1AV	TCGA-AR-A1AW	TCGA-BH-A0AV	TCGA-BH-A0BV	TCGA-BH-A0BZ	TCGA-BH-A0C0	TCGA-BH-A0C1	TCGA-BH-A0C7	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0E0	TCGA-BH-A0E1	TCGA-BH-A0E9	TCGA-BH-A0EE	TCGA-BH-A0HK	TCGA-BH-A0HP	TCGA-BH-A18N	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18U	TCGA-BH-A18V	TCGA-C8-A12L	TCGA-C8-A12P	TCGA-C8-A12Q	TCGA-C8-A12T	TCGA-C8-A12U	TCGA-C8-A12V	TCGA-C8-A12W	TCGA-C8-A12Z	TCGA-C8-A130	TCGA-C8-A131	TCGA-C8-A134	TCGA-C8-A135	TCGA-C8-A138	TCGA-D8-A13Y	TCGA-D8-A142	TCGA-E2-A10A	TCGA-E2-A150	TCGA-E2-A154	TCGA-E2-A158	TCGA-E2-A159	TCGA-E2-A15A
MNDA	0.102027	0.287765	-1.16722	0.0397443	0.207129	0.333309	-0.132919	-0.148806	0.719347	-1.16458	-0.73306	-0.40867	-0.72253	-0.0735274	-0.473844	-0.299771	-0.264747	-0.788986	-1.12527	0.210366	-1.57327	-0.0327758	-0.380337	-0.404955	-0.637791	-0.780183	-0.09516	-0.871623	-0.533353	-0.837551	-0.641856	-0.578223	-0.460682	-0.390826	-0.418152	0.0379272	-0.623156	-0.691977	-1.12671	-0.611981	-0.359549	0.103544	-0.350601	0.263273	0.456076	0.0736245	-0.343385	-0.871555	-0.835872	-0.387112	-1.00954	-0.873442	-0.518373	0.637847	-0.119268	0.658385	-0.606858	2.07224	0.0042284	-1.10757	-0.512939	-0.502639	-0.050771	0.0449851	0.0431659	-1.39989	-0.464484	0.344042	-1.19546	-1.07711	-0.394858	-0.541345	-0.29839	-0.131457	-0.332822	-0.544491	0.248259	-0.906731	0.202053	-1.08099	0.0517366	0.0222716	0.465739	-0.720776	-0.461322	-0.447797	0.657029	0.832067	-1.61504	-0.152719	-0.440538	1.49831	-0.0355302	-0.216746	-0.589556	-1.88415	0.126618	-1.63923	-1.0405	-0.885243	-0.383402	-1.67814	-0.0680659
MRPL23	0.382846	1.41981	0.559356	0.251457	0.358696	0.321135	-0.262162	-0.115192	-0.519115	1.12135	-0.182032	-0.426873	0.321675	0.116359	0.155789	-0.241277	-0.240916	0.066236	0.853208	-0.544624	1.409	-0.0803978	0.474032	-0.0980402	0.353287	-0.268151	-0.152278	0.0392235	0.972625	0.0700969	0.531487	0.75567	-0.183047	0.955443	-0.525096	-0.0425644	0.906658	0.437342	0.886859	0.268722	0.325455	-0.226665	-0.360116	-0.11202	-0.366687	-0.165425	0.832232	0.139237	1.04328	-0.00681312	-0.136796	-0.401968	0.11375	-0.219323	-0.0544638	0.688816	1.5473	-0.482317	0.0708937	1.22595	-0.248254	0.320854	-0.227846	-0.397209	-0.207493	0.879556	1.49594	0.982615	0.299353	1.10537	-0.180573	0.88284	2.63583e-05	-0.372943	1.13752	0.736152	0.351935	0.0380587	0.307662	0.903699	0.242357	0.146582	-0.204933	0.706683	0.645189	-0.188379	0.0757036	-0.376215	0.514928	0.819211	-0.350107	-0.589754	-0.104543	0.358493	-0.296719	0.740265	-0.173076	0.663834	1.52099	0.490142	0.113437	0.303465	-0.208344
MRPL24	0.158735	0.519478	0.512927	-0.0242264	-0.0255608	-0.0311745	-0.287813	-0.18706	-0.83841	-0.028045	-0.0251852	-0.347733	0.0840504	0.0618948	-0.258535	-0.298706	-0.169274	0.392044	-0.209743	-0.848314	0.0264652	-0.0803598	0.0309101	-0.00184708	0.115391	0.949485	-0.272516	0.24723	0.543966	0.0126375	0.388892	0.631721	0.167149	0.683436	-0.340017	-0.0845241	0.0930393	0.265059	0.63686	0.282541	-0.27574	0.00855842	-0.340451	0.101422	-0.216378	0.128879	0.292849	-0.092138	0.968623	-0.0112032	0.189738	-0.138281	0.321498	-0.170495	0.386509	0.265198	-0.38363	0.108122	-0.200403	-0.428691	0.192518	0.737726	-0.189975	-0.115444	-0.00580384	0.271762	0.281319	0.405909	0.378918	0.441682	-0.0179678	0.121375	-0.0398926	0.00391888	0.186725	0.384421	-0.282468	0.19785	0.239977	0.367164	-0.117262	0.145105	0.0609961	0.672974	0.234888	-0.280692	0.0308899	-0.443421	-0.193938	0.271049	-0.12942	-0.389043	-0.33939	0.167984	-0.100018	-0.260819	-0.106565	-0.166046	-0.357834	0.383551	0.130517	-0.21611	0.152496
MRPL28	0.122724	0.144945	0.0938418	-0.099146	0.185623	-0.31845	-0.395542	-0.198697	-0.0514661	-0.0478919	0.021488	-0.335546	0.369524	0.4629	-0.342864	-0.14728	-0.204368	-0.31443	-0.177684	-0.109575	1.14836	-0.0341897	0.207302	-0.0910255	0.252493	0.227404	-0.191821	0.227682	0.1758	-0.0628862	0.0726792	0.772006	0.0406658	0.275262	-0.0173364	0.0020251	-0.188451	0.411431	0.676755	0.32434	-0.244298	0.068892	-0.414948	0.0401745	-0.457072	-0.134967	0.0152193	0.188267	0.875599	-0.138389	-0.211156	-0.116649	0.330891	-0.0870156	0.51071	-0.117884	0.197425	-0.278643	-0.102931	0.388401	0.248196	-0.185259	-0.00451025	-0.173579	-0.00493989	0.282186	0.375865	0.526103	0.538814	0.681262	0.0598305	-0.261623	-0.27732	-0.06241	0.149391	-0.0665748	0.0747145	0.254675	0.191202	0.199561	-0.264469	-0.373627	-0.0499656	0.693087	0.215979	-0.278502	-0.00573321	-0.227602	0.533859	-0.52833	-0.0977758	-0.544339	-0.161445	0.0851616	-0.173684	0.0446037	-0.198988	-0.813323	0.136871	0.434903	0.131583	-0.580698	0.194186
MRPL44	0.209461	0.885022	0.500374	-0.0312744	0.279945	0.0648269	-0.397005	-0.0816922	-0.237985	0.384876	0.128759	-0.50137	0.41943	0.222512	0.00756041	-0.351307	-0.416075	0.0763131	0.204255	-0.252915	0.799628	-0.182418	0.316216	0.078066	0.209254	0.467864	-0.110783	0.0814916	0.795408	-0.0858283	0.142289	0.566832	0.139409	0.0391527	0.146591	-0.00121996	0.187962	0.250526	0.773344	0.284517	-0.139782	-0.0231182	-0.563276	0.00622353	-0.166093	0.0563245	0.00851245	0.00721274	0.782782	-0.103894	-0.0931158	0.129627	0.31486	-0.0739086	0.383242	0.476555	0.55325	-0.259553	-0.0942263	0.663805	0.159347	0.00302115	0.130867	-0.574951	-0.118475	0.211759	1.29685	0.398943	0.215786	0.860693	0.113967	0.681287	-0.0775186	-0.0903619	0.889308	0.692735	-0.515111	0.0349681	0.0956307	0.646424	-0.13225	0.267308	0.131623	0.804384	0.326217	-0.19513	0.0462395	-0.249149	0.404261	0.103368	-0.146537	-0.51452	-0.321303	-0.0114662	-0.162379	0.255714	-0.00784826	-0.0409717	0.91756	0.294988	0.214905	0.889618	0.124625
MRPS12	-0.125221	-1.98783	-1.40225	-0.271575	-0.194086	-1.79822	-0.0718221	0.0272181	-0.67196	-1.30524	-0.187357	-0.733353	-2.57666	0.183974	-1.32766	-0.581367	-0.278895	-2.00021	-1.00892	-0.477834	-1.78557	0.280135	0.0259658	0.346932	-0.189592	0.322863	0.00620365	-0.193747	-1.8263	-0.029152	-0.811877	-1.85974	0.416685	-0.790848	0.329965	-0.0586251	-1.56389	-0.13576	0.692891	0.620474	-0.716393	-0.337575	-0.357932	-0.03352	-0.32003	0.0470525	-0.279645	0.0743208	0.307526	0.311206	0.425351	0.13302	0.310846	0.0901133	0.260007	-0.369045	-1.50207	-0.276954	-0.301518	-0.907414	0.4419	0.254052	0.433314	-0.66236	-0.18233	-1.61566	-2.37885	0.239743	0.379172	-0.501763	0.0561819	-1.13426	-0.463887	-0.260266	-1.81417	-1.32743	-1.18693	0.269787	-0.341923	-1.15857	-0.0551926	-1.04513	-0.157552	-1.33057	-1.93501	-0.718505	0.297041	0.11547	-1.54557	-1.2752	0.481114	-0.217233	-0.0690147	-0.998289	0.0654287	-2.3635	-0.720761	-2.46494	-0.774968	-0.0481078	0.392217	-2.24083	0.368991
MSH2	0.151388	0.594563	0.156556	0.381067	-0.036834	-0.135215	-0.444581	-0.387947	-0.0884453	-0.182619	0.20088	-0.11529	-0.0869928	-0.309977	-0.0306033	-0.111721	-0.297446	-0.297776	0.296192	-0.595978	-0.318465	0.816192	0.279832	-0.139293	-0.310724	-0.464141	-0.21582	0.11407	-0.0346443	0.0370477	-0.110327	-0.342022	-0.482187	0.265864	-0.152932	-0.36351	-0.352394	-0.225452	-0.627322	-0.0940676	-0.591169	-0.0436553	-0.276451	-0.249042	-0.0245889	-0.35346	-0.119172	-0.144342	-0.0551523	-0.309908	0.193453	0.786167	0.0425178	-0.229617	0.0595781	0.120488	0.0771796	0.000805995	-0.224486	1.03321	-0.224916	-0.598272	-0.185821	0.519577	-0.0959583	0.21085	0.237577	0.436208	0.433683	0.259662	-0.2613	0.133963	-0.201185	-0.35127	0.386547	0.0662348	0.0626449	-0.151914	0.350914	-0.193203	0.133114	0.888269	0.0324377	0.205536	-0.175768	0.0441793	-0.188799	0.156597	-0.210876	-0.244402	0.667155	-0.127262	0.692462	0.105032	-0.314799	1.04537	0.0159364	0.297928	0.0149573	0.0403685	0.911197	0.319766	-0.0200641
MTA2	0.327463	-0.454488	-0.363492	0.514183	0.424118	0.0266795	0.152137	0.155081	0.383373	-0.714085	0.290417	0.187563	-0.569172	-0.0336253	-0.173207	0.159517	0.0655305	-0.00999302	-0.254542	-0.0968365	-0.783798	0.197096	0.148617	-0.0607347	-0.344214	-0.0980865	-0.125856	0.133828	-0.0388387	0.273804	0.23893	-0.416734	0.12857	0.0568457	0.201294	0.0485309	-0.0941975	0.180373	0.0383616	0.223452	-0.0753785	0.0688297	-0.0703612	0.227382	-0.1269	0.503424	0.208643	-0.290594	-0.052372	0.131379	-0.260318	0.297137	-0.0157129	0.321181	-0.167927	-0.184828	-0.194962	0.261487	0.151811	0.761979	0.130662	-0.0739834	0.22535	0.129105	0.188373	-0.294696	0.636831	0.533695	0.207387	-0.177907	0.195765	-0.439214	-0.0451134	-0.0423123	-0.528006	-0.299999	-0.0869651	-0.210897	0.3916	-0.202871	-0.02321	0.384547	0.282767	0.189785	-0.0758294	-0.0536692	-0.0356392	0.224039	-0.636035	-0.0181745	0.40357	0.128833	0.0476382	0.093804	-0.0968785	-0.455962	0.204247	-0.127272	-0.678354	-0.0321154	0.381853	-0.514811	0.287208
MTA3	-0.0166613	0.677937	1.04906	-0.0309995	0.131495	0.0681481	-0.0644074	0.0134331	-0.281071	0.320348	0.0846538	-0.236856	0.402285	-0.0581796	0.393527	0.0976889	0.576859	1.34766	0.498543	-0.6171	1.0676	-0.0449348	0.631062	0.176289	0.0474615	-0.0753755	0.285852	0.0946263	0.554511	-0.31318	0.27617	0.868942	0.212835	0.354436	-0.494046	-0.0836415	0.573817	-0.0317519	-0.634021	0.408332	-0.01925	0.0771017	0.0200908	-0.315292	-0.0744755	-0.357359	0.0132514	0.150675	-0.132185	-0.0122886	0.194631	-0.278488	0.264685	-0.234139	-0.00856454	0.347585	0.838532	-0.532173	-0.0303964	1.08553	-0.00642083	0.812534	-0.2896	0.148926	-0.0941693	0.37791	0.833436	0.0545301	0.390011	0.351166	-0.178657	0.931263	-0.0360775	0.00775928	0.570109	0.79713	0.326476	-0.216445	0.0707844	0.632836	0.368306	-0.232915	0.281629	0.477235	0.828201	0.573956	-0.178183	-0.357452	1.16465	0.623832	0.0772122	-0.316406	0.106962	0.0540947	0.211127	1.24522	-0.614207	0.891358	0.722778	0.124932	0.0845747	1.1777	-0.0799521
MTMR3	-0.279712	-0.404273	-1.73161	0.192248	0.0173108	-0.429918	-0.0798832	-0.108073	0.209717	-0.113903	-0.0194201	0.0789907	0.531082	0.164683	-0.334864	-0.1522	-0.412358	-0.480356	-0.589008	0.127455	-0.509192	-0.102586	0.118499	0.227002	-0.140937	0.60414	0.029164	0.340824	-0.791263	-0.218834	-0.0743584	-0.0577586	0.176627	0.391744	0.872497	0.078082	-0.581038	-0.297838	0.232154	0.427372	-0.343384	0.0022433	0.432055	-0.0821194	0.0349181	-0.065418	-0.0359041	0.226109	0.178537	0.112714	-0.452974	-0.0456267	-0.170168	-0.133249	0.668812	-0.13986	-0.436673	0.346667	0.0106929	-0.0318021	0.00940674	0.102778	0.153816	-0.0883886	-0.12041	0.128189	-0.539409	-0.387954	0.160273	-0.253222	0.058045	-0.316828	-0.0366986	0.00926572	-0.506717	-0.358734	-0.101705	-0.231101	0.146867	0.170204	-0.458115	-0.0974813	-0.0273396	0.133492	-0.465713	-0.0645305	0.0534289	0.0687213	-0.764417	-0.372836	0.0876733	0.0402309	-0.101429	0.124314	-0.0180203	-0.62379	-0.0669691	-0.751325	-1.25926	0.174149	0.0251235	-0.954026	-0.146136
MTX1	0.192412	-1.22101	-0.972445	-0.288464	0.33017	-0.245904	-0.701749	-0.168248	-0.357285	-0.726871	-0.0775588	-0.13492	-0.412884	0.0583252	-0.240431	-0.287951	0.601077	-0.250829	-0.260948	0.0694045	-1.65198	-0.0518202	-0.00961504	-0.186805	0.268946	-0.292532	-0.0617963	-0.199056	-0.422362	0.0171863	0.201538	-0.232845	-0.0785647	-0.364893	0.222759	0.0562907	-0.686778	-0.226922	1.06969	0.295371	-0.269246	-0.130414	-0.152379	0.13581	-0.0992161	0.0566673	0.0358276	0.243699	-0.611786	0.309362	0.295301	0.276304	0.489919	0.294116	0.212541	-0.102377	-0.56745	0.00203923	-0.132621	-1.39109	0.239072	0.0179749	0.132478	-0.153121	-0.236604	-0.851163	-0.427661	0.307829	-0.749065	-0.454686	-0.11957	-0.150499	0.0567998	-0.38401	0.43544	-0.608513	-0.521453	0.228578	-0.025874	-0.560356	-0.138463	0.43211	0.0417353	0.0817807	-0.00522065	-0.729492	0.378766	0.0258607	-1.34686	-0.460688	0.297003	0.0412231	-0.350692	0.112936	0.0267887	-0.689047	0.145397	-1.25093	-1.3206	-0.294337	0.376878	-1.20105	-0.0483331
MTX2	0.024009	-0.881223	0.438712	-0.241788	0.120272	0.0839278	-0.142126	-0.28103	-0.263975	0.185621	-0.274936	-0.0490069	-0.807693	0.34103	-0.317701	-0.255652	-0.181798	0.323591	-0.0453439	-0.125652	-0.0928606	0.0285653	0.139883	-0.0431461	0.0264718	-0.0628106	-0.124742	0.243093	0.47618	-0.0637505	0.397799	0.0947332	-0.0875356	-0.18791	0.304976	0.140719	0.16939	-0.0723926	0.750682	-0.00861856	0.108136	0.182934	-0.184362	-0.260987	-0.0646031	0.0428917	0.0202288	0.146865	0.561905	-0.0355877	0.0200378	0.247538	0.435331	0.125584	0.277731	0.144091	-0.347731	-0.0100804	0.0447285	-0.00206876	0.0362727	-0.0802686	0.0760059	-0.0989811	0.174957	-0.0496634	0.432247	0.104836	-0.404803	0.201856	-0.143238	-0.55652	-0.10116	-0.327843	-0.153801	-0.0733686	-0.213208	0.360782	0.0121949	0.0116731	-0.0498727	0.193865	0.00924464	0.0311744	-0.266359	-0.196332	0.122535	-0.136862	-0.438654	0.035728	0.210825	-0.113714	-0.00632765	-0.137764	-0.436117	-0.29834	0.129331	0.0693732	0.0761502	0.381345	0.375279	-0.48856	0.173961
MYD88	0.170357	0.538345	0.442895	0.10298	-0.0355867	0.218274	-0.109302	0.125266	-0.0366314	1.13101	0.060415	0.187038	0.557094	0.0517702	0.0344438	-0.0490265	0.050476	0.796894	0.653528	0.103128	0.26374	-0.011724	-0.110594	-0.00807746	-0.165559	-0.112087	0.102193	0.190995	0.130306	0.0655182	0.222171	0.185936	0.07521	0.195429	0.0466164	-0.0135616	0.60891	0.0831762	-0.432687	-0.0887226	0.47756	0.252908	-0.0299239	-0.0326872	0.171352	0.159354	-0.169595	-0.12729	-0.438514	0.12694	-0.0359076	-0.022558	0.0833054	0.0763622	0.0468279	0.0561642	0.22733	0.212901	0.206105	-0.219615	0.25624	0.345308	-0.0692664	0.391828	0.286083	0.699688	-0.306268	0.302014	-0.00408921	0.453454	0.13105	0.363307	0.0107444	0.203958	0.251603	0.434512	0.301785	0.121785	0.149474	-0.245736	0.194463	0.756268	0.589337	0.906579	0.827489	0.22947	0.0966323	0.19549	0.816184	0.266361	-0.0484306	0.143181	-0.0691528	0.150288	0.197071	0.342056	0.167443	0.747926	0.695795	0.202833	0.261976	0.000920314	0.153972
MYO10	-0.235127	1.22959	1.39799	-0.132592	-0.000694843	-1.43106	0.261076	-0.0914944	-1.39695	-0.180185	-0.289152	0.0156401	-0.253494	-1.09108	-0.594711	0.123726	0.736234	0.824435	0.429339	-1.34135	1.52468	-0.878744	-0.27816	-1.77866	-0.213812	0.981137	-0.253127	-0.663329	0.0401507	-0.361323	-0.0749705	0.319478	0.589383	-0.495651	0.473986	0.0438882	-0.0358318	0.213806	-0.685378	-0.0302666	0.327553	-1.36417	0.476414	-0.14782	-0.104404	0.488106	-0.446444	-0.51459	0.120679	0.296822	-0.848898	1.20124	-0.166193	-0.215493	0.0657752	-0.560393	-0.59478	-1.8149	-0.0441796	-0.359537	-0.0680369	0.676788	-0.515522	-0.00541671	-0.15317	0.889752	0.182883	-0.0636069	1.18865	-0.0652786	0.571289	0.153164	-1.1155	0.240187	0.643957	-0.251409	-1.24921	-0.27387	-0.0824338	-0.217997	-0.00858392	-0.251499	0.393625	1.14335	-0.202123	-0.720519	-0.00823419	-0.0419079	0.204791	0.283132	-0.0685774	0.221153	0.154985	0.368822	-0.215129	0.866739	-0.874024	1.04199	1.42041	0.168017	0.667813	-0.398924	-0.233273
MYSM1	-0.17261	-2.66071	-2.4113	-0.338706	0.221582	0.273679	0.265757	-0.0507881	0.0735237	-1.82301	-0.321253	0.135732	-1.77343	0.167853	-1.16602	0.478843	0.408853	-1.35486	-0.212898	0.100841	-1.88257	-0.155352	-0.0159587	0.0702919	-0.0226435	0.126057	-0.0273042	0.163643	-1.78885	-0.469755	0.545269	-2.09907	-0.489084	-1.02247	0.400036	-0.123806	-1.29993	0.267968	-1.61612	0.0357059	0.132073	0.205415	0.488053	-0.609864	0.00706438	-0.256936	-1.14245	0.168945	-0.662223	-0.129694	0.172723	0.0619944	0.842839	0.16417	0.0758585	-1.2498	-2.91845	0.205982	0.110064	-2.70032	0.374455	1.43196	-0.257371	0.373396	-0.0684314	-0.698311	-2.24176	-0.199814	-0.440617	0.163531	-0.0359559	-1.04512	-0.176674	0.228597	-1.61024	-1.66622	-1.29654	-0.165264	-0.259398	-1.22887	-0.462562	-0.857742	0.373675	-1.3951	-1.15544	-0.397952	0.102604	0.402298	-1.67765	-0.32842	0.100065	0.117	0.515618	-0.185024	0.185427	-1.79431	-0.0128835	-1.11105	-0.423886	-0.709868	0.645864	-2.24903	-0.0266852
NAB2	0.162469	0.0705345	0.793159	0.271892	-0.307777	-0.0759842	0.10373	-0.363701	0.694471	-0.255043	0.573007	0.185526	0.409027	0.0778474	0.54314	-0.0977044	-0.252877	0.543477	0.360348	0.103022	-0.954154	0.337474	0.382357	0.594488	-0.330903	0.230733	0.0261284	0.400632	0.52654	0.12745	-0.610296	0.340157	-0.206262	-0.166559	-0.334172	-0.0626056	0.760904	0.0433142	-0.0379597	1.92348	0.230448	0.41836	-0.16277	-0.0702048	0.179339	0.461597	0.182488	-0.18838	0.0143631	-0.429776	0.637121	0.140147	0.691522	-0.256507	0.34747	-0.157354	0.824152	-0.0130549	0.60889	1.49569	0.151399	-0.114313	0.443411	0.304214	0.405173	0.733742	0.428644	0.17019	0.0095489	0.332066	0.0748045	-0.0492924	0.24003	0.0776535	-0.788028	-0.0251183	0.883783	0.428709	0.354526	0.668887	0.163935	-0.196714	0.394063	-0.149828	-0.0942147	0.372802	-0.394691	-0.303761	-0.376538	-0.150106	-0.123145	-0.262745	-0.14105	-0.102582	-0.233399	1.53919	-0.0696801	0.0230691	0.0142717	0.591855	0.347097	0.230646	0.224302
NARS2	-0.240799	-1.12342	-0.463698	-0.279425	1.04921	-0.703773	-0.343776	0.223361	-0.677807	-0.445428	-0.313058	-0.325819	0.442551	-0.284412	-0.44943	-0.411839	-0.329429	-0.582402	-0.0636454	-0.353213	0.674153	-0.266241	-0.189323	-0.173827	-0.00862861	0.765012	-0.187465	1.404	0.125103	-0.21914	-0.0420751	-0.235966	-0.0204144	-0.103648	0.137275	-0.48419	0.10701	0.281447	0.391693	-0.0889008	0.100617	-0.146177	-0.0778924	-0.114983	-0.331681	-0.476515	-0.610855	-0.463305	0.524732	-0.173017	-0.0401214	0.194553	0.179708	0.217172	1.50913	-0.872281	-1.44159	-0.109557	0.583017	0.674561	0.350562	-0.140271	-0.0835783	-0.484342	-0.642804	-1.08092	-0.510129	0.355572	-0.943056	-0.149073	0.700088	-0.416834	-0.439414	-0.321185	-1.161	-1.0304	-1.01199	0.375099	-0.0958108	0.371585	-0.0625575	-0.451547	0.471166	0.0383024	-0.112597	-0.323244	-0.358877	0.0318107	0.31359	-0.377918	0.124793	-0.291504	-0.358186	-0.515384	-0.14152	0.234315	-0.418245	-0.0366591	-0.846934	-0.2508	0.529384	-0.920223	0.875422
NASP	0.0733106	-0.425808	-0.579544	0.570858	0.265493	-0.920791	-0.305043	-0.497031	-0.267705	-0.675267	-0.645261	-0.830642	-0.903159	-0.530259	-0.597783	-0.578509	0.194057	-1.24348	0.332365	-0.982616	-1.10652	0.317347	-0.249539	0.0673788	-0.449417	0.0174174	-0.304806	0.462032	-0.568338	-0.117262	-0.425141	-1.00856	-0.811891	0.0608383	0.449285	-0.339841	-0.742947	-0.617236	-0.912679	0.671783	-0.966275	-0.355636	-0.0357745	-0.38196	-0.55477	-0.0813377	0.125913	-0.237041	-0.658513	-0.0996493	-0.0265212	1.81327	-0.118448	-0.365204	0.0531964	-0.640207	-1.58999	-0.359196	-0.934069	0.559345	-0.309312	-0.805118	-0.427937	-0.280298	-0.59874	-0.607602	-0.192654	0.542412	-0.738802	-0.0104362	-0.543352	0.0732739	-0.511796	-0.619257	0.095816	-0.770933	-1.14739	-0.705207	-0.306628	-0.0930872	-0.305119	0.23323	-0.142009	0.0713484	-0.492946	0.17737	0.111227	-0.205203	-0.876896	-0.630652	0.323411	0.0332732	0.291396	-0.187035	-0.557913	0.0637662	-0.453581	-0.5392	-1.00029	-0.602118	-0.738245	0.0498105	-0.6976
NBEAL1	0.106711	1.2793	1.26897	0.012425	0.0498962	0.217467	0.0980486	0.126595	-0.213908	0.905726	-0.069612	0.235596	0.228924	-0.0924616	0.386214	-0.0866416	-0.0270475	1.23773	0.379191	-0.131924	0.426802	-0.138579	0.151346	-0.454467	-0.000230159	-0.209132	0.0883309	0.0126313	0.298271	0.0866767	0.418852	0.567127	-0.0835079	-0.13425	0.59276	0.0231831	0.428956	0.0867222	0.661443	0.108599	0.352913	0.146528	-0.0490367	0.11817	-0.209386	-0.108653	-0.0499611	0.292058	-0.0862403	0.243014	-0.213879	0.20201	-0.134661	-0.248862	-0.233025	0.39612	1.55752	0.129367	0.0719614	0.433521	0.171119	-0.178209	0.00197049	-0.0476225	-0.374484	0.283119	1.02067	-0.439546	-0.14284	0.0961667	-0.0972484	0.514678	0.215194	-0.0319444	0.808634	0.403998	0.672289	-0.379399	0.0671221	0.530924	-0.164675	0.296987	0.383345	0.393655	0.368808	-0.141856	-0.167837	-0.20883	0.64608	0.691875	-0.177313	0.364334	0.114394	0.0290868	0.117008	0.705274	0.325914	0.906903	1.27253	0.0332962	-0.400654	1.04932	-0.0749363
NCAPD3	0.425217	0.753085	1.6273	1.10018	0.119287	-0.0792073	-0.221605	-0.113992	-0.110754	0.0614063	0.497231	-0.383438	0.335434	-0.353015	-0.0650883	-0.218048	0.340823	0.148421	0.599095	-0.552636	-0.580217	0.452311	0.391838	0.406741	0.138449	0.238007	-0.0305748	0.305588	0.45084	-0.00990554	-0.167608	-0.0696104	-0.188956	0.30215	0.420605	2.75144e-05	0.00700157	-0.0265072	0.24127	-0.129076	0.152122	0.10912	0.445353	-0.202912	-0.167197	-0.0583245	0.110022	-0.337826	-0.158381	-0.296228	0.12639	0.823097	-0.415612	-0.0965672	0.0269875	-0.219675	0.165464	0.102149	-0.374723	1.52692	0.104234	0.429562	-0.0579283	-0.079479	-0.58594	0.722474	0.0312343	0.577228	-0.294514	0.863372	-0.171766	-0.873243	0.169492	-0.193625	-1.24516	0.0737627	-0.149769	-0.123144	0.505337	-0.0490275	0.0332601	0.997843	0.323816	0.883543	0.21043	0.221755	0.214691	0.144279	0.147247	-0.25218	-0.442904	-0.14861	-0.10088	-0.0541265	-0.176415	1.97738	-0.010709	0.574124	-0.192926	0.0444664	0.0801051	1.33031	-0.326022
NCAPG	0.517742	2.09016	0.950851	0.833507	0.239752	-0.28135	-0.51438	-0.29794	0.122556	-0.725364	0.495688	-0.911396	0.198491	-0.309299	-0.168016	-0.20102	0.198637	0.140572	0.564887	-1.24788	0.211137	0.503998	0.215968	0.00336995	-0.466517	0.213692	-0.0977247	0.361011	-0.123218	-0.440676	-0.36771	0.70865	-0.245503	1.02172	0.758349	-0.0958785	0.344448	-0.835342	-0.109334	0.364473	-0.503544	-0.407352	-0.0221185	-0.169343	-0.416365	-0.0334521	-0.197067	-0.588782	-0.823014	0.0928107	0.230703	0.417292	-1.03235	0.0277943	0.590826	-0.597935	-0.153354	0.307628	-0.476271	0.645599	-0.312547	0.0802527	0.132325	0.141881	-0.66163	-0.10225	0.712988	0.27017	-0.710216	1.07498	-0.0207295	0.324095	-0.221543	-0.429508	0.593892	0.137634	-0.540409	-1.09196	-0.0564858	0.343683	0.115194	0.847506	0.805725	0.901573	-0.144188	0.0341758	0.525526	-0.0534289	0.0923275	0.205177	0.183348	-0.0770037	0.589542	-0.0298022	-0.0879667	0.850745	0.0683179	0.0840243	0.867518	-0.519228	-0.209831	0.764938	-0.36391
