TF	genetarget
MCM3	GINS2
MCM3	HELLS
MCM3	HMMR
MCM3	KIF20A
MCM3	LMNB2
MCM3	MKI67
MCM3	MSH2
MCM3	NASP
MCM3	NCL
MCM3	NLE1
MCM3	NME1-NME2
MCM3	PAICS
MCM3	PCNA
MCM3	PIF1
MCM3	PLK4
MCM3	PPM1G
MCM3	PRKDC
MCM3	RAD54L
MCM3	RBBP4
MCM3	RFC5
MCM3	RNF26
MCM3	RUVBL2
MCM3	SF3B3
MCM3	SMARCC1
MCM3	SNRPD1
MCM3	TK1
MCM3	UBE2C
MCM3	XPO5
MCM5	AIFM3
MCM5	AK2
MCM5	BCL2L12
MCM5	BIRC5
MCM5	BUB1
MCM5	CBX5
MCM5	CCNB2
MCM5	CDC20
MCM5	CDCA5
MCM5	CDT1
MCM5	CENPH
MCM5	CENPM
MCM5	CEP78
MCM5	CHEK2
MCM5	DTYMK
MCM5	E2F1
MCM5	FAM107A
MCM5	FBXO5
MCM5	GINS2
MCM5	HMMR
MCM5	KIF20A
MCM5	KIF4A
MCM5	LMNB2
MCM5	MCM3
MCM5	MED8
MCM5	NASP
MCM5	NUP93
MCM5	PCNA
MCM5	PLK4
MCM5	PTTG1
MCM5	RAD54L
MCM5	RCC1
MCM5	RFC2
MCM5	RFC4
MCM5	RFC5
MCM5	SF3B3
MCM5	SLBP
MCM5	SNRPB
MCM5	TIMELESS
MCM5	TK1
MCM5	UCK2
MCM5	XPO5
MCM5	ZNF207
MCM5	ZNF44
MCM7	BCL2L12
MCM7	BIRC5
MCM7	BUB3
MCM7	CBX2
MCM7	CBX5
MCM7	CCNB2
MCM7	CCT3
MCM7	CDC20
MCM7	CDCA5
MCM7	CDK4
MCM7	CDT1
MCM7	CENPM
MCM7	CFLAR
MCM7	DTYMK
MCM7	FAM78B
MCM7	FANCG
MCM7	FBXO5
MCM7	FCHO2
MCM7	GINS2
MCM7	GMDS
MCM7	HELLS
MCM7	HMMR
MCM7	KIF14
MCM7	KIF20A
MCM7	KIF4A
MCM7	LMNB2
MCM7	LRRK2
MCM7	MCM3
MCM7	MKI67
MCM7	MPP6
MCM7	MSH2
MCM7	MYO19
MCM7	NASP
MCM7	NDUFA4L2
MCM7	NEIL3
MCM7	NLE1
MCM7	NME1-NME2
MCM7	PA2G4
MCM7	PAICS
MCM7	PCNA
MCM7	PLK4
MCM7	PPM1G
MCM7	PRIM1
MCM7	PTGES3
MCM7	RAD54L
MCM7	RAN
MCM7	RBBP4
MCM7	RCC1
MCM7	RFC2
MCM7	RFC5
MCM7	RPLP0
MCM7	RUVBL2
MCM7	SAAL1
MCM7	SEPHS1
MCM7	SF3B3
MCM7	SMARCC1
MCM7	SNRPB
MCM7	SNRPD1
MCM7	STX5
MCM7	TK1
MCM7	TMEM68
MCM7	TRAF4
MCM7	UBE2C
MCM7	UCK2
MCM7	XPO5
MCM7	ZNF207
MIER1	C14orf159
MIER1	TIPRL
MICAL3	MPV17L
MICAL3	WNT6
METAP2	ANKRD17
METAP2	C1QBP
METAP2	CASD1
METAP2	CHRNB3
METAP2	EIF3M
METAP2	MCM8
METAP2	PSMA2
METAP2	RAN
METAP2	RBBP4
METAP2	SENP6
METAP2	SMARCC1
METAP2	ZNF207
METAP2	ZNF493
MGMT	ERCC1
MKL2	FBLN1
MKL2	MGAT2
MKL2	OTUB1
MKL2	SEPP1
MNAT1	MRPS17
MNAT1	PSMB5
MKL1	INTS8
MKL1	NOM1
MKL1	RNF138
MKL1	SMNDC1
MKL1	YEATS4
MKL1	TAGLN
MNDA	CD52
MNDA	FPR1
MNDA	GLYATL2
MNDA	ITGB2
MNDA	MS4A7
MNDA	TNFSF13B
MRPL44	ACP1
MRPL44	ATF1
MRPL44	C2orf49
MRPL44	C5orf22
MRPL44	CDC5L
MRPL44	COPS8
MRPL44	DCTD
MRPL44	EIF5
MRPL44	GM2A
MRPL44	GSTO1
MRPL44	GTF2A2
MRPL44	GTF2H1
MRPL44	KCNH2
MRPL44	MAPK14
MRPL44	MAPKAP1
MRPL44	MCFD2
MRPL44	MED21
MRPL44	MRPL35
MRPL44	NFYC
MRPL44	PGK1
MRPL44	PPP1R7
MRPL44	PPP6C
MRPL44	RABL3
MRPL44	SAR1B
MRPL44	SLC25A46
MRPL44	SNAP23
MRPL44	SRPX
MRPL44	THRAP3
MRPL44	TIMM44
MRPL44	WARS2
MRPL44	WBSCR16
MRPL44	WTAP
MRPL44	YBX1
MRPL23	AP2S1
MRPL23	CLPP
MRPL23	GPS1
MRPL23	MPG
MRPL23	MRPL37
MRPL23	MRPL4
MRPL23	MRPS16
MRPL23	MRPS34
MRPL23	MRPS7
MRPL23	NDUFA11
MRPL23	OTUB1
MRPL23	PSMA7
MRPL23	SRM
MRPL23	TRAPPC2L
MRPL23	YBX1
MRPL28	COPS6
MRPL24	ADAM17
MRPL24	HADH
MRPL24	MRPL12
MRPL24	MRPL51
MRPL24	POLDIP2
MRPL24	RNF7
MTX1	AHCY
MTX1	AIFM3
MTX1	APRT
MTX1	BAK1
MTX1	CDK4
MTX1	CIAO1
MTX1	DCTN5
MTX1	EXOSC3
MTX1	LRRC59
MTX1	PPP1CA
MTX1	RFC5
MTX1	SORBS1
MTX1	STYXL1
MTX1	TMEM189-UBE2V1
MTX1	TXNDC17
MTX1	ZDHHC12
MRPS12	ACP1
MRPS12	ADRM1
MRPS12	AHSA1
MRPS12	AK2
MRPS12	ANKRD39
MRPS12	AP2S1
MRPS12	AURKA
MRPS12	BANF1
MRPS12	BIRC5
MRPS12	BNIP1
MRPS12	BYSL
MRPS12	C1QBP
MRPS12	C9orf114
MRPS12	CARD9
MRPS12	CDC20
MRPS12	CDCA5
MRPS12	CDT1
MRPS12	CFLAR
MRPS12	CHEK2
MRPS12	CLPP
MRPS12	COPS8
MRPS12	DCTD
MRPS12	DDX51
MRPS12	DEF8
MRPS12	E2F4
MRPS12	FH
MRPS12	GLRX2
MRPS12	GPRASP1
MRPS12	GPS1
MRPS12	GSTO1
MRPS12	GTF2A2
MRPS12	HDAC8
MRPS12	HRSP12
MRPS12	HSBP1
MRPS12	HSF1
MRPS12	IFRD2
MRPS12	INPP5F
MRPS12	LARS2
MRPS12	LIAS
MRPS12	MAPKAP1
MRPS12	METTL2A
MRPS12	MPG
MRPS12	MRPL11
MRPS12	MRPL12
MRPS12	MRPL36
MRPS12	MRPL37
MRPS12	MRPL38
MRPS12	MRPL4
MRPS12	MRPL41
MRPS12	MRPL43
MRPS12	MRPS16
MRPS12	MRPS17
MRPS12	MRPS34
MRPS12	MRPS7
MRPS12	MSTO1
MRPS12	NDUFA11
MRPS12	NDUFA4L2
MRPS12	NDUFV2
MRPS12	NFYC
MRPS12	NSMCE4A
MRPS12	OTUB1
MRPS12	PGAM5
MRPS12	PGK1
MRPS12	PHB
MRPS12	PMPCA
MRPS12	PNO1
MRPS12	POLDIP2
MRPS12	PPP1R7
MRPS12	PPP5C
MRPS12	PRMT1
MRPS12	PSMA7
MRPS12	PSMD3
MRPS12	PSPC1
MRPS12	PUS1
MRPS12	RANGAP1
MRPS12	RCC1
MRPS12	RNF7
MRPS12	SAFB
MRPS12	SCO1
MRPS12	SLC29A1
MRPS12	SNRPB
MRPS12	SRA1
MRPS12	SRM
MRPS12	THRAP3
MRPS12	TIMM10
MRPS12	TIMM44
MRPS12	TIMM50
MRPS12	TIMM8B
MRPS12	TRAPPC2L
MRPS12	TRIM4
MRPS12	TRUB2
MRPS12	TUFM
MRPS12	TXNDC17
MRPS12	UCK2
MRPS12	UCKL1
MRPS12	WARS2
MRPS12	WBSCR16
MRPS12	WDR77
MRPS12	YBX1
MRPS12	YIF1A
MRPS12	ZNF593
MSH2	ATAD5
MSH2	BIRC5
MSH2	BUB1
MSH2	BUB3
MSH2	CCNB2
MSH2	CEP78
MSH2	CHAC2
MSH2	EEF1E1
MSH2	FBXO5
MSH2	HELLS
MSH2	HMMR
MSH2	KIF14
MSH2	KNTC1
MSH2	LARS
MSH2	MCM3
MSH2	MCM8
MSH2	NAE1
MSH2	NASP
MSH2	NUP155
MSH2	PAICS
MSH2	PCNA
MSH2	PDS5A
MSH2	PLK4
MSH2	PRIM1
MSH2	PTGES3
MSH2	RBBP4
MSH2	RFC2
MSH2	RFC4
MSH2	RFC5
MSH2	SGOL2
MSH2	SLBP
MSH2	SMARCC1
MSH2	SMC2
MSH2	SNRPD1
MTMR3	ARFGEF1
MTMR3	BCAS1
MTMR3	CHRNB3
MTMR3	EPS15
MTMR3	JMJD1C
MTMR3	NPTN
MTMR3	NUDCD3
MTMR3	SOS1
MTMR3	ZNF493
MTF2	ANKRD17
MTF2	DDX18
MTF2	EXOSC3
MTF2	FBXO5
MTF2	FKBP9
MTF2	GEN1
MTF2	GNG13
MTF2	PLK4
MTF2	RAD18
MTF2	RNF138
MTF2	SGOL2
MTF2	SNRPD1
MTF2	TTF2
MTF2	WDHD1
MTF2	WDR13
MTF2	YEATS4
MTF2	ZBTB4
MTX2	AK2
MTX2	BOLA3
MTX2	C14orf2
MTX2	COPS5
MTX2	COPS8
MTX2	CRLS1
MTX2	GRSF1
MTX2	HRSP12
MTX2	MRPL36
MTX2	MRPL39
MTX2	MRPL41
MTX2	MRPS17
MTX2	MRPS7
MTX2	PSMB5
MTX2	TIMM8B
MTX2	TMEM177
MTX2	VDAC2
MTX2	VDAC3
MYB	FAS
MYB	C1QBP
MYB	CA7
MYB	RUNX1
MYB	CD5
MYB	CDC5L
MYB	CLU
MYB	CTSH
MYB	EGR1
MYB	ELK1
MYB	GSTM1
MYB	HHEX
MYB	HMMR
MYB	HSPD1
MYB	MCAM
MYB	MCM3
MYB	NCL
MYB	NFYC
MYB	NME1
MYB	ODC1
MYB	PA2G4
MYB	PCNA
MYB	POLA1
MYB	PPP1R7
MYB	PPP2R4
MYB	PTGS2
MYB	S100A9
MYB	SIM2
MYB	SNRPB
MYB	SPIB
MYB	TERF2
MYB	TFAM
MYB	TK1
MYB	SEC62
MYB	VAV1
MYB	WAS
MYB	WT1
MYB	BTG2
MYB	DEK
MYB	TNFRSF10A
MYB	SOCS2
MYB	NAE1
MYB	NOL3
MYB	NOLC1
MYB	PDE4DIP
MYB	KNTC1
MYB	RNF144A
MYB	KIAA0020
MYB	SH2D3C
MYB	HHLA1
MYB	TRAP1
MYB	DHRS2
MYB	PAICS
MYB	EBNA1BP2
MYB	WDHD1
MYB	KCNH4
MYB	RBMX
MYB	FAM216A
MYB	MRPL38
MYB	KCNH8
MYB	CDO1
MYB	GATA3
MYB	ICAM1
MYB	LMO2
MYB	PDCD4
MYD88	ARPC1B
MYSM1	C2orf49
MYSM1	EXOC5
MYSM1	FAM135A
MYSM1	GOPC
MYSM1	SCYL2
NASP	CCNB2
NASP	CENPM
NASP	DUT
NASP	FANCG
NASP	FBXO5
NASP	GMNN
NASP	HELLS
NASP	HMMR
NASP	LMNB2
NASP	MCM3
NASP	MSH2
NASP	NCL
NASP	PCNA
NASP	PLK4
NASP	RBBP4
NASP	STX5
NASP	UBE2C
NARS2	BOLA3
NARS2	C1QBP
NARS2	CCT7
NARS2	MRPL11
NARS2	PSMA2
NARS2	TTC27
NBEAL1	CWF19L1
NBEAL1	MAP4K3
NCAPD3	CCNB2
NCAPD3	CDCA5
NCAPD3	DTYMK
NCAPD3	FANCG
NCAPD3	FBXO5
NCAPD3	GMDS
NCAPD3	MCM3
NCAPD3	MKI67
NCAPD3	NASP
NCAPD3	PLK4
NCAPD3	UBE2C
NCAPG	ACAT2
NCAPG	ACTL6A
NCAPG	AURKA
NCAPG	BIRC5
NCAPG	BUB1
NCAPG	C18orf54
NCAPG	C2orf49
NCAPG	C5orf34
NCAPG	C9orf40
NCAPG	CCDC88A
NCAPG	CCNE2
NCAPG	CDC20
NCAPG	CDK2
NCAPG	CDT1
NCAPG	CENPH
NCAPG	CEP78
NCAPG	DEPDC1
NCAPG	DIAPH3
NCAPG	EXOSC3
NCAPG	FBXO5
NCAPG	GEN1
NCAPG	HELLS
NCAPG	HMMR
NCAPG	KIF14
NCAPG	KIF4A
NCAPG	KNTC1
NCAPG	LMBRD1
NCAPG	MCAM
NCAPG	MCM8
NCAPG	MKI67
NCAPG	MSH2
NCAPG	MTDH
NCAPG	PGM5
NCAPG	PINK1
NCAPG	PLK4
NCAPG	POLR2D
NCAPG	PRKDC
NCAPG	PSMC3IP
NCAPG	RAD18
NCAPG	RAD54L
NCAPG	RFC5
NCAPG	RNF146
NCAPG	SEC16A
NCAPG	SGOL2
NCAPG	SLBP
NCAPG	SNRPD1
NCAPG	TIMELESS
NCAPG	TK1
NCAPG	TTF2
NCAPG	WDHD1
NCAPG	YEATS4
NCAPG	ZBTB4
NCAPG	ZBTB47
NFATC1	ATP6AP1
NFATC1	CTSL
NFATC1	ZNF8
NFATC1	RNF144A
NFATC1	EBP
NFATC1	GLOD4
NFATC1	ZBTB7B
NFATC1	CDC73
NFATC1	TIMM50
NFATC1	AMIGO3
NFATC1	ONECUT3
NFATC1	EGR3
NFATC1	ICAM1
NCOA1	ASNS
NCOA1	BUB1
NCOA1	BUB3
NCOA1	CCNB2
NCOA1	CDC20
NCOA1	CDCA5
NCOA1	CENPH
NCOA1	CHEK2
NCOA1	CSTF2
NCOA1	DIAPH3
NCOA1	DNAJB11
NCOA1	DTYMK
NCOA1	ECT2
NCOA1	HMMR
NCOA1	MRPL52
NCOA1	MTHFD1L
NCOA1	PA2G4
NCOA1	PAICS
NCOA1	PPP2R1B
NCOA1	PSMC3IP
NCOA1	PTTG1
NCOA1	RAN
NCOA1	RCC1
NCOA1	RNF146
NCOA1	SF3B3
NCOA1	SLC7A5
NCOA1	SNRPB
NCOA1	STX5
NCOA1	TNRC6B
NCOA1	UCK2
NCOA1	XPO5
NCOA1	ZNF44
NCAPG2	AURKA
NCAPG2	BIRC5
NCAPG2	BUB1
NCAPG2	BUB3
NCAPG2	C18orf54
NCAPG2	C9orf40
NCAPG2	CCNE2
NCAPG2	CDC20
NCAPG2	CDK2
NCAPG2	CDT1
NCAPG2	CENPH
NCAPG2	CFLAR
NCAPG2	DDX18
NCAPG2	DEPDC1
NCAPG2	DIAPH3
NCAPG2	ECT2
NCAPG2	EXOSC3
NCAPG2	HBB
NCAPG2	HELLS
NCAPG2	KIF14
NCAPG2	KIF4A
NCAPG2	KNTC1
NCAPG2	MCAM
NCAPG2	MKI67
NCAPG2	NUP155
NCAPG2	PLK4
NCAPG2	POLA1
NCAPG2	PRKDC
NCAPG2	PSMC3IP
NCAPG2	RAD18
NCAPG2	RFC5
NCAPG2	SEC16A
NCAPG2	SGOL2
NCAPG2	SLC7A5
NCAPG2	SMC2
NCAPG2	TIMELESS
NCAPG2	TK1
NCAPG2	UHRF1
NCAPG2	WDHD1
NCAPG2	ZNF326
NFATC3	CDH1
NFATC3	MINK1
NFATC3	RHOT1
NCOR1	ARFGEF1
NCOR1	BCAS1
NCOR1	CSNK1A1
NCOR1	ETNK1
NCOR1	KCNH2
NCOR1	MTMR3
NCOR1	NUDCD3
NCOR1	SENP6
NCOR1	TFCP2
NCOR1	AR
NCOR1	G0S2
NCOR1	IGFBP3
NCOR2	KRTAP5-8
NCOR2	AR
NCOR2	MYCN
NEDD1	ATF1
NEDD1	C5orf22
NEDD1	CCDC79
NEDD1	CDC5L
NEDD1	EXOC5
NEDD1	FH
NEDD1	FOXJ3
NEDD1	INPP5F
NEDD1	LRRC58
NEDD1	MANEA
NEDD1	MAPKAP1
NEDD1	MCF2L
NEDD1	NIPA1
NEDD1	NUP160
NEDD1	PHTF2
NEDD1	PSPC1
NEDD1	PTGES2
NEDD1	RABL3
NEDD1	RHEB
NEDD1	RNF7
NEDD1	SLAIN2
NEDD1	SNAP23
NEDD1	SPAST
NEDD1	TIPRL
NEDD1	TMEM64
NEDD1	USP10
NEDD1	ZCCHC4
NEDD1	ZDHHC20
NFATC4	ATN1
NFKB2	SND1
NFKBIE	BID
NFKBIE	PBX1
NFYB	DBT
NFYB	FH
NFYB	UBE2Z
NFYB	WDR89
NFYB	ATF3
NFYB	CSNK1A1
NFYB	PLAUR
NFYB	RPL27
NFYB	RTN2
NFYB	SDC2
NFYB	SSR3
NFYB	EIF3M
NFYB	YIPF3
NFYB	SLC25A39
NFYB	NADSYN1
NFYB	N4BP2
NFYB	RMI2
NFYB	SAMD10
NFYB	MESP2
NFYB	CDKN1B
NFYB	FAS
NFYB	FXR2
NFYB	HBB
NFYB	LPIN1
NFYB	STK11
NFYB	TPH1
NLE1	ACBD6
NLE1	AHCY
NLE1	AIFM3
NLE1	AK2
NLE1	APRT
NLE1	CCDC86
NLE1	CCT3
NLE1	CDCA5
NLE1	CDK4
NLE1	CFLAR
NLE1	DTYMK
NLE1	FAM78B
NLE1	GMDS
NLE1	IMPDH2
NLE1	LMNB2
NLE1	MCM3
NLE1	MTHFD1L
NLE1	NME1-NME2
NLE1	NOB1
NLE1	PA2G4
NLE1	PAICS
NLE1	PDE4DIP
NLE1	PPM1G
NLE1	QKI
NLE1	RANGAP1
NLE1	RCC1
NLE1	RPS6
NLE1	RUVBL2
NLE1	SAAL1
NLE1	SF3B3
NLE1	SGK1
NLE1	SLC25A10
NLE1	SMARCC1
NLE1	SNRPB
NLE1	TBC1D2B
NLE1	TK1
NLE1	TMEM183A
NLE1	TOMM34
NLE1	TRAF4
NLE1	UBA2
NLE1	UBE2C
NLE1	XRCC6
NFIX	DAB2IP
NFYC	ADRM1
NFYC	ATF1
NFYC	C5orf22
NFYC	KCNH2
NFYC	MAPKAP1
NFYC	MRPL4
NFYC	PSMD3
NFYC	SENP3
NFYC	SLC29A1
NFYC	SRPX
NFYC	THRAP3
NFYC	WBSCR16
NFYC	CDKN1B
NFYC	FAS
NFYC	FDPS
NFYC	FXR2
NFYC	HBB
NFYC	LPIN1
NLRP1	ADK
NLRP1	AFG3L2
NLRP1	AHSG
NLRP1	ALKBH8
NLRP1	ANKHD1-EIF4EBP3
NLRP1	AQP12A
NLRP1	ARHGAP30
NLRP1	ART1
NLRP1	ASXL3
NLRP1	BAIAP2
NLRP1	BFSP2
NLRP1	BHMT
NLRP1	C10orf128
NLRP1	C2orf16
NLRP1	CACNG6
NLRP1	CCAR1
NLRP1	CD80
NLRP1	CHERP
NLRP1	CNR2
NLRP1	COX6A1
NLRP1	CST2
NLRP1	CYP2A6
NLRP1	DHRSX
NLRP1	DNAH7
NLRP1	DNAJA4
NLRP1	DNAJB13
NLRP1	DNAJC5G
NLRP1	DYRK1A
NLRP1	E2F4
NLRP1	E2F7
NLRP1	EFNB3
NLRP1	EMID1
NLRP1	EPHB1
NLRP1	EPOR
NLRP1	EPSTI1
NLRP1	ERCC4
NLRP1	FHAD1
NLRP1	FOXR2
NLRP1	GCNT2
NLRP1	GRK5
NLRP1	GRPR
NLRP1	GTF3C2
NLRP1	HABP2
NLRP1	HRH3
NLRP1	HTR4
NLRP1	IL17D
NLRP1	IL1RAPL2
NLRP1	IPPK
NLRP1	JAK1
NLRP1	KIF5A
NLRP1	KLC3
NLRP1	KLHDC4
NLRP1	KRT82
NLRP1	KRT83
NLRP1	KTN1
NLRP1	LHX3
NLRP1	LRRC8C
NLRP1	LYNX1
NLRP1	MAS1
NLRP1	MCF2L
NLRP1	MED12L
NLRP1	MESP2
NLRP1	MFSD1
NLRP1	MORN1
NLRP1	N6AMT1
NLRP1	NETO2
NLRP1	NLN
NLRP1	NMUR2
NLRP1	NOS1
NLRP1	NTRK2
NLRP1	OGFOD2
NLRP1	OR1C1
NLRP1	OR1D2
NLRP1	OR4D1
NLRP1	OR51E1
NLRP1	OR51M1
NLRP1	OR52A1
NLRP1	OR5L2
NLRP1	PDE5A
NLRP1	PDZRN3
NLRP1	PEG10
NLRP1	PIP5K1B
NLRP1	PPP2R5D
NLRP1	PSEN1
NLRP1	PSG6
NLRP1	PVRL3
NLRP1	RBM12B
NLRP1	RGS13
NLRP1	RNF208
NLRP1	SAR1B
NLRP1	SCAMP4
NLRP1	SETMAR
NLRP1	SIGLEC6
NLRP1	SLA
NLRP1	SLAMF6
NLRP1	SLC34A3
NLRP1	SLC4A1
NLRP1	SLC6A3
NLRP1	SLC7A9
NLRP1	SMCR8
NLRP1	SPAG17
NLRP1	SPATA8
NLRP1	SRCAP
NLRP1	SVEP1
NLRP1	TAAR2
NLRP1	TMC2
NLRP1	TMEM174
NLRP1	TMEM189-UBE2V1
NLRP1	TTC13
NLRP1	VIPR2
NLRP1	WNT6
NLRP1	XDH
NLRP1	ZCCHC7
NOL3	HDAC11
NONO	ACLY
NONO	ACP1
NONO	AHCY
NONO	AP2S1
NONO	ASH1L
NONO	ASNS
NONO	BUB1
NONO	BUB3
NONO	CDK2
NONO	CDK4
NONO	CFLAR
NONO	CNPY2
NONO	CNPY3
NONO	CUL4B
NONO	DEPDC1
NONO	ECT2
NONO	EDC3
NONO	EXOSC3
NONO	FBXO5
NONO	FUS
NONO	GNG13
NONO	GORASP2
NONO	GTF3C2
NONO	GUCY1A3
NONO	HMGCS1
NONO	HSPD1
NONO	KCNH2
NONO	KLHDC1
NONO	LIG3
NONO	LRRC59
NONO	MAPK1IP1L
NONO	MCM3
NONO	NME1-NME2
NONO	NUP160
NONO	OTUB1
NONO	PAICS
NONO	PCBP2
NONO	PGRMC1
NONO	PHF23
NONO	PIP5K1A
NONO	PPP1CA
NONO	PPP2R1B
NONO	PRDX4
NONO	PRKDC
NONO	PRMT1
NONO	RAN
NONO	RANGAP1
NONO	RBBP4
NONO	RCC1
NONO	RFC5
NONO	RNF26
NONO	RPL18A
NONO	RPN2
NONO	SENP3
NONO	SFT2D1
NONO	SMARCC1
NONO	SNRPB
NONO	SNRPD2
NONO	SUMO2
NONO	TK1
NONO	TXNDC17
NONO	UBE2I
NONO	XPO5
NONO	YWHAZ
NONO	ZNF207
NONO	ZNF449
NR2C2	DAAM1
NR2C2	FOXN4
NR2C2	UBQLN1
NR2C2	HABP2
NR2C2	IGFBP3
NR2C2	P2RY6
NR2C2	PSMD1
NR2C2	UPK2
NR2C2	EIF2B3
NR2C2	SOCS3
NR2C2	HDAC4
NR2C2	KLHL21
NR2C2	TSSC4
NR2C2	NUB1
NR2C2	TRMT61B
NR2C2	KLHL7
NR2C2	SCRN3
NR2C2	PSTK
NR2C2	TRAPPC5
NR2C2	FAM76B
NR2C2	DDX51
NR2C2	OXT
NR2C1	EFCAB7
NR2C1	SEC16A
NR2F6	PER1
NR2F6	APOC3
NSMAF	AP2S1
NSMAF	ARFRP1
NSMAF	BCL2L13
NSMAF	C5orf24
NSMAF	ETNK1
NSMAF	EXOC5
NSMAF	FBXO38
NSMAF	FKBP15
NSMAF	GNG13
NSMAF	GTF2I
NSMAF	HERC4
NSMAF	LRRC58
NSMAF	LYRM2
NSMAF	MAP2K4
NSMAF	MAPKAP1
NSMAF	PIK3C2A
NSMAF	PSPC1
NSMAF	RNF6
NSMAF	SLAIN2
NSMAF	SNAP23
NSMAF	SRPX
NSMAF	STX3
NSMAF	TIPRL
NSMAF	TRIM8
NSMAF	TWISTNB
NSMAF	WDR1
NSMAF	ZCCHC4
NSMAF	ZCCHC7
NSMAF	ZNF449
NSMAF	ZNF655
NUP133	BCL2L13
NUP133	C5orf22
NUP133	CDC5L
NUP133	CUL4B
NUP133	DDX3X
NUP133	EXOC5
NUP133	FKBP15
NUP133	GTF2I
NUP133	KCNH2
NUP133	MAPK14
NUP133	MCM3AP
NUP133	NUP160
NUP133	PHTF2
NUP133	PSPC1
NUP133	PTGES2
NUP133	RORC
NUP133	SENP3
NUP133	TIPRL
NUP133	USP10
NUP133	WDR1
NUP133	YWHAZ
OFD1	ZCCHC7
OVOL2	RAB25
OTX1	CACNG6
OTX1	CNR2
OTX1	E2F4
OTX1	KLHDC4
PABPC4	IFRD2
PABPC4	MRPL12
PABPC4	MRPL37
PABPC4	YBX1
PABPN1	POMZP3
PAK1IP1	SSB
PABPC3	SERP1
PABPC3	SNRPD1
PARP1	CKAP5
PARP1	MKI67
PARP1	CDH1
PARP1	CXCL1
PARP1	E2F1
PARP1	FOXO1
PARP1	NFKB1
PARP1	SH3BP2
PARP1	THBD
PA2G4	AHCY
PA2G4	BYSL
PA2G4	CCDC86
PA2G4	CCT3
PA2G4	CDC20
PA2G4	KLHDC1
PA2G4	LRRC59
PA2G4	MKI67
PA2G4	MRPL4
PA2G4	MTHFD1L
PA2G4	NLE1
PA2G4	NME1-NME2
PA2G4	NOLC1
PA2G4	NOM1
PA2G4	PPM1G
PA2G4	PRKDC
PA2G4	PRMT1
PA2G4	PSMD3
PA2G4	RAN
PA2G4	RANGAP1
PA2G4	RCC1
PA2G4	RNF126
PA2G4	RNF26
PA2G4	RUVBL2
PA2G4	SENP3
PA2G4	SF3B3
PA2G4	SNRPB
PA2G4	SRM
PA2G4	TK1
PA2G4	TMEM189-UBE2V1
PA2G4	TOMM34
PA2G4	UBE2C
PA2G4	WDR77
PA2G4	XPO5
PA2G4	ZCCHC4
PA2G4	AGR2
PA2G4	AR
PA2G4	E2F1
PA2G4	KLK3
PARP10	CCNB2
PARP10	DTX3L
PARP10	PARP14
PARP10	TMCC1
PARP14	DTX3L
PARP14	FGD2
PARP14	MX1
PARP14	PARP10
PATZ1	BAP1
PATZ1	C17orf80
PATZ1	CKAP5
PATZ1	FAM63A
PATZ1	FUS
PATZ1	GORASP2
PATZ1	GTF3C2
PATZ1	ING5
PATZ1	KCNH2
PATZ1	MCM3AP
PATZ1	MED20
PATZ1	MEX3C
PATZ1	MKRN2
PATZ1	NDRG3
PATZ1	PDXP
PATZ1	PPP5C
PATZ1	PRMT1
PATZ1	RANGAP1
PATZ1	RNF26
PATZ1	SMARCC1
PATZ1	TUBB3
PATZ1	UCKL1
PATZ1	XPO5
PBX1	BOC
PBX1	DEF8
PBX1	NFIA
PBX1	NFKBIE
PBX1	ZNF207
PAXIP1	CCNE2
PAXIP1	KIF14
PAXIP1	L1CAM
PAXIP1	PSRC1
PCBP4	CAP2
PDRG1	CCT7
PDRG1	CDCA5
PDRG1	RCC1
PDRG1	SNRPB
PDRG1	TOMM34
PDRG1	XRCC6
PCBP2	ANKRD17
PCBP2	ZNF207
PDLIM5	CTNNA1
PDLIM7	BMP1
PDLIM7	CALR
PDLIM7	CAPZB
PDLIM7	CFL1
PDLIM7	CRYBB3
PDLIM7	GRIN1
PDLIM7	MRPL55
PDLIM7	PAGE5
PCGF3	HSF1
PCGF3	RBM12B
PDLIM3	E2F4
PDLIM3	GCNT2
PDLIM3	LMCD1
PDLIM3	SORBS1
PHC3	ADRM1
PHC3	ATP8B1
PHC3	CD47
PHC3	LPP
PHC3	NLN
PHC3	PVR
PHC3	SLC22A3
PHC3	VPS13C
PHC3	WBSCR16
PHC3	XRN1
PHC3	ZNF160
PHC3	ZNF83
PHF11	CECR1
PHF11	FGD2
PHF11	MPPE1
PHF11	TMEM127
PHF12	ZNF277
PHLDA3	MET
PHKA1	PSMB5
PHKB	CDC73
PHKB	FAM92A1
PHKB	LPP
PHKB	ZFAND3
PHKB	ZNF277
PHIP	ATP4B
PHIP	BARHL1
PHIP	CERCAM
PHIP	CRYBB3
PHIP	GPR62
PHIP	MRPL12
PHIP	OR7C2
PHIP	SLC22A13
PHIP	SLC30A2
PHIP	TACSTD2
PHIP	TSSK3
PHIP	YPEL4
PHIP	ZNF783
PIAS2	HDAC8
PIAS2	RUFY2
PIAS2	ZCCHC7
PIAS2	ZNF675
PIAS2	AR
PIAS2	MYCN
PKP3	RAB25
PLD3	NUCB1
PLD3	PSAP
PLD3	SMNDC1
PLEKHA8	L1CAM
PLEKHA8	PSRC1
PLEKHB2	WDFY1
PLEKHG1	DMPK
PNO1	ANKRD17
PNO1	BYSL
PNO1	C1QBP
PNO1	C9orf114
PNO1	CCDC86
