geneSym	TCGA-A2-A0D0	TCGA-BH-A0HK	TCGA-C8-A12T	TCGA-A2-A0D2	TCGA-C8-A12U	TCGA-AR-A1AS	TCGA-A2-A0EV	TCGA-AN-A0AM	TCGA-D8-A142	TCGA-AO-A0JL	TCGA-BH-A0BV	TCGA-A2-A0T6	TCGA-E2-A158	TCGA-E2-A15A	TCGA-A2-A0T7	TCGA-C8-A12Q	TCGA-A8-A079	TCGA-A2-A0YF	TCGA-BH-A0DD	TCGA-BH-A0E9	TCGA-A2-A0YG	TCGA-E2-A150	TCGA-BH-A18N	TCGA-A2-A0YM	TCGA-BH-A0C7	TCGA-A2-A0SX	TCGA-A7-A0CD	TCGA-C8-A12W	TCGA-AN-A0AL	TCGA-A7-A0CE	TCGA-BH-A0C0	TCGA-A2-A0YC	TCGA-A7-A0CJ	TCGA-AO-A12F	TCGA-A2-A0YL	TCGA-A8-A06Z	TCGA-A2-A0D1	TCGA-A2-A0CM	TCGA-A8-A09G	TCGA-C8-A131	TCGA-C8-A134	TCGA-A8-A09I	TCGA-C8-A12L	TCGA-A2-A0EX	TCGA-AN-A0FL	TCGA-BH-A0DG	TCGA-AN-A0AS	TCGA-AO-A0JC	TCGA-A8-A08Z	TCGA-AR-A0TX	TCGA-AO-A0JE	TCGA-AN-A0AJ	TCGA-AO-A0JM	TCGA-C8-A12V	TCGA-A8-A08G	TCGA-AO-A12D	TCGA-AN-A04A	TCGA-BH-A0AV	TCGA-AO-A12B	TCGA-AO-A12E	TCGA-A8-A06N	TCGA-A2-A0T1	TCGA-AR-A0TR	TCGA-AO-A03O	TCGA-BH-A18R	TCGA-AR-A0TT	TCGA-AR-A1AQ	TCGA-AR-A0TV	TCGA-C8-A12Z	TCGA-AO-A0JJ	TCGA-AR-A0TY	TCGA-AR-A0U4	TCGA-BH-A0HP	TCGA-AR-A1AP	TCGA-AN-A0FK	TCGA-AO-A0J6	TCGA-AR-A1AW	TCGA-AR-A1AV	TCGA-C8-A135	TCGA-BH-A0EE	TCGA-AO-A0J9	TCGA-BH-A0E0	TCGA-BH-A18U	TCGA-A2-A0YI	TCGA-A2-A0EQ	TCGA-BH-A18V	TCGA-A7-A13F	TCGA-BH-A0E1	TCGA-C8-A12P	TCGA-BH-A0C1	TCGA-A2-A0EY	TCGA-C8-A138	TCGA-E2-A154	TCGA-BH-A0BZ	TCGA-D8-A13Y	TCGA-A8-A076	TCGA-AO-A126	TCGA-E2-A10A	TCGA-BH-A18Q	TCGA-C8-A130	TCGA-E2-A159	TCGA-A2-A0T3	TCGA-A2-A0YD
ADRA2B	0.6755	-0.0017	0.0315	-0.174	0.3209	-0.0943	-0.0347	-0.0525	0.8285	0.1099	-0.1012	0.0115	0.1606	0.0957	-0.0298	-0.0149	-0.0402	0.0392	-0.0435	0.1048	-0.092	0.3291	-0.1511	0.167	-0.3491	0.146	-0.1493	-0.1635	0.1001	-0.2723	-0.0168	0.0222	0.2122	0.6839	-0.0086	0.1466	0.1262	0.201	-0.0223	0.3146	0.0832	0.0868	0.1994	-0.0044	0.0313	0.0013	-0.0892	-0.0011	0.0126	0.0284	0.029	-0.0258	-0.0927	0.0453	-0.0567	0.0916	0.5274	0.1728	-0.1427	-0.0115	-0.4252	0.0672	0.0149	0.4211	-0.0419	0.0302	0.1058	0.0835	0.047	0.0228	0.1533	-0.0675	0.0269	0.053	-0.3116	0.1039	-0.003	-0.1041	0.0624	-0.1906	-0.0162	-0.2613	0.1304	0.012	0.0127	0.2405	-0.1248	-0.016	0.2965	0.1286	-0.3078	-0.0271	-0.0435	0.0405	-0.5827	0.0528	0.0708	0.0474	0.112	0.0407	0.2115	-0.1519	-0.0264
ADRA2C	-0.2327	-0.0031	0.0046	-0.1974	0.297	-0.045	-0.0517	-0.2426	-0.2728	0.0068	-0.1326	0.0175	-0.5631	-0.036	-0.1135	0.0044	0.1829	0.1034	-0.0728	-0.232	-0.0777	-0.4123	0.1974	-0.0725	-0.393	0.0411	-0.2083	0.0103	0.0692	-0.2633	-0.4229	-0.002	-0.5925	-0.5501	0.0249	0.0831	0.1458	-0.2073	-0.3981	0.0162	0.1015	-0.1791	0.1993	0.0123	0.0728	0.0096	0.2316	-0.0036	0.0369	0.0379	-0.4181	0.4113	-0.4426	-0.0746	0.2532	-0.2752	-0.3211	0.1325	-0.1738	-0.007	0.3191	-0.1943	-0.9309	-0.0858	-0.0096	-0.0171	-0.1915	0.1319	-0.562	0.0266	-0.5122	-0.305	0.063	0.0827	-0.3498	-0.4526	0.0049	-0.1291	-0.2683	0.0112	-0.0402	-0.2957	-0.5834	0.0178	-0.131	-0.3776	-0.1715	0.0011	-0.3658	-0.0671	-0.0337	-0.3619	-0.2999	0.0888	-0.5879	0.0658	0.0759	0.0642	-0.4674	0.2206	-0.2135	-0.6883	-0.0223
ADSS	0.7931	0.9855	0.0196	0.6694	0.1901	0.7316	0.3748	0.287	0.3259	1.1172	0.7408	0.3555	0.6744	0.4006	0.2463	-0.0136	0.2955	-0.5297	0.7477	0.4742	-0.1231	0.3594	-0.1628	0.1751	0.5832	0.809	0.6219	0.2205	0.4641	0.6387	0.144	0.4154	0.3122	0.9146	0.2338	0.479	0.1398	-0.0684	0.4458	0.26571186325983	0.0607	0.6529	0.8571	-0.005	0.5973	0.3841	0.1563	0.0732	0.6616	0.0322	0.5201	0.4956	0.4839	0.0397	0.7962	0.196	0.3018	0.4573	0.4217	0.27	0.3154	0.0716	0.6087	0.4706	0.5106	-0.0523	0.1059	0.1419	0.7899	0.3606	0.1684	0.5659	0.371	0.3351	0.6845	0.1033	0.2385	0.6313	0.1969	0.3661	0.5385	0.0565	0.6097	0.289	0.3951	-0.067	0.5428	0.7452	0.2237	0.8284	0.3892	0.2842	0.4495	0.1937	0.2658	0.0813	0.067	-0.7288	0.8184	0.2073	0.3373	0.2561	0.4974
AP2A1	-0.3154	0.0073	1.2863	0.3167	-0.1673	-0.0622	-0.0786	0.0978	0.0832	-0.2596	0.1065	0.3305	0.1986	-0.0488	-0.2311	-0.0206	0.0534	0.0805	0.2241	0.1006	-0.1998	0.0062	0.179	-0.3862	-0.1204	-0.3806	0.1599	0.0517	0.1574	-0.0086	-0.2026	-0.033	-0.0864	0.0354	0.0248	0.1137	-0.5911	-0.003	0.0442	-0.0029	0.082	-0.1695	0.0713	0.3125	0.5321	-0.022	-0.0349	0.0141	0.0335	0.0286	-0.0057	-0.0208	-0.0994	0.0442	-0.0715	0.096	-0.0061	0.1677	0.1446	-0.0522	-0.0267	0.0609	0.0399	0.1843	-0.0446	-0.0256	-0.2094	0.0791	-0.4417	0.0239	0.1684	-0.269	0.0779	0.1245	0.1894	0.0754	0.1119	0.067	0.0566	-0.1134	-0.0223	0.3405	0.1124	0.0088	0.1132	-0.3486	0.0963	-0.0149	-0.1924	0.1998	0.1711	0.0939	0.0251	-0.0962	-0.5048	-0.0345	0.0877	0.0641	0.2908	0.0848	-0.1726	0.6716	-0.026
CRISP1	-0.1056	-7e-04	0.0084	-0.1989	0.0014	-0.0119	-0.0292	-0.1276	1.4232	-0.2868	0.1102	0.0079	0.1429	0.13	-0.3183	-0.0158	-0.2577	0.0311	-0.0159	-0.0434	0.1532	1.3213	-0.1763	0.3437	0.1166	0.0897	0.7585	0.0794	0.5303	0.1452	-0.1712	0.0058	0.2063	0.4653	0.0219	-0.3946	0.1612	0.1654	0.1117	0.0572	0.4148	0.1241	0.2699	-0.0281	0.5041	-8e-04	-0.1129	-0.0013	0.0128	0.0389	0.0417	0.6489	0.2091	0.0516	-0.2431	0.1106	-0.7148	0.1758	0.169	-0.0246	-0.0738	-0.0489	0.3547	-0.0837	-0.0398	-0.0429	0.5701	0.3645	0.0472	-0.4079	0.1804	0.1837	0.0464	-0.4363	0.2239	0.096	0.0314	0.1194	0.0733	0.0056	-0.0379	0.0742	-0.489	0.0215	0.0162	0.3784	0.1771	-0.0136	0.1407	0.1457	0.4072	0.1364	-0.03	0.1086	-0.5626	0.2885	0.0711	0.0676	0.4037	0.2041	0.1931	-0.3785	-0.0237
AFP	-0.1391	-0.003	0.0405	-0.1842	-0.0098	-0.043	-0.0353	-0.0893	-0.0695	0.1518	-0.1042	0.0143	0.1375	0.1272	-0.1481	-0.0149	0.361	0.0268	-2e-04	-0.2027	-0.1176	-0.1925	0.1592	0.0723	-0.3858	-0.326177329624478	-0.0798	0.1214	0.1141	0.1043	0.1461	0.0117	-0.0945	-0.2062	0.023	1.2656	0.1576	-0.0336	-0.3877	0.0162	0.077	0.0836	-0.3166	-0.0121	0.0446	0.0137	-0.1187	-0.0034	0.0079	0.0566	0.0627	0.2291	0.2024	-0.068	0.0881	0.6209	0.052	-0.3398	-0.1603	-0.023	0.2943	1.3818	-0.2945	1.1957	-0.0416	-0.0098	-0.1897	0.1468	0.1237	0.044	-0.4693	0.6975	0.0204	0.0927249495275781	-0.3514	0.09	0.0258	-0.0922	0.0882	-0.001	-0.0563	-0.2812	0.0471	0.0181	0.7739	-0.3439	-0.11	-0.0239	-0.4702	-0.102	-0.3353	-0.3444	-0.2976	-0.1716	-0.5477	0.0731	0.0643	0.053	-0.3499	-0.0214	-0.197	0.6774	-0.0229
AGRP	0.1209	-0.6639	0.016	0.2035	0.02	-0.0236	-0.3424	-0.0767	-0.1677	0.1109	0.104	-0.4587	0.2073	-0.011	-0.2893	0.0126	-0.6654	-0.5614	-0.0794	-0.2128	0.3439	-0.102	-0.6092	-0.3697	-0.091	-0.0416	-0.7189	0.2154	0.0763	0.1198	-0.1933	-0.6512	-0.4844	0.1705	-0.232	-0.3633	-0.1784	0.1812	-0.3887	0.1532	-0.3756	0.0979	0.1964	-0.3984	0.077	0.0058	-0.0752	-0.0733	-0.4933	0.041	-0.059	-0.3915	-0.0529	-0.0758	-0.5549	-0.0423	0.3494	-0.2637	-0.6061	-0.4281	-0.5301	-0.186	0.3433	-0.4724	-0.0201	-0.0245	-0.2099	-0.5512	-0.4814	-0.4292	0.174	0.2831	-0.3212	-0.4045	-0.3105	0.0891	-0.166	0.0871	-0.0674	-0.2102	-0.2886	-0.27	-0.2961	0.0172	-0.1186	0.2335	-0.1772	-0.6773	-0.2079	-0.3648	-0.319	-0.3272	-0.4979	-0.197	-0.5057	0.0699	-0.5003	-0.6973	0.3471	-0.4437	-0.1911	-0.2347	-0.4087
AGTR1	0.9807	-0.0239	0.0293	-0.1936	0.026	0.3373	-0.036	0.1137	-0.0646	-0.0695	0.1496	0.0101	0.6023	-0.0284	0.1266	0.283	0.0757	0.0211	-0.0122	0.1139	0.2222	-0.0469	0.1631	0.2911	0.1359	0.1735	0.2873	0.1417	0.1143	0.1134	0.4243	0.0124	0.5504	0.061	0.0168	0.4472	-0.6142	0.3571	0.0975	-0.0476	0.1169	0.0919	0.2407	-0.0245	0.5203	2e-04	0.0938	-0.004	0.0144	0.0442	0.0488	0.2424	-0.4266	0.0576	-0.1282	0.0853	0.0915	0.548	-0.1498	-0.0212	-0.0636	0.0764	0.0638	0.1978	0.2801	-0.0578	0.1387	0.144	0.0328	0.0367	0.1891	0.1971	0.0063	0.0826	-0.0266	0.092	-0.0255	-0.1169	-0.0601	0.0027	-0.0466	0.0568	0.4142	0.0204	-0.123	0.3501	0.2523	-0.0364	-0.1193	-0.1107	0.1979	-0.127	0.0653	-0.2036	0.2592	0.0877	0.0636	0.0577	0.6278	0.2356	0.2001	0.0982	-0.0246
AGTR2	-0.3013	0.0083	0.0085	0.2829	0.0161	0.0141	0.0198	-0.0425	0.029	-7e-04	-0.145	0.0168	-0.124	-0.0384	-0.073	0.2437	0.0269	0.0054	-9e-04	0.0399	0.1094	0.0114	0.0109	0.1825	0.0674	0.0214	0.0329	0.0014	0.1405	0.2581	-0.0158	0.0041	-0.5176	0.1642	0.0089	0.0443	0.0175	0.1809	0.0075	0.007	0.0224	0.0251	-0.2322	0.016	0.0218	0.1327	0.0276	0.0056	0.0161	0.02	0.2314	-0.208	-0.1674	0.0523	-0.0699	-0.0092	0.4633	0.1521	0.0148	0.0171	0.0668	-0.0835	-0.2221	0.0406	0.0105	-0.0141	0.0206	0.0194	0.0065	-0.1041	-0.0462	-0.0927	0.0163	0.0017	0.005	-0.4007	0.0118	-0.0165	0.8753	0.2285	0.1956	0.0112	0.0995	0.0179	0.083	0.0134	0.0314	0.0064	-0.1033	0.0144	-0.1903	-0.2018	-0.0861	0.3226	0.0073	-0.6494	0.017	0.012	-0.8305	-0.1021	0.0085	0.0094	0.0098
AGXT	-0.4895	-0.0017	-0.5972	-0.2115	0.5401	-0.1259	-0.0592	-0.0349	-0.258	-0.4309	-0.0935	0.0094	0.1747	-0.0817	-0.0462	-0.0143	-0.3877	0.0832	-0.0661	0.1061	-0.0907	0.0609	-0.1491	0.1916	-0.1087	0.1364	-0.1806	-0.1854	-0.5133	-0.2517	-0.1868	0.0054	0.1489	-0.1958	0.0221	-0.4055	0.1361	0.2631	-0.0865	0.1133	-0.4221	-0.2587	-0.4854	-9e-04	-0.8095	0.0017	-0.088	-0.0056	0.0215	0.0099	-0.4048	-0.2833	-0.0734	0.0308	-0.1301	-0.0578	0.0134	-0.2836	-0.1517	-0.0169	-1.93964805787278	-0.0535	0.0047	-0.0968	0	-0.0079	0.1077	-0.1928	0.0691	0.0288	-0.4903	-0.2906	0.0503	0.081	-0.3116	0.077	-0.0141	-0.1041	0.063	-0.1934	-0.0418	-0.2843	-0.0785	0.0187	-0.1297	-0.4139	-0.1698	-0.0033	-0.2042	0.1338	-0.0278	-0.3707	-0.0346	-0.0194	-0.579	0.0558	0.0564	0.0619	-0.5762	-0.2774	-0.2019	-0.1753	-0.023
AHCY	0.667	0.0276	-0.5696	0.1887	0.3149	0.0256	0.1286	-0.3179	0.3386	0.2975	0.1393	0.0077	-0.7248	0.6607	0.1505	0.2872	0.2088	0.0856	0.2364	0.1064	0.3108	0.0939	0.1832	-0.0675	0.1219	0.1039	0.1739	0.0213	0.1268	-0.2409	0.1255	-0.0255	0.6787	0.457268267358858	0.0145	0.1227	0.1332	0.3208	0.0424	0.1204	0.446	0.5104	0.1765	0.0118	0.0424	-0.0173	-0.0226	0.0073	0.0375	0.2724	0.2587	0.7268	0.2028	0.2823	-0.1401	-0.0505	0.0387	-0.2728	0.1711	0.2232	0.4425	-0.0563	0.0463	0.1948	-0.0204	0.1801	0.1363	0.5195	0.0851	0.0365	0.1572	0.0042	0.0568	0.4873	-0.0087	0.0925	0.1263	0.0857	0.4194	-0.4621	0.2096	0.3523	0.745	0.0154	0.1004	-0.3769	0.3438	0.0112	0.2283	0.1939	0.1894	0.1469	0.2182	0.1992	0.2793	0.7163	0.0843	0.0762	0.3119	-0.463	0.205	-0.1818	0.2638
AHR	-0.2862	1e-04	-0.1415	0.1963	0.0245	-0.0737	0.1948	0.1214	0.2404	-0.055	0.147	0.0107	0.6426	0.3252	0.1823	0.2681	-0.1592	0.046	0.3916	0.1216	0.2876	0.0117	-0.1583	0.0192	-0.1095	-0.3095	-0.6537	0.0968	0.6012	0.4131	0.097	0.0152	-0.0399	-0.0678	0.0254	0.4681	-0.6194	-0.0985	-0.0195	0.2385	0.0643	0.1722	0.1818	0.0544	0.8443	-0.0031	0.1297	0.0037	-0.012	0.0364	0.0212	0.4466	-0.0595	0.3012	0.5587	0.1174	0.0542	0.0924	0.2592	0.2741	0.271	0.1936	0.4843	-0.1115	-0.0417	0.1418	-0.2096	0.1578	0.0382	0.0422	0.1786	-0.1222	0.3472	0.088	-0.0187	0.6475	0.0652	0.1517	0.0872	0.0034	-0.0353	0.3337	0.328278374242907	0.0238	0.1136	-0.3835	0.202770496321581	-0.022	0.313	0.1489	0.2055	0.1394	0.284	-0.585224294369735	0.2604	0.3433	0.067	0.1922	-0.3346	-0.0167	0.1886	-0.7057	-0.0246
AHSG	0.6788	-0.006	0.0343	0.21	0.0446	0.3419	0.3712	0.1112	-0.0711	-0.0695	0.1514	0.0083	0.6371	0.2361	0.1532	0.282	0.0894	0.0691	-0.494	0.1203	0.1769	0.0745	0.166	0.2975	0.1238	0.7628	0.2394	-0.1903	0.4934	0.0861	0.4185	0.0151	0.553	0.0429	0.0229	0.4543	0.1528	0.3227	0.0891	-0.0336	0.1255	0.102	0.407	-0.0171	0.5186	-0.001	-0.0674	-5e-04	0.0155	0.0433	0.01	0.249	0.6131	0.0627	-0.1184	0.2249	0.0736	-0.2737	-0.1532	-0.0212	-0.0547	0.0791	0.0506	0.1978	-0.0412	-0.0446	0.1414	0.1515	0.0386	0.0437	0.1891	0.1601	0.0234	0.0906	-0.0367	0.7232	0.0768	-0.1391	-0.2285	0.0064	-0.0437	0.0729	0.3385	0.006	-0.1171	0.6516	0.1401	-0.0246	-0.0822	-0.105	0.4041	0.1038	0.0666	-0.0383	0.2409	0.0574	0.0622	0.0584	0.6192	0.1789	0.2011	0.061	-0.0221
AK1	0.0547	0.0159	-0.2626	-0.2052	0.2364	-0.0446	-0.0853	-0.3375	-0.0464	-0.2802	-0.1784	0.0127	0.1821	-0.3777	0.0301	-0.0028	-0.0271	0.0592	-0.0951	0.1127	0.1382	-0.4042	-0.1554	0.1872	0.1078	-0.0812	-0.2393	-0.2283	0.084	-0.2871	0.2917	0.0025	-0.0643	-0.5247	0.022	0.3374	0.1392	-0.0695	0.0544	-0.139	-0.3654	-0.1479	0.3863	0.0131	0.0594	-0.0126	0.034	0.005	0.0326	0.0411	-0.0055	-0.0246	0.2041	-0.0794	-0.0758	-0.072	0.2649	0.1502	-0.1481	-0.0366	-0.502	0.37	0.351	0.4571	-0.0339	-0.0336	-0.1958	0.0441	0.0786	0.0211	-0.4909	-0.2857	0.0668	-0.4079	0.1277	-0.0567	-0.0895	-0.1585	0.0152	0.0222	-0.0286	-0.2283	0.1024	0.2795	0.1164	0.251	-0.2024	-0.002	-0.1951	-0.0073	0.3966	-0.0764	-0.1962	-0.2043	0.8565	0.0688	0.0774	0.072	-0.4079	0.6266	-0.1596	0.1601	-0.0239
AK2	0.4688	0.0133	0.0125	-0.2306	0.0159	-0.0287	-0.0579	-0.0904	-0.2299	-0.2814	-0.1438	0.0052	0.7326	-0.0374	-0.2704	0.174003946102021	-0.3323	-0.4745	-0.0681	-0.2178	-0.1649	0.244	-0.1458	-0.0607	-0.1059	0.1303	-0.1913	-0.2211	0.1552	0.1366	-0.1929	-0.0087	-0.0631	-0.533	0.0352	0.4767	0.1489	0.0768	0.0666	0.152	-0.355	-0.5348	-0.4003	0.0204	-0.6254	-0.3284	-0.0444	0.0016	0.0306	0.0269	0.2919	-0.3872	0.2095	-0.0791	-0.0538	-0.0585	0.0271	0.1398	-0.1549	-0.0248	0.3398	-0.0424	0.0558	-0.0711	-0.4793	-0.0266	0.1173	0.143557200550304	-0.4812	0.0288	-0.4937	0.3165	0.0587	-0.0474	-0.3054	-0.4142	-0.1059	-0.1509	-0.0747	0.2038	-0.2908	0.097	-0.2792	-0.3523	-0.0047	-0.0089	0.1219	-0.0048	-0.1734	-0.3417	-0.3155	-0.3512	-0.4608	-0.0402	0.313	0.0638	0.0966	1.0564	0.0414	-0.1094	0.1694	-0.1634	-0.0192
AK4	0.4846	0.0025	0.0275	0.2277	-0.0028	-0.0287	-0.0395	0.3751	-0.2211	-0.0824	-0.1146	0.0091	0.1528	-0.3694	0.0604	-0.0057	-0.3795	0.0397	-0.4535	-0.2178	-0.1849	0.2369	-0.1577	-0.0708	-0.0926	0.1302	-0.1006	-0.215	0.1389	0.1319	-0.1774	0.0087	-0.0578	0.0626	0.0198	0.4768	0.1424	0.1088	-0.4045	-0.0465	0.4449	-0.5348	-8e-04	-0.0062	0.2349	-0.3031	-0.0976	0.0055	0.0252	0.0378	0.0215	-0.405	-0.0847	0.0566	-0.0723	-0.0522	0.2995	0.1266	-0.1549	-0.0157	0.3154	-0.0555	0.0558	-0.0871	-0.0343	-0.052	0.1037	0.153	0.4563	0.0288	0.1807	0.0227	0.0231	-0.0723	-0.3264	0.3837	-0.1059	-0.1294	-0.0747	0.1911	-0.291	0.0777	-0.5199	0.2861	-0.1329	-0.3736	0.172	-0.0041	-0.1359	-0.398	-0.3159	-0.3512	-0.4608	-0.0402	0.7302	-0.591	0.0768	0.9751	-0.3688	-0.0568	0.1876	-0.1095	-0.0232
AKT1	0.1319	0.0275	0.0198	-0.2125	0.0336	-0.0271	-0.0598	-0.0479	-0.2288	-0.3168	0.1311	0.0123	0.1924	-0.3776	-0.0463	0.3537	0.1887	0.0594	-0.0664	0.0961	0.363	0.0646	-0.1586	-0.0886	-0.1281	-0.1023	-0.2251	-0.3804	0.1303	-0.047	-0.0245	0.0022	-0.0945	0.6346	0.021	-0.3176	0.1485	-0.071	0.0734	0.1327	-0.3536	0.0731	0.13	0.0085	0.5289	0.0852	0.8605	0.0022	0.0183	0.0123	0.2239	-0.0405	0.4333	-0.0896	-0.2059	-0.0539	0.2928	-0.2661	-0.1614	-0.4287	0.0117	-0.0585	-0.33	0.0978	-0.0173	-0.1943	-0.219	-0.5909	0.0991	0.0317	0.1792	0.0366	0.052	-0.4085	-0.0091	-0.464	-0.0922	-0.1365	0.0689	0.3565	-0.0348	-0.2782	-0.2856	0.0203	-0.4385	0.2691	-0.599	-0.0081	0.0636	-0.0741	-0.0259	0.3281	0.095	-0.1854	0.3197	0.2864	0.0815	0.0783	-0.397	0.1256	-0.1832	0.1707	-0.0289
AKT2	-0.0024	0.0073	-0.2075	0.1929	-0.1679	-0.0615	-0.093	0.0978	0.0726	-0.2781	0.1071	0.3272	0.1861	0.1199	-0.2311	-0.389	0.0534	0.0809	0.2018	0.1006	-0.1909	7e-04	0.179	-0.0788	-0.1204	1.2926	0.1492	0.063	0.0879	0.0183	-0.2095	-0.0191	-0.0864	-0.0024	0.0248	0.1137	-0.5652	-0.003	-0.381	-0.0029	0.0707	-0.1695	0.0601	0.3083	0.0645	-0.022	-0.0349	0.0141	0.0089	0.0186	-0.3912	-0.0287	-0.444	0.0527	-0.2154	0.098	-0.0061	-0.2558	0.1446	-0.0522	-0.0267	0.0609	0.0567	0.5905	-0.0446	-0.0476	0.1541	0.0893	-0.4289	0.0216	0.1498	0.0199	0.0735	0.1245	0.1894	0.0754	0.1068	0.067	0.0566	-0.1189	-0.0223	0.3405	0.1388	0.0088	0.1132	0.2555	0.0953	-0.0233	-0.1797	0.1998	0.1711	0.0997	0.0199	-0.0752	-0.5048	-0.0345	0.074	0.0641	0.2741	0.0997	-0.1832	0.6716	-0.0169
ABCD1	0.8156	0.0083	0.0085	0.2629	0.0135	0.0263	0.0041	-0.2144	0.0497	-7e-04	-0.145	0.0168	0.4078	0.0755	-0.0319	0.5955	0.0269	0.0054	0.0084	0.0313	0.13	0.0194	0.0203	0.189	0.0674	0.0292	-0.0749	0.0014	-0.478	0.3557	0.230798397419487	0.0041	1.0108	0.2132	0.0097	0.0443	0.0092	0.247	0.0097	0.007	0.0224	0.0251	0.1835	0.0091	-0.0041	-0.1172	0.0276	0.0065	0.0161	0.02	0.2009	0.1426	-0.1936	0.0514	1.0018	-0.0061	0.4702	-0.2723	0.0148	0.0267	0.0624	-0.0879	-0.3913	0.005	0.015	-0.0135	0.0075	-0.0463	0.0065	-0.1041	-0.0366	-0.0979	0.0163	0.0159	0.005	0.1417	0.0143	0.0132	-0.1708	-0.2184	0.2009	0.011	-0.1023	0.0179	0.0915	0.0239	-0.0034	0.0039	0.2813	0.0144	0.1134	0.0324	-0.0861	-0.093	-0.009	0.251	0.017	0.012	0.5443	-0.1021	0.0085	0.0094	0.0098
ALK	0.4006	0.0105	0.0148	-0.177	-0.0136	-0.1156	-0.0328	0.112	0.1379	-0.0277	-0.4202	0.0127054070392078	0.6884	0.1284	-0.0557	-0.016	-0.0517	0.0400504192636978	-0.0606	0.1035	-0.0425821090287216	0.051	-0.1432	-0.0861	0.1226	0.1523	-0.1062	0.2688	0.1655	0.1541	0.1376	0.0046	0.2143	0.6237	0.0229737576035651	-0.367	0.1345	-0.0462	-0.0975	0.1823	0.0591194123970789	0.0696	0.0949	0.0018	-0.7379	-0.0027	-0.3138	-6e-04	0.034	0.2904	0.019	-0.0184	-0.0739	0.1568	-0.0989	0.1183	0.0428	0.1522	-0.1485	-0.0173	-0.0445	0.0711	0.0062	-0.0692636436276468	-0.0294	-0.0446	0.1188	0.1475	0.0438	0.0363	0.1827	0.0461	0.0269	0.0536	-0.2954	0.4696	-0.0604	-0.0982	0.0682	-0.2069	-0.0273	0.337701847455438	-0.0952	0.0216	0.0133	0.2364	-0.1643	-0.0128	0.2938	0.1162	-0.017	-0.0437	-0.0449	-0.013	0.2857	0.0546	0.0601	0.0652	-0.2862	0.313260521523179	0.1955	-0.120440998152791	-0.0231
ALOX12	-0.3175	-0.6854	-0.6229	-0.2236	-0.3634	-0.6931	-0.3699	-0.3465	-0.0925	0.0442	0.0344	-0.0284	-0.7488	-0.3831	-0.1765	-0.4199	-0.1768	0.1057	-1.27	-0.2244	-0.429	-0.2859	0.1951	-0.0702	-0.3899	-0.0354	-0.7442	0.2058	-0.5386	0.0735	-0.1934	-0.7041	-0.5775	0.0455	-0.2345	0.0357	-0.6094	-0.2582	-0.4088	-0.1992	-0.3739	-0.542	-0.4146	-0.3897	-0.757	-0.0089	-0.3843	0.0084	0.038	-0.3043	-0.3771	-0.3899	-0.4462	-0.0912	-1.2255	-0.242	-0.3365	-0.274	0.1645	0.2695	-0.5341	-0.1988	-0.8403	-0.1997	-0.0298	-0.2765	-0.1965	0.1011	-0.5407	-0.1957	-0.5242	-0.2885	-0.3583	0.1285	-0.0099	0.0944	0.1048	-0.1432	-0.2341	-0.5051	-0.0258	-0.2506	-0.3761	0.0068	-0.1337	-0.3778	-0.1926	-0.0036	-0.2341	-0.3496	-0.3498	-0.0875	-0.0066	-0.221	-0.5348	-0.5891	-0.5027	0.064	-0.3988	-0.1326	-0.1217	-0.2352	-0.0065
ALPI	-0.4038	-0.0017	-0.5972	-0.1744	0.5401	-0.1259	-0.0372	-0.0349	-0.258	-0.0631	-0.0935	0.0094	-0.7867	-0.0845	-0.0507	-0.029	-0.3689	0.0368	-0.0579	0.1061	-0.0907	0.0609	-0.1491	-0.08	-0.3977	0.1542	-0.1656	-0.1854	-0.4117	-0.251	-0.185	0.0054	0.2054	0.3924	0.0221	-0.3514	0.1361	-0.0014	-0.0865	0.1018	-0.4051	-0.2587	-0.4854	-0.0117	0.0281	0.0017	-0.088	-0.0056	0.0215	0.0301	-0.3369	-0.2583	-0.0734	0.0308	-0.1079	0.0932	0.0355	-0.2967	-0.1517	-0.0169	-0.0307	-0.0535	0.0047	-0.0917	-0.04	-0.0079	0.1077	-0.1912	0.0691	0.0288	-0.4903	0.046	0.0503	0.0485	-0.3116	0.077	-0.0141	-0.1041	0.063	-0.1934	-0.0418	-0.2843	NA	0.0187	-0.1297	0.2339	-0.1739	-0.0077	-0.2042	0.1338	-0.0278	-0.3707	-0.0346	0.0145	0.2808	0.0558	0.0564	0.0619	-0.5762	-0.2774	-0.2019	-0.1568	-0.023
