Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
UBQLN4_mrna	UBQLN4	mrna	CCNT2_prot;TAF1_prot	2
UBR1_mrna	UBR1	mrna	ASH1L_prot	1
UBR2_mrna	UBR2	mrna	ASH1L_prot;RCOR3_prot	2
UBR5_mrna	UBR5	mrna	ANKRD11_prot;ARID1B_prot;PRKRA_prot;RAD21_prot;TNKS_prot	5
UBTF_mrna	UBTF	mrna	ADARB1_prot;CIZ1_prot;CNOT3_prot;ESR1_prot;JUN_prot;MAZ_prot;PWWP2B_prot;SSRP1_prot;TFAP2A_prot;ZBTB7B_prot	10
UBTF_prot	UBTF	prot	ADSS_mrna;AP3B1_mrna;ATP6V0B_mrna;C2orf49_mrna;CADM4_mrna;CAPRIN2_mrna;CAPZB_mrna;CARD14_mrna;CATSPERG_mrna;CCDC85A_mrna;CDK2AP2_mrna;CERS2_mrna;CRYBB3_mrna;DNAJC4_mrna;EFR3B_mrna;EIF4G1_mrna;FCHO2_mrna;FILIP1_mrna;FUS_mrna;HKR1_mrna;KIFAP3_mrna;LINGO1_mrna;LIPA_mrna;LPO_mrna;LYRM9_mrna;MAP1LC3C_mrna;MBD6_mrna;MORN1_mrna;MRPL55_mrna;NDUFB1_mrna;NLK_mrna;NOS2_mrna;NTN3_mrna;OS9_mrna;PACS1_mrna;PAFAH2_mrna;PCNX_mrna;PDE5A_mrna;PFAS_mrna;PLEKHG5_mrna;PLIN2_mrna;PSMC3IP_mrna;PWWP2B_mrna;RND3_mrna;SEC22A_mrna;SENP3_mrna;SIPA1L3_mrna;SNX17_mrna;SPECC1_mrna;SRCAP_mrna;STX3_mrna;SULT1C2_mrna;TFAM_mrna;TMCC1_mrna;TMED1_mrna;TNNT2_mrna;TNRC6B_mrna;TRIM8_mrna;YARS_mrna;YWHAE_mrna;ZBTB7B_mrna;ZNF566_mrna;CEBPA_prot;ESR1_prot;HDAC1_prot;KAT5_prot;TAF1_prot;TBP_prot;TCOF1_prot;WDR70_prot	70
UBXN2A_mrna	UBXN2A	mrna	ELF1_prot;EP300_prot;JUND_prot	3
UBXN7_mrna	UBXN7	mrna	TFAP2C_prot;ZBTB7A_prot	2
UCHL3_mrna	UCHL3	mrna	EP300_prot	1
UCK1_mrna	UCK1	mrna	EP300_prot;POLR2E_prot;RBM14_prot	3
UCK2_mrna	UCK2	mrna	ATAD3A_prot;BOP1_prot;BUB3_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;CFLAR_prot;GABPB2_prot;HMGA1_prot;MCM5_prot;MCM7_prot;MRPS12_prot;NCOA1_prot;PSMD12_prot;RBM8A_prot;RPL26L1_prot;RUVBL1_prot;SMARCA4_prot;SOS2_prot;TFDP1_prot;WDR18_prot;WDR4_prot;WDR5_prot;XRCC5_prot	24
UCKL1_mrna	UCKL1	mrna	DDX19A_prot;MRPS12_prot;PATZ1_prot;WDR77_prot	4
UCP2_mrna	UCP2	mrna	AR_prot;ELF1_prot;SMAD4_prot	3
UCP3_mrna	UCP3	mrna	AR_prot	1
UFD1L_mrna	UFD1L	mrna	ELF1_prot	1
UFM1_mrna	UFM1	mrna	CANX_prot;DDX3X_prot;MBNL1_prot	3
UGCG_mrna	UGCG	mrna	MDN1_prot	1
UGGT1_mrna	UGGT1	mrna	ELK1_prot	1
UHRF1_mrna	UHRF1	mrna	ATAD2_prot;CCNA2_prot;CCNB1_prot;CDC20_prot;CEBPA_prot;CFLAR_prot;DTL_prot;ECT2_prot;EZH2_prot;KNTC1_prot;MCM4_prot;NCAPG2_prot;RXRA_prot;TBP_prot;TFDP1_prot;TP53_prot;WHSC1_prot	17
UHRF2_mrna	UHRF2	mrna	CCNT2_prot;SMC3_prot	2
ULBP1_mrna	ULBP1	mrna	CEBPB_prot;HDAC3_prot	2
ULBP2_mrna	ULBP2	mrna	ATF1_prot	1
UNC119_mrna	UNC119	mrna	TBP_prot	1
UNC5B_mrna	UNC5B	mrna	CCNT2_prot;TP53_prot	2
UNC79_mrna	UNC79	mrna	RAD21_prot;ZKSCAN1_prot	2
UNC93B1_mrna	UNC93B1	mrna	ETS1_prot	1
UNKL_mrna	UNKL	mrna	TCF3_prot	1
UPF1_mrna	UPF1	mrna	ATF1_prot;GTF2F1_prot;MAZ_prot;POLR2E_prot;PRPF4_prot;RBM14_prot;RNGTT_prot;SMG6_prot;SMG7_prot;TFAM_prot;TFAP2A_prot;TFAP2C_prot;UPF2_prot	13
UPF2_prot	UPF2	prot	UPF1_mrna;INTS6_prot;PHB2_prot;RBM8A_prot;RPS3_prot;SMG6_prot;SMG7_prot;XRN2_prot	8
UPF3B_mrna	UPF3B	mrna	E2F4_prot;TRIOBP_prot	2
UPK2_mrna	UPK2	mrna	HDAC2_prot;NR2C2_prot	2
URI1_mrna	URI1	mrna	ZNF143_prot	1
UROS_mrna	UROS	mrna	EEF1E1_prot;FOXK2_prot;KLHL7_prot;TFDP1_prot;ZBTB20_prot	5
USF2_prot	USF2	prot	AKT1_mrna;APOE_mrna;APP_mrna;B4GALNT2_mrna;BRCA1_mrna;CARHSP1_mrna;CCT8_mrna;CD2_mrna;CHRAC1_mrna;CYFIP1_mrna;DDX39A_mrna;DEGS1_mrna;DPYSL2_mrna;DUSP1_mrna;EIF1B_mrna;EXOC2_mrna;FAM210B_mrna;FRS2_mrna;GTF2F2_mrna;GTF2H1_mrna;HNRNPF_mrna;LDHB_mrna;LEFTY1_mrna;LPIN3_mrna;MACROD1_mrna;MAP2K4_mrna;P4HA1_mrna;POLR2I_mrna;POMK_mrna;PTGS2_mrna;RPAIN_mrna;SH2B2_mrna;TBCB_mrna;TGFB1_mrna;VPS36_mrna;XRCC6_mrna;ZMIZ2_mrna;ZNF185_mrna;EP300_prot;FOSL2_prot;FUS_prot;NPM1_prot;PARP1_prot;RELA_prot;TFAP4_prot;TOP2B_prot;XRCC5_prot;XRCC6_prot	48
USO1_mrna	USO1	mrna	ARID3A_prot;EP300_prot;FOXA1_prot;MBNL1_prot	4
USO1_prot	USO1	prot	TNRC6B_mrna;DDX20_prot;TP53_prot	3
USP10_mrna	USP10	mrna	CDC5L_prot;DDX42_prot;DHX9_prot;EIF4A2_prot;EPRS_prot;FOXK2_prot;FUS_prot;G3BP1_prot;HTATSF1_prot;LARP4_prot;MCM4_prot;NEDD1_prot;NUP133_prot;POLR2E_prot;PSPC1_prot;PTBP1_prot;RBM14_prot;RIN2_prot;RNGTT_prot;SPAG9_prot;SYNCRIP_prot;TAF1_prot	22
USP21_mrna	USP21	mrna	HDAC2_prot	1
USP22_mrna	USP22	mrna	CCNA2_prot;ELF1_prot	2
USP27X_mrna	USP27X	mrna	YY1_prot	1
USP38_mrna	USP38	mrna	RAD21_prot	1
USP39_mrna	USP39	mrna	JUND_prot;YY1_prot	2
USP40_mrna	USP40	mrna	ARID3A_prot;EP300_prot	2
USP4_mrna	USP4	mrna	CEBPB_prot;KLC3_prot;ZBTB7A_prot	3
USP7_mrna	USP7	mrna	ATF1_prot;ELK1_prot;H1FX_prot;IRF1_prot;NPM1_prot	5
USP8_mrna	USP8	mrna	RAD21_prot	1
USP9X_mrna	USP9X	mrna	CLIC1_prot;HDAC2_prot	2
UTP14C_mrna	UTP14C	mrna	HDAC2_prot	1
UTP15_prot	UTP15	prot	AURKA_mrna;C5orf22_mrna;C9orf114_mrna;CENPH_mrna;EBNA1BP2_mrna;EIF5A2_mrna;ETF1_mrna;EXOSC3_mrna;FAM63A_mrna;FH_mrna;FKBP15_mrna;FOXJ3_mrna;GEN1_mrna;GTF2F2_mrna;HMGN3_mrna;KCNH2_mrna;MANEA_mrna;MAPKAP1_mrna;MCM3AP_mrna;MED21_mrna;MPP6_mrna;MRPL4_mrna;NCBP2_mrna;NUP160_mrna;PLK4_mrna;PPP2R5D_mrna;PSPC1_mrna;PTGES2_mrna;PUS1_mrna;RNF6_mrna;RPL23_mrna;RRS1_mrna;RSRC1_mrna;SLAIN2_mrna;SLC25A46_mrna;SNRPD1_mrna;SPAST_mrna;TFAM_mrna;YEATS4_mrna;YOD1_mrna	40
UTP20_mrna	UTP20	mrna	DDX11_prot;E2F4_prot;GTF3C3_prot;KLC3_prot;PWP2_prot;RBM28_prot;RNF40_prot;WDR12_prot;WDR18_prot;ZC3H7B_prot	10
UTP20_prot	UTP20	prot	BYSL_mrna;DTYMK_mrna;E2F4_mrna;EDC3_mrna;KLC3_mrna;MRPL4_mrna;MRPS17_mrna;MRTO4_mrna;PAICS_mrna;PPP1CA_mrna;SCAMP4_mrna;TMEM177_mrna;ZBTB7A_prot	13
UTP6_prot	UTP6	prot	DNAJC8_mrna;HDAC11_prot	2
UTRN_mrna	UTRN	mrna	ERF_prot;SP3_prot	2
UXS1_mrna	UXS1	mrna	RAD21_prot	1
VAMP3_mrna	VAMP3	mrna	JUND_prot;KBTBD2_prot;MBD1_prot;POLR2E_prot;RETSAT_prot;SLTM_prot	6
VARS_prot	VARS	prot	ACP1_mrna;ADRM1_mrna;AHCY_mrna;AP2S1_mrna;C1QBP_mrna;CCT3_mrna;DDX51_mrna;DTYMK_mrna;METTL2A_mrna;MPP6_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;MRPS34_mrna;NME1-NME2_mrna;NUP155_mrna;PA2G4_mrna;PHB_mrna;PRKDC_mrna;PRMT1_mrna;PSMD3_mrna;RAN_mrna;RANGAP1_mrna;RCC1_mrna;RFC2_mrna;RNF126_mrna;RUVBL2_mrna;SENP3_mrna;SF3B3_mrna;SRM_mrna;THRAP3_mrna;TIMM50_mrna;WDR77_mrna;XPO5_mrna;ZNF593_mrna;EEF1B2_prot;EEF1G_prot;FOSL2_prot;KNTC1_prot;SHC1_prot;TFE3_prot	41
VAV1_mrna	VAV1	mrna	ELK1_prot;JUN_prot	2
VCL_mrna	VCL	mrna	ELK1_prot;JUN_prot	2
VDAC2_mrna	VDAC2	mrna	COPS3_prot;DDX1_prot;DDX31_prot;DTX3L_prot;HDAC2_prot;MTX2_prot	6
VDAC3_mrna	VDAC3	mrna	ANKRD39_prot;COPS3_prot;DDX1_prot;FOXA1_prot;MTX2_prot	5
VDR_prot	VDR	prot	BHLHE40_mrna;CDH1_mrna;CDKN1B_mrna;CYP3A5_mrna;CYP3A7_mrna;DDIT4_mrna;IGFBP3_mrna;IL12B_mrna;IL6_mrna;PHB_mrna;CEBPA_prot;COPS2_prot;CREBBP_prot;EP300_prot;FOXO3_prot;GNPAT_prot;GTF2B_prot;HDAC2_prot;JUN_prot;KDM5A_prot;MED1_prot;MED23_prot;NCOA1_prot;NCOA4_prot;NCOR1_prot;NCOR2_prot;RNF14_prot;RUNX1_prot;RXRA_prot;RXRB_prot;SIRT1_prot;SMARCA4_prot;TCF3_prot;TP53_prot;TRRAP_prot	35
VEGFA_mrna	VEGFA	mrna	AR_prot;ARNT_prot;DNMT1_prot;ELF1_prot;EP300_prot;ESR1_prot;ETS1_prot;FOXO3_prot;HDAC2_prot;HDAC3_prot;HDAC4_prot;HEXIM1_prot;HIC1_prot;JUN_prot;RELA_prot;RUNX1_prot;SP3_prot;TCF4_prot;TFAP2A_prot;TP53_prot;ZFP36L1_prot;ZNF24_prot	22
VEGFB_mrna	VEGFB	mrna	FOXO3_prot;TFAP2A_prot;YY1_prot	3
VEGFC_mrna	VEGFC	mrna	TFAP2A_prot	1
VIPAS39_mrna	VIPAS39	mrna	FOXA1_prot	1
VIPR1_mrna	VIPR1	mrna	ATF1_prot;TFAP2A_prot	2
VIPR2_mrna	VIPR2	mrna	DDX31_prot;SFPQ_prot	2
VLDLR_mrna	VLDLR	mrna	CEBPA_prot;HIC1_prot	2
VNN2_mrna	VNN2	mrna	IRF8_prot	1
VPS13A_mrna	VPS13A	mrna	RAD21_prot	1
VPS13B_mrna	VPS13B	mrna	DDX17_prot;TPR_prot;WHSC1L1_prot	3
VPS13C_mrna	VPS13C	mrna	PHC3_prot	1
VPS18_mrna	VPS18	mrna	JUND_prot;SAP30_prot;SMC3_prot	3
VPS36_mrna	VPS36	mrna	RCOR3_prot;USF2_prot	2
VPS50_mrna	VPS50	mrna	CEBPB_prot	1
VPS8_prot	VPS8	prot	MTMR3_mrna;ZMYND11_mrna	2
VRK2_mrna	VRK2	mrna	EP300_prot	1
VSTM2L_mrna	VSTM2L	mrna	RAD21_prot	1
VWF_prot	VWF	prot	AQP1_mrna;C10orf10_mrna;CARD9_mrna;CD93_mrna;COX7A1_mrna;HIGD1B_mrna;HSPA12B_mrna;KCNH2_mrna;MTUS1_mrna;NIPA1_mrna;RGS5_mrna;SHE_mrna;TM4SF18_mrna;CLPB_prot	14
WARS2_mrna	WARS2	mrna	ING1_prot;MRPL44_prot;MRPS12_prot;POLE4_prot;RPL26L1_prot;WDR18_prot	6
WASL_mrna	WASL	mrna	SMAD5_prot	1
WASL_prot	WASL	prot	SMAD5_mrna;ARPC1B_prot;EP300_prot;WWP1_prot;ZNF638_prot	5
WAS_mrna	WAS	mrna	ETS1_prot	1
WBSCR16_mrna	WBSCR16	mrna	AIP_prot;ATF1_prot;BAZ2B_prot;CDC27_prot;DDX19A_prot;G3BP1_prot;GRSF1_prot;GSTO1_prot;GTF2I_prot;KARS_prot;MRPL44_prot;MRPS12_prot;NFYC_prot;PHC3_prot;POLR2E_prot;PRPF4_prot;PTBP1_prot;RXRB_prot;WDR77_prot;XRN2_prot;YBX1_prot	21
WDFY1_mrna	WDFY1	mrna	TBP_prot	1
WDFY1_prot	WDFY1	prot	PLEKHB2_mrna	1
WDFY3_mrna	WDFY3	mrna	RNF146_prot	1
WDFY3_prot	WDFY3	prot	LMBRD1_mrna;RNF146_mrna;APAF1_prot;DDX11_prot;RAE1_prot;WDR60_prot	6
WDHD1_mrna	WDHD1	mrna	ANKRD17_prot;ATAD2_prot;CCNA2_prot;CCNB1_prot;DTL_prot;ECT2_prot;EP300_prot;EZH2_prot;FBXO45_prot;KNTC1_prot;KRR1_prot;MCM4_prot;MCM6_prot;NCAPG_prot;NCAPG2_prot;SEH1L_prot;TFDP1_prot;TTF2_prot	18
WDHD1_prot	WDHD1	prot	ACAT2_mrna;ANKRD17_mrna;ATAD5_mrna;AURKA_mrna;BUB1_mrna;C2orf49_mrna;C9orf40_mrna;CCDC88A_mrna;CCNE2_mrna;CENPH_mrna;CEP78_mrna;CHAC2_mrna;DDX18_mrna;DIAPH3_mrna;E2F7_mrna;ECT2_mrna;EFCAB7_mrna;EXOSC3_mrna;FBXO45_mrna;FBXO5_mrna;GEN1_mrna;HELLS_mrna;HMGN3_mrna;HMMR_mrna;HNRNPA2B1_mrna;KIF14_mrna;KNTC1_mrna;KRR1_mrna;LIN9_mrna;MANEA_mrna;MCAM_mrna;MCM8_mrna;MKI67_mrna;MTBP_mrna;MTDH_mrna;NUP155_mrna;NUP160_mrna;PDCD2_mrna;PDS5A_mrna;PDSS1_mrna;PINK1_mrna;PLK4_mrna;PREP_mrna;RAD18_mrna;RFC4_mrna;RFC5_mrna;SEC16A_mrna;SGOL2_mrna;SMC2_mrna;TTF2_mrna;YEATS4_mrna;ZBTB47_mrna;ZNF451_mrna;ECT2_prot;GTF2E2_prot;PAXIP1_prot;YY1_prot	57
WDR12_prot	WDR12	prot	AHSA1_mrna;ATP5F1_mrna;BIRC5_mrna;BYSL_mrna;C1QBP_mrna;C2orf47_mrna;C2orf49_mrna;C9orf114_mrna;CCT7_mrna;CDC123_mrna;DTYMK_mrna;EEF1E1_mrna;HSPD1_mrna;IARS2_mrna;MRPL11_mrna;MRPL18_mrna;MRPL39_mrna;MRPS17_mrna;MRPS30_mrna;NME1-NME2_mrna;NOL7_mrna;PAICS_mrna;PHB_mrna;PIGU_mrna;PNO1_mrna;POLE3_mrna;PPIL1_mrna;PRIM1_mrna;PSMA2_mrna;RPP40_mrna;TFB2M_mrna;TMEM177_mrna;TTC27_mrna;UTP20_mrna;ZC3H8_mrna;BOP1_prot;IGHMBP2_prot;SUGT1_prot;TOMM34_prot;TSG101_prot;WDR5_prot;XPO1_prot	42
WDR13_mrna	WDR13	mrna	RELA_prot	1
WDR18_prot	WDR18	prot	ACBD6_mrna;ACP1_mrna;AHCY_mrna;ANKRD39_mrna;BCL2L12_mrna;BIRC5_mrna;BNIP1_mrna;BUB3_mrna;BYSL_mrna;C1QBP_mrna;CCT7_mrna;CDC123_mrna;CDK4_mrna;CWF19L1_mrna;DDX51_mrna;DEF8_mrna;DGUOK_mrna;DTYMK_mrna;EDC3_mrna;GNB1L_mrna;GPS1_mrna;GTF3C2_mrna;HDAC8_mrna;LARS2_mrna;LIG3_mrna;LYRM4_mrna;MPP6_mrna;MRPL11_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;MRPS34_mrna;MRTO4_mrna;NME1-NME2_mrna;NOLC1_mrna;NUDCD2_mrna;OTUB1_mrna;PA2G4_mrna;PAICS_mrna;PDXP_mrna;PHB_mrna;PMPCA_mrna;PPP1CA_mrna;PRMT1_mrna;PUS1_mrna;RAN_mrna;RANGAP1_mrna;RCC1_mrna;RFC2_mrna;RFC5_mrna;RUVBL2_mrna;SAAL1_mrna;SEPHS1_mrna;SERPING1_mrna;SNRPB_mrna;SNRPD1_mrna;SRM_mrna;TIMM50_mrna;TRUB2_mrna;TXNDC12_mrna;UBL7_mrna;UCK2_mrna;UTP20_mrna;WARS2_mrna;WDR77_mrna;XPO5_mrna;CDC5L_prot;ESR1_prot;NPM1_prot;PAXIP1_prot;TEX10_prot	71
WDR1_mrna	WDR1	mrna	CEBPB_prot;FBXO9_prot;GTF2I_prot;MBD1_prot;NSMAF_prot;NUP133_prot;POLR2E_prot;PTBP1_prot;RXRB_prot;SHC1_prot;TGFB1_prot;XRN2_prot	12
WDR27_mrna	WDR27	mrna	RAD21_prot	1
WDR33_mrna	WDR33	mrna	TIA1_prot;ZNF638_prot	2
WDR34_mrna	WDR34	mrna	ARID3A_prot;JUND_prot;TAF6_prot	3
WDR36_prot	WDR36	prot	CHST6_mrna;GNG13_mrna;NUP160_mrna;RAD18_mrna;SSB_mrna;TFAM_mrna;XRCC4_mrna;ZCCHC4_mrna;ESR1_prot;G3BP1_prot;HDAC11_prot;PWP2_prot;SH3GLB1_prot;TOE1_prot;ZNF207_prot	15
WDR3_prot	WDR3	prot	BUB3_mrna;EBNA1BP2_mrna;EIF1AX_mrna;NMD3_mrna;RIOK1_mrna;TFAM_mrna;TGS1_mrna;TRIAP1_mrna;TWISTNB_mrna;PNO1_prot	10
WDR41_mrna	WDR41	mrna	ESR1_prot;RAD21_prot	2
WDR43_prot	WDR43	prot	EBNA1BP2_mrna;EIF1AX_mrna;NOM1_mrna;RIOK1_mrna;RPL23_mrna;TFAM_mrna;WDR46_prot	7
WDR46_prot	WDR46	prot	BYSL_mrna;DNAJC8_mrna;MRTO4_mrna;BOP1_prot;DDX10_prot;DDX21_prot;DDX27_prot;DDX31_prot;DDX56_prot;DHX30_prot;PAK1IP1_prot;PRKRA_prot;PURA_prot;RBM28_prot;RBM5_prot;REXO4_prot;RPL26L1_prot;SRP72_prot;WDR43_prot;WHSC1_prot;ZC3HAV1_prot	21
WDR48_prot	WDR48	prot	E2F4_mrna;SVEP1_mrna;BOP1_prot;CTNND1_prot;CUL4B_prot;PAXIP1_prot;POLR2G_prot;TCOF1_prot;TP53_prot;WDR70_prot;ZBTB2_prot	11
WDR4_prot	WDR4	prot	AIFM3_mrna;AK2_mrna;BUB3_mrna;CBX5_mrna;CDC20_mrna;CDCA5_mrna;CHEK2_mrna;CSTF2_mrna;DCTN5_mrna;DEF8_mrna;DTYMK_mrna;EBNA1BP2_mrna;EXOSC3_mrna;GTF3C2_mrna;LIG3_mrna;LRRC59_mrna;MAPK1IP1L_mrna;MAPKAP1_mrna;MED8_mrna;MPZL1_mrna;NDUFA4L2_mrna;NLE1_mrna;NME1-NME2_mrna;NOLC1_mrna;NUP93_mrna;PRDX1_mrna;RAN_mrna;RCC1_mrna;RFC2_mrna;SAAL1_mrna;SNRPB_mrna;TIMELESS_mrna;TKT_mrna;UCK2_mrna;XPO5_mrna;DDX5_prot;TERF2_prot;XPNPEP1_prot	38
WDR54_prot	WDR54	prot	CDCA5_mrna;CENPM_mrna;DTYMK_mrna;FANCG_mrna;KIF20A_mrna;MTHFD1L_mrna;PAICS_mrna;ZFHX3_mrna;DMD_prot;MAPK8IP3_prot	10
WDR55_mrna	WDR55	mrna	SMC3_prot	1
WDR5_prot	WDR5	prot	AHSA1_mrna;AK2_mrna;BCL2L12_mrna;BNIP1_mrna;BYSL_mrna;C1QBP_mrna;C9orf114_mrna;C9orf40_mrna;CCDC86_mrna;CCT3_mrna;CDC123_mrna;IFRD2_mrna;MRPL18_mrna;MRPL37_mrna;MRPS17_mrna;MRPS30_mrna;NAE1_mrna;NOLC1_mrna;NUP153_mrna;POLE3_mrna;PSMD2_mrna;RAN_mrna;RFC2_mrna;SMARCC1_mrna;UCK2_mrna;ZW10_mrna;CHD8_prot;CIAO1_prot;CREBBP_prot;CUL4B_prot;DR1_prot;DTL_prot;ESR1_prot;GRWD1_prot;HDAC1_prot;HDAC2_prot;HDAC3_prot;HDAC5_prot;NLE1_prot;PAXIP1_prot;PCGF6_prot;PHF8_prot;RFWD2_prot;TERF2_prot;TP53_prot;WDR12_prot	46
WDR60_prot	WDR60	prot	WDFY3_prot	1
WDR6_mrna	WDR6	mrna	CPSF1_prot;MAZ_prot;RBM14_prot;TP53BP1_prot	4
WDR6_prot	WDR6	prot	AKT2_mrna;GTF3C2_mrna;KCNH2_mrna;MCM3AP_mrna;PHF23_mrna;RANGAP1_mrna;RHOT1_mrna;UBE3B_mrna;ZER1_mrna	9
WDR70_prot	WDR70	prot	RBPJ_prot;SIRT1_prot;UBTF_prot;WDR48_prot	4
WDR77_mrna	WDR77	mrna	BAZ2B_prot;BOP1_prot;DARS2_prot;DDX19A_prot;DDX19B_prot;JUN_prot;JUND_prot;KARS_prot;MRPS12_prot;PA2G4_prot;RUVBL1_prot;SMARCA4_prot;TRIM27_prot;VARS_prot;WDR18_prot;WHSC1_prot;XRCC5_prot;YBX1_prot	18
WDR77_prot	WDR77	prot	AHCY_mrna;AK2_mrna;BAK1_mrna;BYSL_mrna;DCTN5_mrna;METTL2A_mrna;MRPL37_mrna;MRPL4_mrna;MRPS16_mrna;NOLC1_mrna;PA2G4_mrna;PHB_mrna;POLR1A_mrna;PPP5C_mrna;PRKDC_mrna;PRMT1_mrna;PSMD3_mrna;RAN_mrna;RANGAP1_mrna;RNF26_mrna;SRM_mrna;TIMM50_mrna;TUFM_mrna;UCKL1_mrna;WBSCR16_mrna;XPO5_mrna;XRN1_mrna;YBX1_mrna;AR_prot;CIRBP_prot;GTF2F1_prot;HGS_prot;MYSM1_prot;PCBP2_prot;PQBP1_prot;RBM5_prot;SF3B4_prot;SMARCA4_prot;TOE1_prot;ZNF207_prot	40
WDR78_mrna	WDR78	mrna	TFAP2C_prot	1
WDR7_prot	WDR7	prot	ZFP3_mrna	1
WDR89_mrna	WDR89	mrna	CBLL1_prot;CCNT2_prot;HEATR3_prot;MDN1_prot;NFYB_prot	5
WDSUB1_mrna	WDSUB1	mrna	TRIM28_prot	1
WDSUB1_prot	WDSUB1	prot	MAPKAP1_mrna	1
WDTC1_mrna	WDTC1	mrna	RXRB_prot;ZBTB7A_prot	2
WDTC1_prot	WDTC1	prot	CUL4B_prot;MED23_prot	2
WHAMM_mrna	WHAMM	mrna	DHX9_prot;EZH2_prot;FOXK2_prot;NEDD1_prot;PSPC1_prot;RBM14_prot;VWF_prot	7
WHSC1L1_prot	WHSC1L1	prot	ANKRD17_mrna;KCNH2_mrna;NPTN_mrna;SMARCC1_mrna;VPS13B_mrna;BRD4_prot;MNDA_prot;SMARCA2_prot;SMARCA4_prot;SMARCC1_prot;SS18L1_prot	11
WHSC1_prot	WHSC1	prot	ACLY_mrna;ACTR5_mrna;AR_mrna;AURKA_mrna;BIRC5_mrna;BUB1_mrna;CBX2_mrna;CCNB2_mrna;CDC20_mrna;CDCA5_mrna;CDK2_mrna;CDT1_mrna;CENPH_mrna;CENPM_mrna;CFLAR_mrna;DCTN5_mrna;DEPDC1_mrna;E2F1_mrna;ECT2_mrna;EIF4E_mrna;FAM120A_mrna;FAM63A_mrna;FANCG_mrna;GINS2_mrna;GORASP2_mrna;GTF3C2_mrna;GUCY1A3_mrna;HELLS_mrna;HMMR_mrna;KCNH2_mrna;KIF14_mrna;KIF20A_mrna;KIF4A_mrna;KLHDC1_mrna;LMNB2_mrna;LRP8_mrna;LRRK2_mrna;MCF2L_mrna;MCM3AP_mrna;MED20_mrna;MEX3C_mrna;MKI67_mrna;MTHFD1L_mrna;NOLC1_mrna;PAICS_mrna;PIF1_mrna;PIP5K1A_mrna;PLK4_mrna;POLQ_mrna;PPP2R1B_mrna;PPP5C_mrna;PRKDC_mrna;PRMT1_mrna;PTTG1_mrna;RANGAP1_mrna;RBBP4_mrna;RCC1_mrna;RFC5_mrna;RNF126_mrna;SAAL1_mrna;SERPING1_mrna;SLC40A1_mrna;SLC7A5_mrna;SMARCC1_mrna;SMC2_mrna;TIMELESS_mrna;TRAF4_mrna;UBE2C_mrna;UBE2I_mrna;UHRF1_mrna;WDR77_mrna;XPO5_mrna;ZNF160_mrna;ZNF326_mrna;AR_prot;BRD4_prot;CNBP_prot;HDAC1_prot;HDAC2_prot;WDR46_prot;ZC3HAV1_prot	81
WIPI2_mrna	WIPI2	mrna	ELF1_prot;EP300_prot	2
WIZ_prot	WIZ	prot	ARHGDIA_mrna;CRYBB3_mrna;CTBP1_prot;EHMT1_prot;HDAC1_prot;HDAC2_prot;MIER1_prot;TFAP4_prot;TRIM28_prot	9
WNT4_mrna	WNT4	mrna	TCF4_prot	1
WNT6_mrna	WNT6	mrna	ARHGAP25_prot;E2F4_prot;EEA1_prot;EHMT1_prot;IGHMBP2_prot;KLC3_prot;KRT7_prot;MICAL3_prot;SF3B2_prot;TAF6L_prot;TTC13_prot;ZNF664_prot	12
WRAP53_mrna	WRAP53	mrna	CCNT2_prot;CHD2_prot	2
WRNIP1_prot	WRNIP1	prot	AUP1_mrna;C3orf18_mrna;HEMK1_mrna;HID1_mrna;MAMSTR_mrna;PRMT1_mrna;RPS3A_mrna;SPTBN2_mrna;ZDHHC1_mrna;HDAC11_prot;RAI14_prot;SMAD2_prot;TRIM28_prot	13
WT1_mrna	WT1	mrna	EP300_prot;ETS1_prot;HDAC4_prot;HDAC5_prot;IFI16_prot;RELA_prot	6
WTAP_mrna	WTAP	mrna	MRPL44_prot;RC3H2_prot;RNGTT_prot;SFPQ_prot;SMG7_prot;TFAP2C_prot;YBX1_prot;ZNF207_prot	8
WTIP_mrna	WTIP	mrna	CHD2_prot	1
WWP1_prot	WWP1	prot	ERBB4_mrna;PCBD1_prot;SMAD2_prot;SMAD4_prot;SMAD5_prot;WASL_prot;ZNF638_prot	7
WWTR1_prot	WWTR1	prot	ASNS_mrna;BAK1_mrna;BAX_mrna;CALD1_mrna;CCNB2_mrna;CNN3_mrna;COL4A1_mrna;GJC2_mrna;MYCN_mrna;PGAM5_mrna;SMAD3_mrna;SPARC_mrna;YBX1_prot	13
XAB2_prot	XAB2	prot	CDC5L_prot;DHX16_prot;HDAC11_prot;ILF3_prot;PPIE_prot;PRPF19_prot;SF3B2_prot	7
XDH_mrna	XDH	mrna	CEBPA_prot;E2F4_prot;EZH1_prot;IGHMBP2_prot;SF3B2_prot;TTC13_prot	6
XIAP_mrna	XIAP	mrna	AR_prot;RELA_prot;SSB_prot;TP53_prot	4
XPC_mrna	XPC	mrna	BHLHE40_prot;CREB1_prot;RAD21_prot;SIRT1_prot;TP53_prot	5
